op_type,district,street,rooms,area,floor,total_floors,house_seria,house_type,condition,price,lat,lon
Buying,Purvciems,,3,,,,Jaun.,,All amenities,,46.3144754,11.0480288
Buying,Mangaļi,,,,,,,,,,46.3144754,11.0480288
Buying,Ķengarags,,,,,,,,,,46.3144754,11.0480288
Buying,Imanta,,,,,,,,,,46.3144754,11.0480288
For rent,Šampēteris-Pleskodāle,Volguntes 33a,1,32.0,2,3,P. kara,Masonry,All amenities,300.0,56.936490250000006,24.036778683924297
For rent,centrs,Bruņinieku 60,2,50.0,5,6,P. kara,Brick,All amenities,480.0,56.953316,24.1370407
For sale,centrs,Miera 5,2,59.0,2,6,P. kara,Masonry,All amenities,89100.0,56.9665763,24.1337504
For sale,Dārzciems,Strautu 23,1,42.3,3,5,M. ģim.,Brick,All amenities,33500.0,56.94016,24.186816783778013
For sale,Teika,Ropažu 49,5,142.0,2,7,Specpr.,Brick,All amenities,132000.0,56.980215,24.180935208070267
For sale,centrs,Birznieka-Upīša 10,2,32.0,1,6,Renov.,Masonry,All amenities,76800.0,56.9488745,24.126602744609187
For sale,Imanta,Jūrmalas g. 59,1,46.0,8,12,104.,Panel,All amenities,46000.0,56.952975,24.0166971
For sale,Ziepniekkalns,Valdeķu 50 k-2,1,32.0,2,9,602.,Brick-Panel,All amenities,34500.0,NaN,NaN
Buying,Āgenskalns,Āgenskalna,3,50.0,,,P. kara,,,,56.93673405,24.085764530589692
For rent,Čiekurkalns,Čiekurkalna 6. šķ l. 21,2,60.0,1,1,Priv. m.,Wood,All amenities,600.0,NaN,NaN
For rent,Sarkandaugava,Ziemeļu 17,1,26.0,4,4,P. kara,Brick,Partial amenities,150.0,57.0018786,24.119843
For sale,Ziepniekkalns,Ozolciema 22,3,79.0,8,10,119.,Panel,All amenities,74000.0,56.899435499999996,24.087568312770166
For rent,Āgenskalns,Ormaņu 25,3,85.0,2,3,Jaun.,Masonry,All amenities,850.0,56.9393754,24.0705981
For rent,Āgenskalns,Ormaņu 25,3,71.0,3,3,Jaun.,Masonry,All amenities,710.0,56.9393754,24.0705981
For rent,centrs,Vagonu 22,1,33.0,2,5,Renov.,Masonry,All amenities,49.0,56.948633150000006,24.15003220000001
For rent,centrs,Matīsa 100,1,30.0,4,5,Renov.,Brick,All amenities,30.0,56.948925,24.1500222
For sale,centrs,Elizabetes 21a,4,127.0,2,5,Renov.,Masonry,All amenities,400000.0,56.9586159,24.106666551239307
For rent,centrs,Vesetas 12,3,78.0,6,6,Specpr.,Brick,All amenities,560.0,56.9651396,24.12508907224371
For sale,Vecmīlgrāvis,Ziemeļblāzmas 42,2,50.0,2,9,602.,Panel,All amenities,51000.0,57.038119300000005,24.09761493635783
For rent,Purvciems,Deglava 54,1,30.0,2,2,Priv. m.,Wood,All amenities,180.0,56.953682,24.1521483
For sale,centrs,Briāna 4,2,52.4,1,5,Renov.,Masonry,All amenities,86460.0,56.9629058,24.128417603035814
For rent,centrs,Rūpniecības 44,3,111.3,2,5,Jaun.,Brick-Panel,All amenities,1000.0,56.9663651,24.10511260386278
For sale,Dārzciems,Zeltiņu 45,2,45.0,2,2,Staļina,Brick,All amenities,39500.0,56.9465912,24.17507065
For sale,centrs,Blaumaņa 12,3,66.0,3,6,Renov.,Masonry,All amenities,178200.0,56.9548306,24.1221141
For rent,centrs,Barona 13,3,73.0,5,6,Renov.,Masonry,All amenities,890.0,56.9521532,24.1228046
For rent,Vecrīga,Meistaru 6,3,74.0,3,5,P. kara,Masonry,All amenities,700.0,56.9504522,24.1089579
For rent,Imanta,Kurzemes pr. 32,1,39.0,3,5,LT proj.,Panel,All amenities,300.0,NaN,NaN
For rent,Iļģuciems,Spilves 25,1,49.0,12,14,Specpr.,Panel-Brick,All amenities,300.0,56.9724222,24.056875050082418
For sale,centrs,Rūdolfa 1,1,26.0,5,6,P. kara,Brick,All amenities,45000.0,56.962022399999995,24.152193947726147
For rent,centrs,Tomsona 32,1,25.0,3,5,Hrušč.,Brick,All amenities,290.0,56.966952649999996,24.128620594539093
For sale,Purvciems,Dzelzavas 68,2,56.0,15,15,Specpr.,Panel,All amenities,72600.0,56.95650225,24.18677830697291
For sale,Ķengarags,Maskavas 250 k-3,1,30.0,2,5,Hrušč.,Brick,All amenities,30000.0,56.91595235,24.174059774919094
For rent,centrs,Lāčplēša 13,1,19.0,4,6,Renov.,Brick-Panel,All amenities,460.0,56.9567777,24.1207762
For sale,Imanta,Kurzemes pr. 18,2,46.0,4,5,Specpr.,Panel-Brick,All amenities,56999.0,NaN,NaN
For rent,Teika,Šmerļa 3,1,20.0,1,2,Staļina,Brick,All amenities,280.0,56.97964,24.21129160000001
For sale,centrs,Brīvības iela 82,4,139.0,6,7,Renov.,Masonry,All amenities,144000.0,56.9591645,24.1274612
For sale,Vecrīga,Jēkaba 26/28,1,52.0,5,5,P. kara,Masonry,All amenities,115000.0,56.952698,24.1051471
For sale,Dzegužkalns,Iecavas 1,2,59.0,4,5,Jaun.,Panel-Brick,All amenities,105850.0,56.9555587,24.05068002607817
For rent,centrs,Tērbatas 78,3,70.0,5,5,P. kara,Masonry,All amenities,470.0,56.9611541,24.1376555
For sale,Ziepniekkalns,Valdeķu 65,6,142.4,2,10,119.,Panel,All amenities,115000.0,56.8993612,24.09128585
For rent,Mežciems,Kaivas 50/4,2,63.0,3,5,Jaun.,Panel,All amenities,430.0,56.9541725,24.2443253
For rent,Pļavnieki,Ilūkstes 4,1,45.0,6,9,M. ģim.,Panel,All amenities,220.0,56.93391825,24.196113058652745
For sale,Ziepniekkalns,Putnu 31,3,79.0,1,6,Jaun.,Panel,All amenities,119000.0,56.912242,24.1087866
For rent,Mežciems,Biķernieku 21,2,54.0,3,4,Jaun.,Panel,All amenities,450.0,56.9712661,24.1724707
For sale,Purvciems,Zvaigznāja g. 3,2,51.0,3,5,LT proj.,Panel,All amenities,58000.0,56.9527936,24.2063812
For sale,Purvciems,Deglava 61,4,91.0,3,9,119.,Panel,All amenities,91000.0,56.9509836,24.181635724566128
For rent,centrs,Maskavas 16,6,160.0,5,6,Jaun.,Brick-Panel,All amenities,1500.0,56.8597884,24.3083417
For rent,centrs,Skolas 36,2,75.0,4,4,Renov.,Brick-Panel,All amenities,420.0,48.2969502,-100.7081938
For rent,Pļavnieki,Ilūkstes 8,2,52.0,5,9,602.,Panel,All amenities,300.0,56.93542815,24.19600070804261
For sale,centrs,Miera 86,2,43.0,1,6,Renov.,Brick,All amenities,62000.0,56.9665763,24.1337504
For sale,Pļavnieki,Salnas 16,2,50.0,3,9,602.,Panel,All amenities,51000.0,56.942224350000004,24.22437075551308
For rent,Ziepniekkalns,Bruknas 12,2,51.0,1,10,119.,Panel,All amenities,330.0,56.902176350000005,24.08785814853748
For rent,Krasta r-ns,Zilupes 16,2,49.0,9,9,467.,Panel,All amenities,250.0,56.925599250000005,24.16997253666432
For sale,Torņakalns,Pastendes 13,1,27.0,1,2,Specpr.,Wood,Partial amenities,17000.0,56.91345935,24.0886548221875
For sale,Pļavnieki,Tīnūžu 10,3,65.0,3,9,602.,Panel,All amenities,54000.0,56.9342176,24.20706765968763
Renting,centrs,,2,70.0,2,,,Masonry,,,46.3144754,11.0480288
Buying,centrs,,Citi,,11,1,,,,,46.3144754,11.0480288
For sale,Iļģuciems,Stūres 9,3,70.0,4,5,LT proj.,Panel,All amenities,58200.0,56.9713644,24.0688642775663
For sale,centrs,Katrīnas d. 20a,2,50.0,3,4,P. kara,Masonry,All amenities,48000.0,NaN,NaN
For sale,Zasulauks,Valentīna 16 k-2,3,79.0,1,4,P. kara,Masonry,All amenities,147000.0,NaN,NaN
For rent,Teika,Biķernieku 12,1,27.0,2,5,Hrušč.,Brick,All amenities,280.0,56.9709132,24.1778261
For sale,centrs,Miera 97,1,30.0,1,5,Hrušč.,Brick,All amenities,35500.0,56.9665763,24.1337504
For sale,Ziepniekkalns,Vienības g. 186a,2,86.0,5,5,Jaun.,Panel,All amenities,125000.0,56.9012048,24.08071903193997
For sale,centrs,Kalniņa 6,3,68.0,5,5,Renov.,Masonry,All amenities,260000.0,56.9496478,24.1208218
For sale,Mežaparks,Ķempes 9,3,72.0,5,12,Specpr.,Brick,All amenities,116000.0,56.9950137,24.169464241912188
For rent,centrs,Elizabetes 9,2,33.0,5,5,P. kara,Masonry,All amenities,525.0,56.9592539,24.100972
For rent,Dzegužkalns,Ūdens 12,2,118.0,5,5,Specpr.,Brick-Panel,All amenities,820.0,56.95518535,24.072432305031818
For sale,Ziepniekkalns,Bruknas 14,3,77.0,1,10,119.,Panel,All amenities,72700.0,56.9019142,24.088840549596863
For sale,Dzegužkalns,Embūtes 22,3,82.0,1,2,Priv. m.,Wood,Partial amenities,31000.0,56.964171449999995,24.0692936
For sale,centrs,Cēsu 8,3,87.0,4,6,P. kara,Masonry,All amenities,135000.0,56.96408475,24.13806333019737
For sale,Maskavas priekšpilsēta,Jēkabpils 16,1,31.0,2,3,P. kara,Brick,All amenities,24750.0,56.9444497,24.141638
For sale,Purvciems,Stirnu 22,2,38.0,2,5,Specpr.,Brick-Panel,All amenities,27300.0,56.9561795,24.1835724
For sale,centrs,Blaumaņa 12,1,35.0,2,7,Renov.,Masonry,All amenities,79580.0,56.9548306,24.1221141
For sale,Āgenskalns,Kalnciema 106,1,36.0,5,5,103.,Brick-Panel,All amenities,32000.0,56.9361374,24.043055673577392
For rent,centrs,Tallinas 54,2,40.0,5,6,P. kara,Brick,All amenities,170.0,56.9590412,24.1434632
For sale,Pļavnieki,Zemes 13,1,44.0,9,9,M. ģim.,Panel,All amenities,31000.0,56.9421256,24.201118155484014
For sale,centrs,Tomsona 2,3,94.0,4,5,P. kara,Masonry,All amenities,210000.0,56.96346405,24.124055977869332
For rent,centrs,Dzirnavu 132,2,52.0,2,5,P. kara,Masonry,All amenities,380.0,56.9406658,24.1245029
For sale,Zolitūde,Anniņmuižas 13,4,149.0,12,12,Specpr.,Brick-Panel,All amenities,260000.0,56.94568225,24.014682180124165
For sale,Maskavas priekšpilsēta,Rēznas 10b,2,37.0,5,5,Hrušč.,Brick,All amenities,41000.0,56.93595085,24.16322933766472
For sale,Imanta,Anniņmuižas bulvāris 38,3,81.8,5,18,Jaun.,Brick-Panel,All amenities,117000.0,56.96112105,24.018216795250048
For sale,Ķengarags,Prūšu 21/2,1,13.0,3,4,Specpr.,Brick,All amenities,19500.0,56.9150027,24.1755593
For rent,Teika,Zemgaļu 99,1,40.0,1,1,Specpr.,Brick,All amenities,285.0,56.9779257,24.1866059
For sale,centrs,Hospitāļu 23,5,214.0,5,8,Jaun.,Masonry,All amenities,439000.0,56.97150655,24.13644061236608
For rent,centrs,Lāčplēša 62,2,56.0,2,6,P. kara,Brick,All amenities,450.0,56.9510949,24.1313031
For rent,centrs,Hospitāļu 7a,1,37.0,2,3,Renov.,Wood,All amenities,380.0,56.9698143,24.1358191
For sale,Āgenskalns,Sabiles 8,2,71.0,1,3,Jaun.,Masonry,All amenities,105100.0,56.9394528,24.0668604
For rent,Āgenskalns,Baldones 28,2,45.0,4,5,LT proj.,Panel,All amenities,330.0,56.9451143,24.0582627
For rent,centrs,Čaka 132,1,36.0,1,5,P. kara,Masonry,All amenities,350.0,56.9615696,24.1466121
For rent,centrs,Rūpniecības 9,3,83.0,5,5,P. kara,Masonry,All amenities,750.0,56.9605878,24.1029241
For rent,centrs,Klusā 18,1,38.0,3,9,Jaun.,Panel,All amenities,270.0,56.9762119,24.146261949769592
Buying,centrs,,2,,,,103.,,,,46.3144754,11.0480288
For sale,Dzegužkalns,Dzirciema 7/1,2,50.0,2,5,LT proj.,Panel,All amenities,55000.0,56.9514449,24.0540069
For rent,Čiekurkalns,Čiekurkalna 3. šķ l. 25,3,70.0,2,9,Specpr.,Brick-Panel,All amenities,500.0,NaN,NaN
For sale,Purvciems,Pūces 19,2,45.0,3,5,Jaun.,Masonry,All amenities,85000.0,56.95632235,24.18597855896561
For sale,Āgenskalns,Valentīna 16,3,124.0,1,1,Jaun.,Masonry,All amenities,147000.0,56.94107515,24.053728946890434
For sale,Purvciems,Stirnu 20,3,79.0,1,4,Jaun.,Masonry,All amenities,142000.0,56.9650621,24.1952933
For sale,Purvciems,Pūces 19,3,65.0,4,5,Jaun.,Masonry,All amenities,116000.0,56.95632235,24.18597855896561
For sale,centrs,Strēlnieku 13,3,73.0,5,5,Renov.,Brick,All amenities,162000.0,56.9589644,24.1081412
For sale,Grīziņkalns,Pērnavas 39,2,34.0,2,5,P. kara,Masonry,Partial amenities,30000.0,56.955507499999996,24.153498939456263
For sale,Ķengarags,Maskavas 415,3,60.0,5,9,467.,Panel,All amenities,57800.0,56.8597884,24.3083417
For rent,Ziepniekkalns,Īslīces 1,4,89.0,10,12,119.,Panel-Brick,All amenities,360.0,56.90158855,24.084696160663633
For sale,Purvciems,Dzelzavas 37,2,49.0,4,9,602.,Panel,All amenities,55300.0,56.95922675,24.182087016206154
For rent,Imanta,Anniņmuižas bulvāris 38,2,51.0,1,17,Jaun.,Panel,All amenities,470.0,56.96112105,24.018216795250048
For sale,Purvciems,Stirnu 33,2,48.0,3,9,602.,Panel,All amenities,55000.0,56.9600729,24.18609287102933
For sale,Purvciems,Ilūkstes 101,1,37.0,3,5,103.,Brick,All amenities,33000.0,56.9521699,24.19569529834171
For sale,Pļavnieki,Zemes 9,1,41.0,3,9,M. ģim.,Panel,All amenities,28800.0,56.9422955,24.19988595647548
For sale,centrs,Duntes 1,2,55.0,1,3,P. kara,Brick-Panel,All amenities,69000.0,56.97634575,24.13484276819448
Renting,Purvciems,,3,65.0,,,,,All amenities,350.0,46.3144754,11.0480288
For sale,centrs,Ieroču 10,1,26.0,1,5,P. kara,Brick,All amenities,25000.0,56.9750877,24.140577475444115
For rent,Imanta,Anniņmuižas iela 38,2,60.0,10,16,Jaun.,Panel,All amenities,490.0,56.9494099,24.0102727
For rent,Mežaparks,Visbijas pr. 45,3,95.0,2,3,Jaun.,Panel,All amenities,1100.0,NaN,NaN
For rent,centrs,Jeruzalemes 5,2,60.0,3,4,Jaun.,Panel-Brick,All amenities,60.0,56.9579333,24.113967
For sale,Mežaparks,Viestura pr. 51,1,35.0,5,9,Specpr.,Brick,All amenities,27990.0,NaN,NaN
For sale,Imanta,Kurzemes pr. 6,3,60.0,4,5,LT proj.,Panel,All amenities,51000.0,NaN,NaN
For sale,Daugavgrīva,Lēpju 5,2,46.0,2,5,Specpr.,Brick,All amenities,36000.0,57.04141455,24.02751815
For sale,Ziepniekkalns,Kaplavas 5,3,99.0,4,6,Jaun.,Panel,All amenities,128000.0,56.90846935,24.07867741283578
For sale,centrs,M. Piena 8,3,51.0,4,4,Renov.,Masonry,All amenities,95000.0,56.9701058,24.1047657
For sale,centrs,Alūksnes 2,2,48.0,3,5,Specpr.,Masonry,All amenities,68000.0,56.96925335,24.09886939726661
For sale,Imanta,Kurzemes pr. 92,2,50.0,1,5,LT proj.,Panel-Brick,All amenities,40800.0,NaN,NaN
For sale,Ziepniekkalns,Ozolciema 40a,2,49.0,6,11,Specpr.,Brick-Panel,All amenities,63000.0,56.90189495,24.096458169915145
Buying,Iļģuciems,,2,,,,,,,,46.3144754,11.0480288
For sale,Pļavnieki,Pļavnieku 5,2,51.0,6,9,602.,Panel,All amenities,54000.0,56.94249375,24.210727636044666
For rent,Iļģuciems,Lilijas 18,2,56.0,2,3,Renov.,Masonry,All amenities,330.0,56.9649868,24.0634798
For sale,Mežaparks,Visbijas pr. 45,3,82.0,2,3,Jaun.,Masonry,All amenities,190000.0,NaN,NaN
For rent,Ķengarags,Maskavas 273,1,31.0,4,5,LT proj.,Panel,All amenities,250.0,56.8597884,24.3083417
For sale,Imanta,Kurzemes pr. 94,3,62.0,3,9,602.,Panel,Without amenities,54990.0,NaN,NaN
For rent,Āgenskalns,Ventspils 7,1,27.0,2,5,P. kara,Brick,All amenities,240.0,56.9492021,23.9587415
For rent,Āgenskalns,Lapu 29,3,70.0,3,3,P. kara,Masonry,All amenities,350.0,56.9389794,24.0718928
For sale,Ziepniekkalns,Komētas 34,4,141.0,4,4,Jaun.,Panel,All amenities,199950.0,56.914968,24.12289
For sale,centrs,Brīvības iela 168,4,172.0,6,7,Specpr.,Panel-Brick,All amenities,247000.0,56.96580055,24.144206015000655
For sale,Ziepniekkalns,Valdeķu 17,2,49.0,3,5,Specpr.,Brick,All amenities,47000.0,56.9145946,24.09608455
For rent,centrs,Matīsa 137,1,25.0,4,4,P. kara,Masonry,Partial amenities,110.0,56.94852645,24.15192683537797
For sale,Āgenskalns,Tapešu 23,2,49.0,4,5,LT proj.,Brick,All amenities,38000.0,56.9483586,24.047899511940344
For sale,centrs,Klijānu 16,3,79.0,7,9,Jaun.,Masonry,All amenities,150000.0,56.974219500000004,24.14835103820881
For sale,Purvciems,Staiceles 1,3,64.0,5,9,602.,Panel,All amenities,76000.0,56.9586743,24.166704799999998
For sale,Ziepniekkalns,Ozolciema 28,1,35.0,7,9,602.,Panel,All amenities,38000.0,56.899349349999994,24.096417140699934
For sale,Vecmīlgrāvis,Rinkas 1/1,2,50.0,5,5,LT proj.,Panel,All amenities,32000.0,57.031977,24.1014613
For rent,Āgenskalns,Bāriņu 1a,1,23.0,2,4,Hrušč.,Brick,All amenities,350.0,56.9372465,24.07808446245661
For sale,centrs,Lāčplēša 11,4,142.0,6,7,Jaun.,Panel-Brick,All amenities,618995.0,56.950124,24.1325244
For sale,Ķīpsala,Ogļu 30,3,100.0,1,3,Jaun.,Masonry,All amenities,300000.0,56.9606804,24.08183636276761
For sale,Ķīpsala,Ogļu 32,3,130.0,4,4,Renov.,Masonry,All amenities,450000.0,56.9608406,24.081764791335793
For rent,Pļavnieki,Lubānas 999,3,68.0,5,6,Jaun.,Masonry,All amenities,350.0,56.9310392,24.1885814
For sale,centrs,Dzirnavu 6,3,77.0,3,4,Renov.,Masonry,All amenities,225000.0,56.9612002,24.107539410990753
Buying,Imanta,,1,99.0,99,9,,,,,46.3144754,11.0480288
For sale,centrs,Dzirnavu 6,3,103.0,1,4,Renov.,Masonry,All amenities,268000.0,56.9612002,24.107539410990753
For sale,centrs,Dzirnavu 6,4,96.0,3,4,Renov.,Masonry,All amenities,279000.0,56.9612002,24.107539410990753
For sale,centrs,Dzirnavu 6,2,56.0,1,4,Renov.,Masonry,All amenities,156000.0,56.9612002,24.107539410990753
For sale,Ķīpsala,Ogļu 30,3,140.0,3,3,Jaun.,Masonry,All amenities,350000.0,56.9606804,24.08183636276761
For sale,centrs,Dzirnavu 6,4,97.0,2,4,Renov.,Masonry,All amenities,250000.0,56.9612002,24.107539410990753
For sale,Ķīpsala,Zvejnieku 24,2,72.0,1,3,Jaun.,Masonry,All amenities,240000.0,56.959584899999996,24.079865122390398
For sale,Ķīpsala,Zvejnieku 24,2,70.0,1,3,Jaun.,Masonry,All amenities,225000.0,56.959584899999996,24.079865122390398
For sale,,Ogļu 32,3,79.0,1,4,Renov.,Masonry,All amenities,260000.0,56.9608406,24.081764791335793
For sale,Ķīpsala,Ogļu 30,3,99.0,2,3,Jaun.,Masonry,All amenities,330000.0,56.9606804,24.08183636276761
For sale,Dārzciems,Nīcgales 52,3,68.0,5,5,103.,Brick-Panel,All amenities,80000.0,56.9505884,24.1734239
For rent,Šampēteris-Pleskodāle,Stendes 7/3,1,13.0,1,3,Hrušč.,Brick,All amenities,200.0,56.9406706,24.0386236
For rent,Āgenskalns,Kalnciema 105,1,13.0,1,3,Hrušč.,Brick,All amenities,200.0,56.936687,24.041822076187643
For sale,Purvciems,Ūnijas 67,3,81.8,5,6,Jaun.,Panel,All amenities,152966.0,56.965155499999995,24.178322491196123
For rent,centrs,Čaka 117/1,2,45.0,2,6,Renov.,Masonry,All amenities,430.0,56.9626863,24.1480584
For rent,Purvciems,Ūnijas 67,3,82.0,2,6,Jaun.,Panel,All amenities,820.0,56.965155499999995,24.178322491196123
For sale,Purvciems,Ūnijas 67,3,88.4,6,6,Jaun.,Panel,All amenities,165308.0,56.965155499999995,24.178322491196123
For rent,centrs,Antonijas 16a,2,102.0,1,6,Jaun.,Brick-Panel,All amenities,700.0,56.9596901,24.1134811
For rent,centrs,Stabu 92,3,97.0,3,6,Renov.,Masonry,All amenities,520.0,56.949910599999995,24.140799238732388
For rent,Purvciems,Varavīksnes g. 2,1,36.0,2,9,602.,Panel,All amenities,225.0,56.950443,24.2008902
For sale,Ziepniekkalns,Vienības g. 126,1,21.0,2,2,P. kara,Wood,Partial amenities,7500.0,56.918403,24.0883001
For sale,centrs,Vesetas 32,2,55.0,7,12,Specpr.,Brick,All amenities,78950.0,56.97368625,24.131102720929228
For sale,Purvciems,Ķeguma 60,1,40.0,2,5,M. ģim.,Panel,All amenities,36750.0,56.964717,24.196298448894993
For sale,centrs,Ganu 4,5,145.0,4,5,P. kara,Masonry,All amenities,216000.0,56.961459149999996,24.1092928040999
For sale,Maskavas priekšpilsēta,Maskavas 95,3,61.0,4,4,P. kara,Masonry,All amenities,39000.0,56.8597884,24.3083417
For sale,Torņakalns,Bauskas 33,3,98.0,5,7,Jaun.,Panel-Brick,All amenities,125000.0,56.92102495,24.096463723562927
For sale,Vecmīlgrāvis,Baltāsbaznīcas 33,2,48.0,1,3,Hrušč.,Brick,All amenities,44500.0,57.03627125,24.08894255
For sale,Čiekurkalns,Rusova 24,1,43.0,3,5,M. ģim.,Panel,All amenities,32500.0,56.987545350000005,24.170802940161952
For sale,Jugla,Juglas 3a,4,216.0,1,4,Jaun.,Brick,All amenities,125000.0,56.9761694,24.2544503
For rent,Dārzciems,Lapsu 12,3,61.0,4,4,Jaun.,Panel,All amenities,550.0,56.9495716,24.1762346
For rent,centrs,Matīsa 46,1,17.0,3,5,Jaun.,Masonry,All amenities,25.0,56.9549083,24.1376122
For sale,Vecmīlgrāvis,Gliemežu 5,1,38.0,2,5,Specpr.,Brick-Panel,All amenities,27500.0,57.0373867,24.0884618
For sale,Vecmīlgrāvis,Vecmīlgrāvja 1. l. 37,3,58.0,5,5,LT proj.,Panel,All amenities,34500.0,NaN,NaN
For sale,Zolitūde,Imantas 16. l. 7,3,83.0,7,9,119.,Panel-Brick,All amenities,64000.0,NaN,NaN
For sale,centrs,Republikas laukums 3,3,126.0,6,6,Jaun.,Masonry,All amenities,273000.0,56.955252200000004,24.0999991251943
For sale,Sarkandaugava,Viestura pr. 59,1,28.0,7,9,Specpr.,Brick-Panel,All amenities,27900.0,56.9984366,24.1328951
For sale,Krasta r-ns,Dzērvju 3,4,80.0,9,9,467.,Panel,All amenities,79000.0,56.93086485,24.165027868801957
For sale,Vecmīlgrāvis,Kalngales 1,2,51.0,6,9,602.,Panel,All amenities,53000.0,57.038244750000004,24.09934235822412
Buying,Ķengarags,,Citi,,,,,,,,46.3144754,11.0480288
For sale,Ziepniekkalns,Ozolciema 18,2,58.0,4,9,119.,Panel,All amenities,63000.0,56.89859735,24.08767079999982
For sale,Iļģuciems,Grodņas 1a,1,26.0,1,2,P. kara,Wood,All amenities,14900.0,56.9638561,24.064882785756126
For sale,Pļavnieki,Rudens 8,4,78.0,7,9,602.,Panel,All amenities,88600.0,56.93766455,24.19829945946098
For sale,centrs,Sadovņikova 17,2,50.0,4,5,P. kara,Masonry,All amenities,67000.0,56.9424281,24.131972
For rent,centrs,Ģertrūdes 91,1,22.0,6,5,P. kara,Brick,All amenities,30.0,56.95035715,24.135760658964642
For sale,Purvciems,Vējavas 12,1,39.0,1,5,M. ģim.,Panel,All amenities,37500.0,56.95697915,24.169464661675498
For rent,centrs,Klijānu 2a,1,30.0,4,9,Renov.,Masonry,All amenities,240.0,56.974699,24.1449329
For rent,centrs,Pulkv. Brieža 3,6,120.0,5,5,P. kara,Masonry,All amenities,330.0,NaN,NaN
For sale,Vecmīlgrāvis,Emmas 14,1,14.0,3,3,P. kara,Masonry,All amenities,5000.0,57.0300308,24.1122349
For sale,Purvciems,Deglava 57,4,98.0,5,6,119.,Panel,All amenities,85500.0,56.9515082,24.17856285
Buying,Imanta,,Citi,,,,,,,,46.3144754,11.0480288
For rent,centrs,Ģertrūdes 31,2,50.0,2,5,104.,Brick,All amenities,490.0,56.955527000000004,24.12644277373967
For sale,centrs,Hospitāļu 15,2,46.0,2,5,P. kara,Masonry,All amenities,55000.0,56.9706361,24.1362455
For sale,Teika,Caunes 10,3,86.0,6,7,Specpr.,Brick,All amenities,99900.0,56.98133745,24.18776210276213
For rent,centrs,Lāčplēša 127,2,95.0,3,3,Renov.,Brick,All amenities,750.0,56.9468471,24.133767
For rent,centrs,Tomsona 42,3,54.0,5,5,Hrušč.,Brick,All amenities,400.0,56.96867625,24.13004095
For sale,Mežciems,Biķernieku 102,3,74.0,3,16,104.,Panel,All amenities,63000.0,56.95996775,24.2349046
For sale,Zolitūde,Ruses 7,1,46.0,9,9,119.,Panel,All amenities,47000.0,56.947815399999996,24.00446361330647
For rent,centrs,Matīsa 69,2,66.0,4,7,Jaun.,Brick,All amenities,700.0,56.9538485,24.1405336
For rent,Čiekurkalns,Čiekurkalna 2. šķ l. 4k1,3,75.0,5,5,Jaun.,Panel,All amenities,550.0,NaN,NaN
For sale,Iļģuciems,Riekstu 11,4,95.0,4,5,Jaun.,Brick-Panel,All amenities,127000.0,56.96791915,24.063640173287673
For rent,Bieriņi,Mēmeles 5a,2,70.0,2,2,Priv. m.,Panel,All amenities,450.0,56.925638,24.0424579
For sale,Purvciems,Astras 8,2,63.0,4,24,Jaun.,Panel-Brick,All amenities,150000.0,56.952452,24.188248
For sale,Teika,Vidrižu 4,2,53.0,2,9,Specpr.,Brick,All amenities,52000.0,56.9788671,24.1774824079002
For sale,Ķengarags,Lokomotīves 60,2,50.0,1,5,LT proj.,Panel,All amenities,38300.0,56.90699225,24.203614263282375
For rent,centrs,Kalēju 47,3,42.0,3,5,Specpr.,Panel,All amenities,39.0,56.9464382,24.112882
For sale,centrs,Mēness 11,2,37.0,2,3,P. kara,Brick,Partial amenities,35800.0,56.966594549999996,24.139699235782057
For rent,Vecrīga,13. janvāra 21,2,55.0,2,5,Jaun.,Brick-Panel,All amenities,35.0,56.9443781,24.1105085
For sale,Mežciems,Kaivas 50-36d,1,34.0,1,5,Jaun.,Masonry,All amenities,45200.0,NaN,NaN
For rent,centrs,Barona 24/26,1,22.0,2,6,Renov.,Brick,All amenities,25.0,56.95161295,24.12245714786153
For sale,centrs,Barona 24/26,6,119.0,6,6,P. kara,Masonry,All amenities,298500.0,56.95161295,24.12245714786153
For sale,Ziepniekkalns,Ozolciema 16/6,4,90.0,6,10,119.,Panel,All amenities,89000.0,56.8990307,24.0785989
For sale,centrs,Klijānu 16,6,293.0,9,9,Jaun.,Masonry,All amenities,300000.0,56.974219500000004,24.14835103820881
For sale,centrs,Valmieras 28,4,91.0,2,5,Renov.,Masonry,All amenities,125000.0,56.95198235,24.150774372186042
For rent,centrs,Baznīcas 27/29,3,85.0,4,5,P. kara,Masonry,All amenities,850.0,56.9574801,24.1204934
For sale,centrs,Strēlnieku 19,3,79.0,1,3,P. kara,Brick,All amenities,135000.0,56.961306050000005,24.11058219480416
For rent,Imanta,Kurzemes pr. 24,3,70.0,3,5,103.,Brick-Panel,All amenities,420.0,NaN,NaN
For rent,Imanta,Kurzemes pr. 12,2,48.0,4,5,LT proj.,Panel,All amenities,350.0,NaN,NaN
For rent,centrs,Strēlnieku 7,3,85.0,2,7,Jaun.,Panel,All amenities,1150.0,56.9596279,24.1079909
For rent,centrs,Matīsa 80a,1,25.0,1,6,P. kara,Masonry,All amenities,200.0,56.9509044,24.1454745
For rent,Šķirotava,Granīta 7,1,20.0,2,3,LT proj.,Panel,Partial amenities,140.0,56.91298395,24.219281206285466
For sale,Pļavnieki,Rembates 8,2,53.0,4,10,Jaun.,Brick-Panel,All amenities,78000.0,56.9407458,24.230107727787367
