,emp_id,age,Dept,location,education,recruitment_type,job_level,rating,onsite,awards,certifications,salary,satisfied
332,HR4769,37,HR,City,PG,Recruitment Agency,1,5,0,2,0,24076,1
333,SAL1574,27,Sales,City,PG,Referral,1,4,0,6,1,24076,1
334,HR2148,35,HR,Suburb,UG,On-Campus,2,2,0,8,0,29805,0
335,SAL7293,30,Sales,Suburb,UG,Recruitment Agency,3,4,0,3,1,42419,0
336,HR7457,30,HR,City,UG,Referral,5,2,0,9,0,86750,0
337,TECH8509,27,Technology,Suburb,PG,Referral,2,3,1,2,0,29805,0
338,PUR5777,50,Purchasing,City,PG,On-Campus,3,1,1,4,1,42419,0
339,MKT4854,54,Marketing,City,UG,On-Campus,2,1,0,0,0,29805,0
340,SAL3491,31,Sales,City,PG,On-Campus,5,4,1,2,0,86750,0
341,PUR4124,53,Purchasing,City,PG,Walk-in,1,1,0,7,0,24076,1
342,MKT6691,23,Marketing,Suburb,PG,On-Campus,1,4,1,7,1,24076,1
343,MKT4051,26,Marketing,City,UG,Referral,3,4,1,3,0,42419,0
344,HR1004,25,HR,City,PG,On-Campus,4,4,0,1,0,65715,0
345,TECH6222,24,Technology,Suburb,PG,Referral,3,1,0,7,1,42419,0
346,TECH6315,53,Technology,City,UG,Recruitment Agency,4,4,0,7,0,65715,1
347,PUR5869,30,Purchasing,City,UG,Walk-in,2,1,1,9,0,29805,0
348,TECH1876,45,Technology,Suburb,PG,Recruitment Agency,2,4,0,3,0,29805,1
349,SAL8027,31,Sales,Suburb,PG,Recruitment Agency,5,5,1,2,0,86750,1
350,TECH5142,24,Technology,Suburb,UG,Referral,4,4,0,1,0,65715,1
351,PUR7966,36,Purchasing,City,UG,Recruitment Agency,5,2,1,8,1,86750,1
352,TECH8079,36,Technology,Suburb,PG,Referral,1,4,1,0,1,24076,1
353,SAL8987,54,Sales,Suburb,PG,On-Campus,4,3,0,6,0,65715,0
354,HR7799,26,HR,City,PG,On-Campus,3,4,1,4,0,42419,0
355,PUR5465,52,Purchasing,City,PG,Referral,1,2,1,7,0,24076,1
356,HR1635,53,HR,City,UG,On-Campus,1,2,0,3,1,24076,0
357,HR2693,28,HR,City,PG,Walk-in,3,1,1,6,1,42419,1
358,HR5752,33,HR,City,PG,Recruitment Agency,1,5,0,4,0,24076,1
359,MKT9311,25,Marketing,Suburb,UG,Walk-in,4,4,0,4,0,65715,0
360,MKT1830,30,Marketing,Suburb,PG,Recruitment Agency,5,1,0,8,1,86750,0
361,HR6177,25,HR,Suburb,UG,On-Campus,1,5,0,8,0,24076,0
362,PUR9932,36,Purchasing,City,PG,Walk-in,4,4,1,8,1,65715,0
363,SAL9308,50,Sales,City,PG,On-Campus,2,3,1,5,1,29805,0
364,SAL6949,35,Sales,City,UG,Recruitment Agency,4,4,1,5,0,65715,1
365,TECH3838,35,Technology,Suburb,UG,Referral,5,2,0,4,1,86750,0
366,PUR2150,54,Purchasing,Suburb,PG,Referral,4,2,1,8,0,65715,0
367,MKT8560,24,Marketing,City,PG,Walk-in,3,3,1,9,0,42419,0
368,HR2931,35,HR,Suburb,PG,On-Campus,5,1,0,7,0,86750,1
369,TECH2664,51,Technology,City,UG,On-Campus,2,5,0,6,0,29805,0
370,SAL2081,41,Sales,Suburb,PG,Walk-in,3,4,1,6,0,42419,1
371,MKT1512,49,Marketing,Suburb,UG,Referral,4,2,0,5,0,65715,0
372,MKT8805,28,Marketing,Suburb,UG,Recruitment Agency,5,1,0,4,1,86750,0
373,HR6237,38,HR,City,PG,Walk-in,2,3,0,3,1,29805,1
374,SAL1559,24,Sales,Suburb,UG,Recruitment Agency,3,2,0,2,1,42419,0
375,PUR4672,30,Purchasing,Suburb,PG,Referral,2,3,1,2,1,29805,0
376,MKT8404,39,Marketing,City,PG,On-Campus,4,4,0,5,0,65715,1
377,HR4343,45,HR,Suburb,PG,Referral,2,5,0,3,1,29805,0
378,PUR5070,24,Purchasing,City,PG,Walk-in,1,2,0,5,1,24076,1
379,SAL1580,32,Sales,City,PG,On-Campus,3,2,0,2,1,42419,1
380,MKT8004,50,Marketing,City,UG,Walk-in,2,4,0,3,0,29805,1
381,PUR9130,38,Purchasing,City,UG,Walk-in,4,1,0,8,1,65715,1
382,PUR4147,28,Purchasing,City,PG,Referral,4,5,0,4,0,65715,1
383,PUR5249,50,Purchasing,Suburb,PG,Walk-in,2,2,0,6,1,29805,0
384,MKT2679,24,Marketing,City,UG,Referral,4,5,1,9,0,65715,0
385,MKT4506,24,Marketing,City,UG,On-Campus,5,2,0,1,0,86750,0
386,TECH8253,48,Technology,City,UG,Referral,5,5,1,4,1,86750,1
387,SAL3744,35,Sales,City,UG,On-Campus,5,3,0,8,0,86750,1
388,HR6188,46,HR,Suburb,PG,Referral,1,2,0,2,0,24076,1
389,PUR3141,37,Purchasing,City,PG,Recruitment Agency,2,5,0,8,1,29805,1
390,TECH7617,53,Technology,Suburb,UG,Recruitment Agency,1,1,0,5,1,24076,0
391,HR3479,50,HR,City,PG,Walk-in,4,3,1,3,1,65715,0
392,TECH7484,24,Technology,Suburb,UG,Referral,1,3,0,6,0,24076,1
393,MKT8421,29,Marketing,City,PG,Referral,4,1,0,7,0,65715,1
394,PUR5452,25,Purchasing,City,UG,On-Campus,4,5,1,5,0,65715,0
395,HR6881,30,HR,Suburb,PG,Walk-in,3,4,1,4,1,42419,1
396,HR7665,45,HR,City,UG,Referral,5,1,0,5,0,86750,1
397,HR3849,36,HR,Suburb,UG,Walk-in,4,5,1,4,0,65715,1
398,HR8390,46,HR,City,PG,Recruitment Agency,3,1,1,7,0,42419,0
399,HR7905,52,HR,Suburb,UG,Referral,5,1,1,0,0,86750,0
400,TECH3489,45,Technology,City,PG,Referral,4,2,0,6,0,65715,1
401,PUR5611,49,Purchasing,City,PG,Walk-in,4,5,0,9,0,65715,0
402,MKT3839,44,Marketing,Suburb,UG,Referral,1,4,0,9,0,24076,1
403,MKT9527,51,Marketing,City,PG,Walk-in,1,2,1,1,1,24076,1
404,MKT6878,29,Marketing,City,PG,Referral,5,1,0,8,1,86750,0
405,MKT7303,43,Marketing,City,PG,On-Campus,4,1,1,0,1,65715,1
406,TECH1851,29,Technology,City,PG,Walk-in,2,1,0,9,0,29805,1
407,SAL2687,23,Sales,City,PG,Referral,1,5,0,5,0,24076,0
408,PUR7833,39,Purchasing,City,UG,Recruitment Agency,5,5,1,8,1,86750,1
409,HR3427,31,HR,Suburb,PG,Referral,4,2,0,0,0,65715,1
410,SAL5000,52,Sales,Suburb,PG,Recruitment Agency,4,4,1,3,1,65715,1
411,MKT6052,43,Marketing,Suburb,PG,Recruitment Agency,2,2,1,3,0,29805,0
412,SAL3738,35,Sales,City,PG,On-Campus,5,3,0,8,0,86750,1
413,PUR6732,43,Purchasing,Suburb,PG,Walk-in,4,1,1,4,1,65715,0
414,HR6387,41,HR,City,UG,Referral,1,1,0,4,1,24076,1
415,HR9002,43,HR,City,PG,On-Campus,2,1,0,5,1,29805,1
416,PUR6536,41,Purchasing,City,UG,Referral,5,2,1,0,1,86750,1
417,PUR4913,47,Purchasing,City,UG,Recruitment Agency,2,2,0,0,1,29805,1
418,MKT2066,47,Marketing,Suburb,UG,Walk-in,1,1,1,8,0,24076,0
419,HR8723,44,HR,City,UG,Referral,5,2,0,2,0,86750,0
420,SAL5380,53,Sales,Suburb,PG,Referral,2,5,0,3,0,29805,1
421,TECH5107,39,Technology,City,UG,Recruitment Agency,3,5,0,0,1,42419,1
422,TECH6726,45,Technology,Suburb,UG,Referral,1,2,0,8,1,24076,1
423,PUR4373,45,Purchasing,Suburb,PG,Referral,1,1,0,7,1,24076,1
424,MKT9945,54,Marketing,Suburb,PG,Recruitment Agency,1,2,1,1,1,24076,1
425,TECH3082,52,Technology,Suburb,PG,On-Campus,3,2,1,7,1,42419,1
426,HR9967,32,HR,Suburb,UG,Recruitment Agency,3,2,1,6,1,42419,1
427,PUR7748,32,Purchasing,Suburb,PG,On-Campus,4,3,1,5,0,65715,1
428,SAL1417,26,Sales,City,PG,Walk-in,2,5,1,0,0,29805,0
429,PUR9306,30,Purchasing,Suburb,UG,On-Campus,4,4,1,6,0,65715,0
430,SAL9808,44,Sales,City,PG,On-Campus,2,4,0,9,0,29805,0
431,PUR4974,42,Purchasing,Suburb,PG,Walk-in,3,3,0,6,0,42419,1
432,PUR4267,42,Purchasing,City,PG,On-Campus,3,2,1,8,1,42419,1
433,PUR1825,54,Purchasing,Suburb,PG,Recruitment Agency,4,3,1,0,1,65715,1
434,SAL8668,40,Sales,Suburb,UG,On-Campus,5,3,0,1,1,86750,0
435,SAL6745,36,Sales,City,PG,Walk-in,4,1,0,8,1,65715,1
436,PUR1412,40,Purchasing,Suburb,PG,Recruitment Agency,2,5,0,8,1,29805,0
437,TECH8543,50,Technology,Suburb,UG,Walk-in,4,4,1,5,1,65715,1
438,MKT8587,36,Marketing,Suburb,PG,Walk-in,1,2,1,5,0,24076,0
439,MKT1728,42,Marketing,City,UG,Referral,2,4,1,3,1,29805,0
440,MKT8164,43,Marketing,Suburb,PG,Referral,2,4,0,3,1,29805,0
441,SAL9867,46,Sales,City,UG,Walk-in,5,5,0,4,1,86750,1
442,SAL6988,37,Sales,Suburb,UG,Walk-in,3,4,1,2,1,42419,0
443,TECH3504,44,Technology,Suburb,UG,Walk-in,2,4,1,0,0,29805,1
444,MKT3967,52,Marketing,City,UG,Referral,3,3,0,0,0,42419,1
445,MKT3786,53,Marketing,Suburb,PG,Referral,4,5,0,6,1,65715,1
446,PUR2122,26,Purchasing,Suburb,UG,On-Campus,1,1,0,0,0,24076,1
447,SAL5079,35,Sales,City,PG,On-Campus,5,2,0,0,0,86750,1
448,MKT2571,49,Marketing,Suburb,UG,Walk-in,3,4,1,2,1,42419,0
449,TECH6073,45,Technology,City,UG,Recruitment Agency,2,2,0,9,1,29805,1
450,TECH6104,30,Technology,City,UG,Recruitment Agency,3,1,0,3,1,42419,1
451,MKT3143,40,Marketing,City,PG,Referral,2,2,0,3,1,29805,1
452,SAL7806,34,Sales,Suburb,UG,Referral,3,1,1,1,1,42419,1
453,TECH8357,45,Technology,City,PG,Referral,2,3,1,0,0,29805,1
454,PUR4440,53,Purchasing,City,PG,Walk-in,4,4,0,2,1,65715,0
455,TECH4766,36,Technology,Suburb,PG,Recruitment Agency,2,1,0,3,1,29805,0
456,HR6644,24,HR,City,PG,On-Campus,2,2,0,2,1,29805,1
457,HR3914,40,HR,Suburb,PG,Walk-in,1,4,1,7,0,24076,0
458,SAL5968,46,Sales,Suburb,PG,On-Campus,2,3,1,9,1,29805,0
459,MKT6917,24,Marketing,Suburb,PG,On-Campus,1,4,1,0,1,24076,1
460,SAL9787,53,Sales,Suburb,PG,Walk-in,5,1,0,1,1,86750,0
461,SAL1728,33,Sales,City,PG,On-Campus,1,3,1,6,0,24076,1
462,SAL2365,31,Sales,City,UG,Recruitment Agency,4,2,0,3,1,65715,0
463,SAL5492,34,Sales,City,UG,On-Campus,1,3,0,7,1,24076,0
464,PUR1698,39,Purchasing,City,UG,Recruitment Agency,5,3,0,2,1,86750,0
465,PUR8186,37,Purchasing,City,UG,Recruitment Agency,4,5,1,5,0,65715,1
466,TECH1395,47,Technology,Suburb,UG,Recruitment Agency,3,3,0,8,1,42419,0
467,HR8400,53,HR,City,PG,Referral,3,3,1,0,1,42419,0
468,SAL9082,39,Sales,City,PG,On-Campus,1,4,1,0,1,24076,1
469,TECH5171,48,Technology,City,PG,Walk-in,1,2,0,7,0,24076,1
470,HR5360,51,HR,Suburb,PG,Walk-in,5,4,0,2,1,86750,0
471,MKT3502,48,Marketing,Suburb,PG,On-Campus,5,4,1,4,1,86750,1
472,PUR1717,40,Purchasing,City,PG,Referral,2,1,0,0,1,29805,0
473,HR3782,54,HR,Suburb,PG,Referral,5,4,1,4,0,86750,0
474,MKT5946,44,Marketing,City,UG,Recruitment Agency,2,5,0,5,0,29805,1
475,HR6486,28,HR,City,UG,On-Campus,4,5,1,7,1,65715,1
476,PUR9335,39,Purchasing,Suburb,UG,On-Campus,1,1,1,2,0,24076,1
477,PUR5980,45,Purchasing,Suburb,UG,Walk-in,4,2,1,2,0,65715,0
478,TECH8266,46,Technology,City,PG,On-Campus,5,2,1,9,0,86750,1
479,SAL5491,40,Sales,City,PG,Referral,4,4,0,8,1,65715,0
480,HR8192,30,HR,Suburb,PG,On-Campus,4,4,0,3,1,65715,1
481,HR6588,31,HR,City,UG,Walk-in,4,4,1,3,0,65715,0
482,MKT8651,28,Marketing,Suburb,PG,Recruitment Agency,5,2,1,6,0,86750,1
483,PUR4636,27,Purchasing,City,PG,Walk-in,4,3,0,1,0,65715,0
484,HR2167,34,HR,Suburb,PG,Walk-in,2,5,0,7,1,29805,1
485,PUR2062,47,Purchasing,City,UG,Recruitment Agency,5,3,0,5,1,86750,0
486,HR3156,54,HR,City,PG,Walk-in,4,3,0,2,0,65715,1
487,TECH8860,51,Technology,Suburb,UG,Walk-in,5,2,0,8,0,86750,1
488,SAL6161,50,Sales,City,UG,On-Campus,3,3,0,4,0,42419,0
489,HR6305,33,HR,City,UG,On-Campus,2,1,1,7,0,29805,1
490,PUR7541,47,Purchasing,Suburb,UG,Recruitment Agency,4,4,0,6,1,65715,0
491,TECH5729,23,Technology,City,PG,On-Campus,3,1,0,7,0,42419,0
492,HR8330,33,HR,City,UG,On-Campus,3,5,1,6,1,42419,1
493,MKT6334,41,Marketing,City,UG,Walk-in,5,4,0,2,0,86750,0
494,SAL9924,31,Sales,Suburb,PG,Referral,3,3,0,1,0,42419,1
495,HR5330,49,HR,Suburb,PG,On-Campus,2,5,0,6,0,29805,1
496,TECH9010,24,Technology,Suburb,UG,Referral,2,4,0,2,0,29805,0
497,MKT7801,34,Marketing,City,PG,On-Campus,1,3,0,2,0,24076,1
498,TECH5846,26,Technology,City,UG,On-Campus,2,1,1,1,1,29805,0
499,TECH7731,26,Technology,City,UG,Recruitment Agency,3,4,0,3,0,42419,0
