Poster_Link,Series_Title,Runtime_of_Series,Certificate,Runtime_of_Episodes,Genre,IMDB_Rating,Overview,Star1,Star2,Star3,Star4,No_of_Votes
"https://m.media-amazon.com/images/M/MV5BMTQ2MzQzMjA2NF5BMl5BanBnXkFtZTgwODg1MTI4MjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Constantine,(2014–2015),16,43 min,"Drama, Fantasy, Horror",7.5,A man struggling with his faith who is haunted by the sins of his past is suddenly thrust into the role of defending humanity from the gathering forces of darkness.,Matt Ryan,Harold Perrineau,Charles Halford,Angélica Celaya,49035
"https://m.media-amazon.com/images/M/MV5BMjQxOTI0MjcxM15BMl5BanBnXkFtZTcwOTY1MDk5NA@@._V1_UY98_CR0,0,67,98_AL_.jpg",Blue Mountain State,(2010–2011),,22 min,"Comedy, Sport",8.3,"Three incoming freshmen attending Midwestern college football powerhouse Blue Mountain State must quickly adapt to college life and juggle football, girls, classes and nonstop hazing.",Darin Brooks,Alan Ritchson,Chris Romano,Ed Marinaro,48809
"https://m.media-amazon.com/images/M/MV5BNDNiNWI2NDYtNGU3Ni00N2MxLWI4MTctNGY2ZWMxZTZhZWVjXkEyXkFqcGdeQXVyNzQwMzAwNTI@._V1_UY98_CR2,0,67,98_AL_.jpg",Nikita,(2010–2013),18,60 min,"Action, Crime, Drama",7.7,A rogue assassin returns to take down the secret organization that trained her.,Maggie Q,Shane West,Lyndsy Fonseca,Aaron Stanford,48734
"https://m.media-amazon.com/images/M/MV5BMGQzNGIzNmEtNWE3ZS00OTUyLTg3YTEtMDY3NDViZWE0YWY1XkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX67_CR0,0,67,98_AL_.jpg",NCIS: Los Angeles,(2009– ),,43 min,"Action, Crime, Drama",6.7,"The Naval Criminal Investigation Service's Office of Special Projects takes on the undercover work and the hard to crack cases in LA. Key agents are G. Callen and Sam Hanna, streets kids risen through the ranks.",Chris O'Donnell,Daniela Ruah,Barrett Foa,Linda Hunt,48733
"https://m.media-amazon.com/images/M/MV5BMTQ0OTc1NTU1NV5BMl5BanBnXkFtZTcwNDk1NDYxMQ@@._V1_UY98_CR0,0,67,98_AL_.jpg",Blackadder Goes Forth,(1989),,175 min,"Comedy, War",8.8,"Stuck in the middle of World War I, Captain Edmund Blackadder does his best to escape the banality of the war.",Rowan Atkinson,Tony Robinson,Stephen Fry,Hugh Laurie,48590
"https://m.media-amazon.com/images/M/MV5BYWJhMWMyZmUtNTc3Mi00MTYzLTllMjMtNzFkM2ZhYTg2ZWFiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg",Élite,(2018– ),18+,60 min,"Crime, Drama, Thriller",7.6,"When three working-class teenagers begin attending an exclusive private school in Spain, the clash between them and the wealthy students leads to murder.",Itzan Escamilla,Miguel Bernardeau,Arón Piper,Omar Ayuso,48545
"https://m.media-amazon.com/images/M/MV5BZTg1Njg3ZTgtYTI5MC00ZmIxLTkxM2UtNTViZGU2NDEyYTY3XkEyXkFqcGdeQXVyOTQxNzM2MjY@._V1_UX67_CR0,0,67,98_AL_.jpg",The Borgias,(2011–2013),,50 min,"Crime, Drama, History",7.9,"In the fifteenth century, Pope Alexander VI tries to control all power in Italy with the help of his several sons, through murder, intrigue, war, and marriage alliances.",Jeremy Irons,François Arnaud,Holliday Grainger,Peter Sullivan,48244
"https://m.media-amazon.com/images/M/MV5BMTkyMDQ0NDY1M15BMl5BanBnXkFtZTcwOTU1Njk3MQ@@._V1_UY98_CR1,0,67,98_AL_.jpg",Eureka,(2006–2012),,60 min,"Adventure, Comedy, Drama",7.9,A U.S. Marshall becomes the sheriff of a remote cozy little Northwestern town of Eureka where the best minds in the US have secretly been tucked away to build futuristic inventions for the government which often go disastrously wrong.,Colin Ferguson,Salli Richardson-Whitfield,Erica Cerra,Neil Grayston,48211
"https://m.media-amazon.com/images/M/MV5BNTY0ZWFmNTktOGNjNi00M2Y0LWE1ODItZWY4Mzk3MzVjMDgzXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",Cheers,(1982–1993),,22 min,"Comedy, Drama",7.8,"The regulars of the Boston bar ""Cheers"" share their experiences and lives with each other while drinking or working at the bar where everybody knows your name.",Ted Danson,Rhea Perlman,John Ratzenberger,George Wendt,48175
"https://m.media-amazon.com/images/M/MV5BMjRlYTYyMDUtOGY5MC00MmFiLTljOTMtM2QzOWZjMWViN2FiL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",Dragon Ball: Doragon bôru,(1986–1989),U,24 min,"Animation, Action, Adventure",8.5,"Son Gokû, a fighter with a monkey tail, goes on a quest with an assortment of odd characters in search of the Dragon Balls, a set of crystals that can give its bearer anything they desire.",Masako Nozawa,Jôji Yanami,Brice Armstrong,Stephanie Nadolny,48069
"https://m.media-amazon.com/images/M/MV5BMjM5ODQ5Nzc3OF5BMl5BanBnXkFtZTgwOTQzMzM4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",Hell on Wheels,(2011–2016),,42 min,"Drama, Western",8.3,"The Civil War is past, but former Confederate soldier Cullen Bohannon can't put it behind him. Fresh are the memories of the death of his wife, killed at the hands of the Union soldiers, an act that sets him on a course of revenge.",Anson Mount,Colm Meaney,Robin McLeavy,Phil Burke,47904
"https://m.media-amazon.com/images/M/MV5BMzQ1NDQ3MjUxOF5BMl5BanBnXkFtZTgwMTY2MDczMDE@._V1_UX67_CR0,0,67,98_AL_.jpg",Almost Human,(2013–2014),,60 min,"Action, Crime, Drama",8,"In a not-so-distant future, a human cop and an android partner team up to protect and serve.",Karl Urban,Michael Ealy,Minka Kelly,Mackenzie Crook,47842
"https://m.media-amazon.com/images/M/MV5BOTEzNTY5NDY5M15BMl5BanBnXkFtZTcwMTY4MDQ3Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",SGU Stargate Universe,(2009–2011),,43 min,"Drama, Sci-Fi",7.6,"Trapped on an Ancient spaceship billions of light-years from home, a group of soldiers and civilians struggle to survive and find their way back to Earth.",Robert Carlyle,Louis Ferreira,Brian J. Smith,Elyse Levesque,47617
"https://m.media-amazon.com/images/M/MV5BMzlkYzk0YzItM2I0ZC00NmE5LTljMGYtNTY2ZTVhMzA5OWJjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Disenchantment,(2018– ),18+,30 min,"Animation, Action, Adventure",7.2,"Princess Tiabeanie, 'Bean', is annoyed at her imminent arranged marriage to Prince Merkimer. Then she meets Luci, a demon, and Elfo, an elf, and things get rather exciting, and dangerous.",Abbi Jacobson,Eric André,Nat Faxon,John DiMaggio,47139
"https://m.media-amazon.com/images/M/MV5BMGMwZWU4ZjAtNTA3MC00ZDFkLWE3YzQtZjdiMTk3ZDJiMDM0XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",3rd Rock from the Sun,(1996–2001),,60 min,"Comedy, Family, Sci-Fi",7.7,"A group of aliens are sent to Earth, disguised as a human family, to experience and report life on the third planet from the sun.",John Lithgow,Jane Curtin,Kristen Johnston,French Stewart,47111
"https://m.media-amazon.com/images/M/MV5BYTFlY2I5Y2ItZTI1MC00MDM3LWI1MzEtMGU4ODFlOGUwNTAyXkEyXkFqcGdeQXVyNDIzMzcwNjc@._V1_UX67_CR0,0,67,98_AL_.jpg",Warehouse 13,(2009–2014),,43 min,"Drama, Mystery, Sci-Fi",7.6,"Pete and Myka, U.S Secret Service agents, are deployed in South Dakota's Warehouse 13 with a new assignment from an authority above and outside the government.",Eddie McClintock,Joanne Kelly,Saul Rubinek,Allison Scagliotti,47098
"https://m.media-amazon.com/images/M/MV5BYWUzMGZjNjgtMzkwYS00MTdhLTlhYzItYTEzMjRjMjkzZmM3XkEyXkFqcGdeQXVyMTE5MzYzMDE5._V1_UX67_CR0,0,67,98_AL_.jpg",Raised by Wolves,(2020– ),,,"Drama, Fantasy, Sci-Fi",7.6,Androids are tasked with raising human children on a mysterious planet.,Travis Fimmel,Amanda Collin,Abubakar Salim,Winta McGrath,47063
"https://m.media-amazon.com/images/M/MV5BYmY2MjY2MGQtYjhjZi00OGY3LWFjMWUtMGQxZmUyODkzZmVkXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX67_CR0,0,67,98_AL_.jpg",Scorpion,(2014–2018),13,43 min,"Action, Crime, Drama",7.1,An eccentric genius forms an international network of super-geniuses to act as the last line of defense against the complicated threats of the modern world.,Elyes Gabel,Katharine McPhee,Eddie Kaye Thomas,Jadyn Wong,46872
"https://m.media-amazon.com/images/M/MV5BZTA5OTk1MWEtMTllZi00NDczLWI2MDItYmRkZTA1NmNiMDk0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Bosch,(2014– ),18,51 min,"Crime, Drama",8.4,An L.A.P.D. homicide detective works to solve the murder of a thirteen-year-old boy while standing trial in federal court for the murder of a serial killer.,Titus Welliver,Jamie Hector,Amy Aquino,Lance Reddick,46648
"https://m.media-amazon.com/images/M/MV5BZDMyY2I0ZjEtMzc4Yi00MTQxLWI1MWYtOWJjNjIwMTMyYWFjXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Succession,(2018– ),15+,60 min,Drama,8.6,"The Roy family is known for controlling the biggest media and entertainment company in the world. However, their world changes when their father steps down from the company.",Sarah Snook,Jeremy Strong,Nicholas Braun,Brian Cox,46577
"https://m.media-amazon.com/images/M/MV5BODg3ZmFmMzAtMTY0Yi00ZDdmLTk1MWMtOThjNjJjODlhMzkwXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_UY98_CR1,0,67,98_AL_.jpg",Enterprise,(2001–2005),,60 min,"Action, Adventure, Drama",7.5,"A century before Captain Kirk's five-year mission, Jonathan Archer captains the United Earth ship Enterprise during the early years of Starfleet, leading up to the Earth-Romulan War and the formation of the Federation.",Scott Bakula,John Billingsley,Jolene Blalock,Dominic Keating,46408
"https://m.media-amazon.com/images/M/MV5BNDY1ODU5MDQ0M15BMl5BanBnXkFtZTcwMTM2MTA4Mg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Dollhouse,(2009–2010),,44 min,"Drama, Mystery, Sci-Fi",7.7,"A futuristic laboratory has erased the identities of lost young people, and now imprints them with the temporary identities they need to fulfill assignments for clients.",Eliza Dushku,Harry Lennix,Fran Kranz,Tahmoh Penikett,46404
"https://m.media-amazon.com/images/M/MV5BYmI1NGIwNzYtOTVlMS00ZGYwLWE0ZTktYzVmMGVlMmRmN2QxXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",Only Fools and Horses....,(1981–2003),,95 min,Comedy,8.9,Comedy that follows two brothers from London's rough Peckham estate as they wheel and deal through a number of dodgy deals and search for the big score that'll make them millionaires.,David Jason,Nicholas Lyndhurst,Roger Lloyd Pack,Buster Merryfield,46351
"https://m.media-amazon.com/images/M/MV5BMzIwM2FkMmEtNjQyZC00YThmLTg3ZjQtZGIyMWE3NjQwYTU4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Carnival Row,(2019– ),18+,56 min,"Crime, Drama, Fantasy",7.9,"A human detective and a fairy rekindle a dangerous affair in a Victorian fantasy world, where the city's uneasy peace collapses when a string of murders reveals an unimaginable monster.",Orlando Bloom,Cara Delevingne,Simon McBurney,Tamzin Merchant,46331
"https://m.media-amazon.com/images/M/MV5BMTk2NDU1MzQ3NF5BMl5BanBnXkFtZTcwNDk2NzQzNg@@._V1_UX67_CR0,0,67,98_AL_.jpg",Hart of Dixie,(2011–2015),,60 min,"Comedy, Drama, Romance",7.7,"New Yorker and new doctor Zoe Hart accepts an offer from a stranger, Dr. Harley Wilkes, to work in his medical practice in Bluebell, Alabama. She arrives to find he has died and left half the practice to her in his will.",Rachel Bilson,Jaime King,Cress Williams,Wilson Bethel,46330
"https://m.media-amazon.com/images/M/MV5BMTkxNzQ0MDMyMF5BMl5BanBnXkFtZTgwNTYzMjQ2NzE@._V1_UX67_CR0,0,67,98_AL_.jpg",Workaholics,(2011–2017),,22 min,Comedy,8.1,"A single-camera comedy featuring three friends who work together as telemarketers from 9 to 5, and live together from 5 to 9.",Blake Anderson,Adam Devine,Anders Holm,Maribeth Monroe,46107
"https://m.media-amazon.com/images/M/MV5BZWQ2MDNiNTItYmM3ZS00MmI4LWFlMDQtOGVhYzlhZmZkNzI0L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Samurai Jack,(2001–2017),,25 min,"Animation, Action, Adventure",8.5,A samurai sent through time fights to return home and save the world.,Phil LaMarr,Mako,Kevin Michael Richardson,Jeff Bennett,45953
"https://m.media-amazon.com/images/M/MV5BMjUzOTQwOTg1MF5BMl5BanBnXkFtZTgwNzE4NzQ3NjM@._V1_UX67_CR0,0,67,98_AL_.jpg",Travelers,(2016–2018),18,45 min,"Drama, Mystery, Sci-Fi",8.1,"Hundreds of years from now, surviving humans discover how to send consciousness back through time, into people of the 21st century, while attempting to change the path of humanity.",Eric McCormack,MacKenzie Porter,Nesta Cooper,Jared Abrahamson,45933
"https://m.media-amazon.com/images/M/MV5BMmY1NTk5N2QtYWQyOS00NjhiLWFhZmYtYWZmZGFlMjEzY2E2XkEyXkFqcGdeQXVyMzQ2MDI5NjU@._V1_UX67_CR0,0,67,98_AL_.jpg",Barry,(2018– ),15+,30 min,"Action, Comedy, Crime",8.3,A hit man from the Midwest moves to Los Angeles and gets caught up in the city's theatre arts scene.,Bill Hader,Stephen Root,Sarah Goldberg,Anthony Carrigan,45883
"https://m.media-amazon.com/images/M/MV5BNzI5ODk5MTMtMDE4OC00ZWM5LTg0MzYtNTJmZTY3OWY3NzEzXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",King of the Hill,(1997–2010),,30 min,"Animation, Comedy, Drama",7.3,"A straight-laced propane salesman in Arlen, Texas tries to deal with the wacky antics of his family and friends, while also trying to keep his son in line.",Mike Judge,Kathy Najimy,Pamela Adlon,Johnny Hardwick,45652
"https://m.media-amazon.com/images/M/MV5BMjE2NDM0OTEwMl5BMl5BanBnXkFtZTgwNzgwNDI0ODE@._V1_UX67_CR0,0,67,98_AL_.jpg",Veep,(2012–2019),12+,28 min,Comedy,8.3,Former Senator Selina Meyer finds that being Vice President of the United States is nothing like she hoped and everything that everyone ever warned her about.,Julia Louis-Dreyfus,Tony Hale,Anna Chlumsky,Reid Scott,45606
"https://m.media-amazon.com/images/M/MV5BNWYwMzE2MGItOTYwYy00YmQyLWE0NGQtZWViMTU4ZTk4ZjQxXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR5,0,67,98_AL_.jpg",Space Force,(2020– ),16,30 min,Comedy,6.8,The people tasked with creating a sixth branch of the armed services: The Space Force.,Steve Carell,John Malkovich,Ben Schwartz,Diana Silvers,45536
"https://m.media-amazon.com/images/M/MV5BZmIyMGFkYWEtYjg3Ny00NWUzLTliZWQtOGU5ZGYyZTc0OTI5XkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",Alias,(2001–2006),,42 min,"Action, Drama, Mystery",7.6,"Sydney Bristow (Jennifer Garner) is an international spy recruited out of college, trained for espionage and self-defense.",Jennifer Garner,Ron Rifkin,Carl Lumbly,Kevin Weisman,45523
"https://m.media-amazon.com/images/M/MV5BMTAyMDg5NjYzNTZeQTJeQWpwZ15BbWU4MDA2MTczMjQz._V1_UY98_CR1,0,67,98_AL_.jpg",The Alienist,(2018–2020),18,60 min,"Crime, Drama, Mystery",7.7,Newspaper illustrator John Moore meets with criminal psychologist (alienist) Dr. Laszlo Kreizler to investigate a serial killer in New York during the late 19th century.,Daniel Brühl,Dakota Fanning,Luke Evans,Robert Wisdom,45489
"https://m.media-amazon.com/images/M/MV5BNzUyMTM5Y2EtOGU4Yy00OWI3LWFmNDQtM2MyZmFjNmZiNGQwXkEyXkFqcGdeQXVyNjQ0OTk1ODg@._V1_UX67_CR0,0,67,98_AL_.jpg",The Secret Circle,(2011–2012),,45 min,"Drama, Fantasy, Horror",7.3,"16 year old Cassie Blake moves to Chance Harbor, Washington to live with her grandmother after her mother mysteriously dies. She discovers she's a witch along with 5 other teens.",Britt Robertson,Thomas Dekker,Phoebe Tonkin,Shelley Hennig,45271
"https://m.media-amazon.com/images/M/MV5BNzRlNGUzMmEtYTg0Ni00N2U2LTg4YWEtNDdlNmMwYjBlZDQ0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Lupin,(2021– ),16,231 min,"Action, Crime, Drama",7.6,"Inspired by the adventures of Arsène Lupin, gentleman thief Assane Diop sets out to avenge his father for an injustice inflicted by a wealthy family.",Omar Sy,Vincent Londez,Ludivine Sagnier,Hervé Pierre,45183
"https://m.media-amazon.com/images/M/MV5BMmVhZjUxNDMtMzE5NC00MDcxLTkxMGEtMTViNTMyNTBhMmU4XkEyXkFqcGdeQXVyMTYzMDM0NTU@._V1_UX67_CR0,0,67,98_AL_.jpg",The Middle,(2009–2018),,22 min,Comedy,7.5,"The daily mishaps of a married woman and her semi-dysfunctional family and their attempts to survive life in general in the town of Orson, Indiana.",Patricia Heaton,Neil Flynn,Charlie McDermott,Eden Sher,45067
"https://m.media-amazon.com/images/M/MV5BODM0ZjA5ZGItMTJhZC00N2VjLWFjYTQtZjU4YmNkMWU5ZTcyXkEyXkFqcGdeQXVyODg3NDc1OTE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Daily Show,(1996– ),,22 min,"Comedy, News, Talk-Show",8.3,A comedy news show featuring humorous takes on top stories.,Jon Stewart,Trevor Noah,Stephen Colbert,John Oliver,45011
"https://m.media-amazon.com/images/M/MV5BMjUxMzE4ZDctODNjMS00MzIwLThjNDktODkwYjc5YWU0MDc0XkEyXkFqcGdeQXVyNjc3OTE4Nzk@._V1_UX67_CR0,0,67,98_AL_.jpg",Steins;Gate,(2011–2015),16,24 min,"Animation, Comedy, Drama",8.8,"After discovering time travel, a university student and his colleagues must use their knowledge of it to stop an evil organization and their diabolical plans.",Mamoru Miyano,Asami Imai,Kana Hanazawa,Ashly Burch,44950
"https://m.media-amazon.com/images/M/MV5BYTFjZjQzZDgtOWEyNy00YmY1LTgyYjQtMTBlODUxZTBiZWRkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UX67_CR0,0,67,98_AL_.jpg",Emily in Paris,(2020– ),16,30 min,"Comedy, Drama, Romance",7.1,A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.,Lily Collins,Philippine Leroy-Beaulieu,Ashley Park,Lucas Bravo,44905
"https://m.media-amazon.com/images/M/MV5BZjE0YjVjODQtZGY2NS00MDcyLThhMDAtZGQwMTZiOWNmNjRiXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",Bleach: Burîchi,(2004–2012),16,24 min,"Animation, Action, Adventure",8.1,"High school student Ichigo Kurosaki, who has the ability to see ghosts, gains soul reaper powers from Rukia Kuchiki and sets out to save the world from ""Hollows"".",Johnny Yong Bosch,Michelle Ruff,Stephanie Sheh,Jamieson Price,44117
"https://m.media-amazon.com/images/M/MV5BMTU4OTY0MzM1OV5BMl5BanBnXkFtZTgwMjkxMzE0MjI@._V1_UY98_CR1,0,67,98_AL_.jpg",Bloodline,(2015–2017),18,60 min,"Drama, Thriller",8,A family finds themselves forced to face their past secrets and scars when the black sheep returns home.,Kyle Chandler,Ben Mendelsohn,Linda Cardellini,Sissy Spacek,44078
"https://m.media-amazon.com/images/M/MV5BYTU3ZWRmNDktMDQ0My00OGQzLTkzMzktOTVjZjUzMzVmNjNmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY98_CR5,0,67,98_AL_.jpg",The Magicians,(2015–2020),16,60 min,"Drama, Fantasy, Mystery",7.6,"After being recruited to a secretive academy, a group of students discover that the magic they read about as children is very real-and more dangerous than they ever imagined.",Stella Maeve,Hale Appleman,Arjun Gupta,Summer Bishil,43830
"https://m.media-amazon.com/images/M/MV5BMjAxMDg2NTc4OV5BMl5BanBnXkFtZTgwNTI2NTIzNjE@._V1_UY98_CR5,0,67,98_AL_.jpg",The League,(I) (2009–2015),,22 min,"Comedy, Sport",8.2,An ensemble comedy that follows a group of old friends in a fantasy football league who care deeply about one another -- so deeply that they use every opportunity to make each other's lives miserable.,Mark Duplass,Jonathan Lajoie,Nick Kroll,Stephen Rannazzisi,43828
"https://m.media-amazon.com/images/M/MV5BMzQzNDZiODktZDFjOS00YWU2LWJlOTAtZGUzMzg1ZmRiODAxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UY98_CR4,0,67,98_AL_.jpg",CSI: NY,(2004–2013),,43 min,"Action, Crime, Drama",6.9,CSI head Detective Mac Taylor and his team solve crimes using forensic science in New York City.,Gary Sinise,Carmine Giovinazzo,Hill Harper,Eddie Cahill,43806
"https://m.media-amazon.com/images/M/MV5BMTQ5NzcyNDc5MV5BMl5BanBnXkFtZTgwMDMyOTY5NjE@._V1_UX67_CR0,0,67,98_AL_.jpg",The Knick,(2014–2015),18,58 min,"Drama, History",8.5,A look at the professional and personal lives of the staff at New York's Knickerbocker Hospital during the early part of the twentieth century.,André Holland,Clive Owen,Jeremy Bobb,Juliet Rylance,43760
"https://m.media-amazon.com/images/M/MV5BMjAzYmQ4NTUtMGVjOS00OWRhLTlmYjktZDlkZTk2OGQ2YjE5XkEyXkFqcGdeQXVyODkzNTgxMDg@._V1_UY98_CR1,0,67,98_AL_.jpg",Star Trek: Picard,(2020– ),18,46 min,"Action, Adventure, Drama",7.5,Follow-up series to Star Trek: The Next Generation (1987) and Star Trek: Nemesis (2002) that centers on Jean-Luc Picard (Sir Patrick Stewart) in the next chapter of his life.,Patrick Stewart,Alison Pill,Isa Briones,Michelle Hurd,43745
"https://m.media-amazon.com/images/M/MV5BMzdlMDMxNzItNmViNS00NDRkLTg3OWMtNjliZGIxY2M5N2YyXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR0,0,67,98_AL_.jpg",Dexter's Laboratory,(1996–2003),,23 min,"Animation, Adventure, Comedy",7.9,The misadventures of a boy genius and his annoying sister.,Kath Soucie,Jeff Bennett,Christine Cavanaugh,Frank Welker,43723
"https://m.media-amazon.com/images/M/MV5BMjEwMDgzNjA1Ml5BMl5BanBnXkFtZTgwNjYyNDUzMTI@._V1_UY98_CR5,0,67,98_AL_.jpg",Reign,(2013–2017),16,42 min,"Drama, Fantasy",7.5,"Mary, Queen of Scots, faces political and sexual intrigue in the treacherous world of the French court.",Adelaide Kane,Megan Follows,Celina Sinden,Torrance Coombs,43653
"https://m.media-amazon.com/images/M/MV5BMTI4NDc1NDg0N15BMl5BanBnXkFtZTYwNjk0MTc5._V1_UY98_CR0,0,67,98_AL_.jpg",Blackadder II,(1986),,176 min,Comedy,8.6,"In the Tudor court of Elizabeth I, Lord Edmund Blackadder strives to win Her Majesty's favour while attempting to avoid a grisly fate should he offend her.",Rowan Atkinson,Tony Robinson,Tim McInnerny,Miranda Richardson,43218
"https://m.media-amazon.com/images/M/MV5BY2YxODFmOGUtMjY1OC00YTk5LTlkNWEtMzU5MWYxNTgwNzkxXkEyXkFqcGdeQXVyODUxOTU0OTg@._V1_UX67_CR0,0,67,98_AL_.jpg",Saturday Night Live,(1975– ),,90 min,"Comedy, Music",8.1,A famous guest host stars in parodies and sketches created by the cast of this witty show.,The Saturday Night Live Band,Don Pardo,Lenny Pickett,Darrell Hammond,43168
"https://m.media-amazon.com/images/M/MV5BMTU3MDkzNzM5NF5BMl5BanBnXkFtZTgwMzEyNTgyMDI@._V1_UX67_CR0,0,67,98_AL_.jpg",Dirk Gently's Holistic Detective Agency,(2016–2017),16,60 min,"Action, Adventure, Comedy",8.3,Holistic detective Dirk Gently investigates cases involving the supernatural.,Samuel Barnett,Elijah Wood,Hannah Marks,Jade Eshete,43041
"https://m.media-amazon.com/images/M/MV5BMTQzMDk1ODI2M15BMl5BanBnXkFtZTYwNjMyNDk4._V1_UX67_CR0,0,67,98_AL_.jpg",Coupling,(2000–2004),,30 min,"Comedy, Romance",8.5,Six best friends talk about all aspects of sex and relationships on their never-ending quest to find true love.,Jack Davenport,Gina Bellman,Sarah Alexander,Kate Isitt,42967
"https://m.media-amazon.com/images/M/MV5BMTUzODQ0Nzg3OV5BMl5BanBnXkFtZTYwNDI0NDg2._V1_UY98_CR2,0,67,98_AL_.jpg",Ghost Whisperer,(2005–2010),,60 min,"Drama, Fantasy",6.4,A newlywed with the ability to communicate with the earthbound spirits of the recently deceased overcomes skepticism and doubt to help send their important messages to the living and allow the dead to pass on to the other side.,Jennifer Love Hewitt,David Conrad,Camryn Manheim,Christoph Sanders,42829
"https://m.media-amazon.com/images/M/MV5BMTdiMWIwMzctN2M1NC00MGJiLTllNGQtMmQ3MjkwNjRhNzA0XkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_UY98_CR1,0,67,98_AL_.jpg",Leverage,(2008–2012),,42 min,"Crime, Mystery, Thriller",7.9,A crew of high-tech crooks attempt to steal from wealthy criminals and corrupt businessmen.,Timothy Hutton,Gina Bellman,Christian Kane,Beth Riesgraf,42623
"https://m.media-amazon.com/images/M/MV5BNDRmNjFmOWYtMjZmMy00ZjBlLWI0N2MtYTcyYTgzOGIxYzY0XkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UY98_CR1,0,67,98_AL_.jpg",Awkward.,(2011–2016),,22 min,"Comedy, Drama, Romance",7.5,"An unpopular 15-year-old gains immediate, yet unwanted, popularity at her high school when the student body mistakes an accident she has for a suicide attempt.",Ashley Rickards,Beau Mirchoff,Jillian Rose Reed,Brett Davern,42562
"https://m.media-amazon.com/images/M/MV5BMjEyNjEyMDE5NV5BMl5BanBnXkFtZTcwNzQzNzIzMQ@@._V1_UY98_CR2,0,67,98_AL_.jpg",Boston Legal,(2004–2008),15+,44 min,"Comedy, Crime, Drama",8.4,"Boston Legal is a spin-off of the long-running David E. Kelley series The Practice (1997), following the exploits of former Practice character Alan Shore (James Spader) at the legal firm of Crane, Poole, and Schmidt.",James Spader,William Shatner,Candice Bergen,Rene Auberjonois,42550
"https://m.media-amazon.com/images/M/MV5BMDU5YTdlNzItZjhhMy00YmRkLWI2MzAtNTU5ZDFiNjFiYmVmXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UX67_CR0,0,67,98_AL_.jpg",Carnivàle,(2003–2005),18,55 min,"Drama, Fantasy, Mystery",8.4,"During the Great Depression, an Oklahoma farm boy and a charismatic minister learn that they are key players in a proxy war being fought between Heaven and Hell.",Michael J. Anderson,Adrienne Barbeau,Clancy Brown,Debra Christofferson,42457
"https://m.media-amazon.com/images/M/MV5BOWM4ZWYzMTQtMzQ2ZS00ZDQzLWFhNDItZDEyNjhmYjdmNjNjXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_UY98_CR1,0,67,98_AL_.jpg",The 4400,(2004–2007),,43 min,"Drama, Mystery, Sci-Fi",7.3,"As the reappearance of 4,400 missing persons on a single day confounds the global community, federal agents on the case slowly discover the ways in which the victims have been changed.",Jacqueline McKenzie,Joel Gretsch,Patrick John Flueger,Conchita Campbell,42383
