,date,firm,Ticker,Research Development,Income Before Tax,Net Income,Selling General Administrative,Gross Profit,Ebit,Operating Income,Interest Expense,Income Tax Expense,Total Revenue,Total Operating Expenses,Cost Of Revenue,Total Other Income Expense Net,Net Income From Continuing Ops,Net Income Applicable To Common Shares
527,2020-09-30,Crown Castle,CCI,,168000000.0,163000000.0,154000000.0,999000000.0,439000000.0,439000000.0,-168000000.0,5000000.0,1486000000.0,1047000000.0,487000000.0,-271000000.0,163000000.0,163000000.0
528,2021-09-30,CSX,CSX,,1279000000.0,968000000.0,,1760000000.0,1393000000.0,1393000000.0,-177000000.0,311000000.0,3292000000.0,1899000000.0,1532000000.0,-114000000.0,968000000.0,968000000.0
529,2021-06-30,CSX,CSX,,1530000000.0,1173000000.0,,1689000000.0,1341000000.0,1341000000.0,-181000000.0,357000000.0,2990000000.0,1649000000.0,1301000000.0,189000000.0,1173000000.0,1173000000.0
530,2021-03-31,CSX,CSX,,937000000.0,706000000.0,,1461000000.0,1116000000.0,1116000000.0,-184000000.0,231000000.0,2813000000.0,1697000000.0,1352000000.0,-179000000.0,706000000.0,706000000.0
531,2020-12-31,CSX,CSX,,994000000.0,760000000.0,,1583000000.0,1236000000.0,1236000000.0,-189000000.0,234000000.0,2825000000.0,1589000000.0,1242000000.0,-242000000.0,760000000.0,760000000.0
532,2021-07-04,Cummins,CMI,276000000.0,779000000.0,600000000.0,625000000.0,1478000000.0,575000000.0,575000000.0,-29000000.0,167000000.0,6111000000.0,5536000000.0,4633000000.0,204000000.0,612000000.0,600000000.0
533,2021-04-04,Cummins,CMI,260000000.0,783000000.0,603000000.0,550000000.0,1486000000.0,671000000.0,671000000.0,-28000000.0,172000000.0,6092000000.0,5421000000.0,4606000000.0,112000000.0,611000000.0,603000000.0
534,2020-12-31,Cummins,CMI,255000000.0,635000000.0,501000000.0,559000000.0,1405000000.0,540000000.0,540000000.0,-29000000.0,125000000.0,5830000000.0,5290000000.0,4425000000.0,95000000.0,510000000.0,501000000.0
535,2020-09-27,Cummins,CMI,224000000.0,686000000.0,501000000.0,517000000.0,1305000000.0,603000000.0,603000000.0,-25000000.0,182000000.0,5118000000.0,4515000000.0,3813000000.0,83000000.0,504000000.0,501000000.0
536,2021-06-30,CVS Health,CVS,,3735000000.0,2783000000.0,8828000000.0,12906000000.0,4078000000.0,4078000000.0,-636000000.0,944000000.0,72327000000.0,68249000000.0,59421000000.0,-343000000.0,2791000000.0,2783000000.0
537,2021-03-31,CVS Health,CVS,,2970000000.0,2223000000.0,8881000000.0,12202000000.0,3321000000.0,3321000000.0,-657000000.0,746000000.0,68800000000.0,65479000000.0,56598000000.0,-351000000.0,2224000000.0,2223000000.0
538,2020-12-31,CVS Health,CVS,,1225000000.0,973000000.0,9297000000.0,11709000000.0,2412000000.0,2412000000.0,-678000000.0,241000000.0,69306000000.0,66894000000.0,57597000000.0,-1187000000.0,984000000.0,973000000.0
539,2020-09-30,CVS Health,CVS,,1806000000.0,1224000000.0,8414000000.0,11516000000.0,3102000000.0,3102000000.0,-731000000.0,587000000.0,66852000000.0,63750000000.0,55336000000.0,-1296000000.0,1219000000.0,1224000000.0
540,2021-06-30,D. R. Horton,DHI,,1415600000.0,1115500000.0,528700000.0,1959200000.0,1430500000.0,1430500000.0,,299100000.0,7284600000.0,5854100000.0,5325400000.0,-14900000.0,1116500000.0,1115500000.0
541,2021-03-31,D. R. Horton,DHI,,1179900000.0,929500000.0,497800000.0,1682400000.0,1184600000.0,1184600000.0,,246000000.0,6446900000.0,5262300000.0,4764500000.0,-4700000.0,933900000.0,929500000.0
542,2020-12-31,D. R. Horton,DHI,,1034300000.0,791800000.0,476400000.0,1503400000.0,1027000000.0,1027000000.0,,239100000.0,5933400000.0,4906400000.0,4430000000.0,7300000.0,795200000.0,791800000.0
543,2020-09-30,D. R. Horton,DHI,,1056100000.0,829000000.0,490700000.0,1553100000.0,1062400000.0,1062400000.0,,224900000.0,6400300000.0,5337900000.0,4847200000.0,-6300000.0,831200000.0,829000000.0
544,2021-07-02,Danaher Corporation,DHR,426000000.0,2043000000.0,1785000000.0,1955000000.0,4397000000.0,2016000000.0,2016000000.0,-62000000.0,344000000.0,7218000000.0,5202000000.0,2821000000.0,27000000.0,1699000000.0,1744000000.0
545,2021-04-02,Danaher Corporation,DHR,380000000.0,2083000000.0,1702000000.0,1855000000.0,4282000000.0,2047000000.0,2047000000.0,-58000000.0,381000000.0,6858000000.0,4811000000.0,2576000000.0,36000000.0,1702000000.0,1661000000.0
546,2020-12-31,Danaher Corporation,DHR,395800000.0,1541500000.0,1240100000.0,1954800000.0,3993900000.0,1643300000.0,1643300000.0,-72300000.0,301400000.0,6760300000.0,5117000000.0,2766400000.0,-101800000.0,1240100000.0,1199400000.0
547,2020-10-02,Danaher Corporation,DHR,342600000.0,1021500000.0,883500000.0,1791900000.0,3642700000.0,1508200000.0,1508200000.0,-76700000.0,138000000.0,5883200000.0,4375000000.0,2240500000.0,-486700000.0,883500000.0,842400000.0
548,2021-05-30,Darden Restaurants,DRI,,306000000.0,368500000.0,161100000.0,539400000.0,289200000.0,289200000.0,-18800000.0,-63000000.0,2279200000.0,1990000000.0,1739800000.0,16800000.0,369000000.0,368500000.0
549,2021-02-28,Darden Restaurants,DRI,,132300000.0,128700000.0,98100000.0,337400000.0,151100000.0,151100000.0,-15200000.0,3100000.0,1733000000.0,1581900000.0,1395600000.0,-18800000.0,129200000.0,128700000.0
550,2020-11-29,Darden Restaurants,DRI,,105700000.0,96000000.0,108700000.0,315400000.0,120700000.0,120700000.0,-14600000.0,8800000.0,1656500000.0,1535800000.0,1341100000.0,-15000000.0,96900000.0,96000000.0
551,2020-08-30,Darden Restaurants,DRI,,32500000.0,36100000.0,116800000.0,301300000.0,96900000.0,96900000.0,-16600000.0,-4800000.0,1527400000.0,1430500000.0,1226100000.0,-64400000.0,37300000.0,36100000.0
552,2021-09-30,DaVita,DVA,,394458000.0,259754000.0,293095000.0,929730000.0,466173000.0,466173000.0,-71451000.0,74704000.0,2938319000.0,2472146000.0,2008589000.0,-71715000.0,319754000.0,259754000.0
553,2021-06-30,DaVita,DVA,,432340000.0,293820000.0,298091000.0,951233000.0,483453000.0,483453000.0,-71947000.0,81309000.0,2916510000.0,2433057000.0,1965277000.0,-51113000.0,351031000.0,293820000.0
554,2021-03-31,DaVita,DVA,,376756000.0,237403000.0,281426000.0,881671000.0,434544000.0,434544000.0,-65637000.0,85211000.0,2820001000.0,2385457000.0,1938330000.0,-57788000.0,291545000.0,237403000.0
555,2020-12-31,DaVita,DVA,,327371000.0,173773000.0,304519000.0,848441000.0,382436000.0,382436000.0,-59092000.0,73368000.0,2905322000.0,2522886000.0,2056881000.0,-55065000.0,254003000.0,173773000.0
556,2021-08-01,Deere & Co.,DE,394000000.0,2158000000.0,1667000000.0,700000000.0,3256000000.0,2203000000.0,2203000000.0,-75000000.0,491000000.0,11500000000.0,9297000000.0,8244000000.0,-45000000.0,1667000000.0,1667000000.0
557,2021-05-02,Deere & Co.,DE,377000000.0,2320000000.0,1789000000.0,731000000.0,3615000000.0,2560000000.0,2560000000.0,-86000000.0,529000000.0,12085000000.0,9525000000.0,8470000000.0,-240000000.0,1791000000.0,1789000000.0
558,2021-01-31,Deere & Co.,DE,366000000.0,1532000000.0,1224000000.0,652000000.0,2625000000.0,1787000000.0,1787000000.0,-83000000.0,308000000.0,9112000000.0,7325000000.0,6487000000.0,-255000000.0,1224000000.0,1224000000.0
559,2020-11-01,Deere & Co.,DE,388000000.0,1088000000.0,758000000.0,763000000.0,2702000000.0,1540000000.0,1540000000.0,-83000000.0,330000000.0,9713000000.0,8173000000.0,7011000000.0,-452000000.0,758000000.0,758000000.0
560,2021-09-30,Delta Air Lines,DAL,,1532000000.0,1212000000.0,308000000.0,1695000000.0,529000000.0,529000000.0,-314000000.0,320000000.0,9154000000.0,8625000000.0,7459000000.0,1003000000.0,1212000000.0,1212000000.0
561,2021-06-30,Delta Air Lines,DAL,,776000000.0,652000000.0,222000000.0,487000000.0,-566000000.0,-566000000.0,-338000000.0,124000000.0,7126000000.0,7692000000.0,6639000000.0,1342000000.0,652000000.0,652000000.0
562,2021-03-31,Delta Air Lines,DAL,,-1515000000.0,-1177000000.0,110000000.0,-1597000000.0,-2521000000.0,-2521000000.0,-361000000.0,-338000000.0,4150000000.0,6671000000.0,5747000000.0,1006000000.0,-1177000000.0,-1177000000.0
563,2020-12-31,Delta Air Lines,DAL,,-1108000000.0,-755000000.0,84000000.0,-922000000.0,-4297000000.0,-4297000000.0,-365000000.0,-353000000.0,3973000000.0,8270000000.0,4895000000.0,3189000000.0,-755000000.0,-755000000.0
564,2021-03-31,Dentsply Sirona,XRAY,37000000.0,149000000.0,117000000.0,385000000.0,579000000.0,157000000.0,157000000.0,-14000000.0,32000000.0,1027000000.0,870000000.0,448000000.0,-8000000.0,117000000.0,117000000.0
565,2020-12-31,Dentsply Sirona,XRAY,115000000.0,122900000.0,98500000.0,298200000.0,582100000.0,228800000.0,228800000.0,-15300000.0,24300000.0,1082300000.0,853500000.0,500200000.0,-105900000.0,98600000.0,98500000.0
566,2020-09-30,Dentsply Sirona,XRAY,115000000.0,66700000.0,53800000.0,340600000.0,474600000.0,115300000.0,115300000.0,-14500000.0,12500000.0,894800000.0,779500000.0,420200000.0,-48600000.0,54200000.0,53800000.0
567,2020-06-30,Dentsply Sirona,XRAY,115000000.0,-119900000.0,-95400000.0,279100000.0,176100000.0,-102100000.0,-102100000.0,-12300000.0,-24000000.0,490600000.0,592700000.0,314500000.0,-17800000.0,-95900000.0,-95400000.0
568,2021-06-30,Devon Energy,DVN,,304000000.0,256000000.0,94000000.0,1655000000.0,320000000.0,320000000.0,-98000000.0,43000000.0,2977000000.0,2657000000.0,1322000000.0,-16000000.0,261000000.0,253000000.0
569,2021-03-31,Devon Energy,DVN,,-32000000.0,213000000.0,107000000.0,1291000000.0,202000000.0,202000000.0,-105000000.0,-248000000.0,2461000000.0,2259000000.0,1170000000.0,-234000000.0,216000000.0,211000000.0
570,2020-12-31,Devon Energy,DVN,,-110000000.0,-102000000.0,82000000.0,511000000.0,2819000000.0,2819000000.0,-64000000.0,-37000000.0,1350000000.0,-1469000000.0,839000000.0,-2929000000.0,-73000000.0,-103000000.0
571,2020-09-30,Devon Energy,DVN,,-193000000.0,-92000000.0,75000000.0,409000000.0,-95000000.0,-95000000.0,-65000000.0,-90000000.0,1112000000.0,1207000000.0,703000000.0,-98000000.0,-103000000.0,-94000000.0
572,2021-06-30,DexCom,DXCM,129100000.0,76700000.0,62900000.0,187000000.0,417100000.0,101000000.0,101000000.0,-25200000.0,13800000.0,595100000.0,494100000.0,178000000.0,-24300000.0,62900000.0,62900000.0
573,2021-03-31,DexCom,DXCM,109400000.0,21200000.0,40300000.0,188600000.0,343900000.0,45900000.0,45900000.0,-24800000.0,-19100000.0,505000000.0,459100000.0,161100000.0,-24700000.0,40300000.0,40300000.0
574,2020-12-31,DexCom,DXCM,119200000.0,81300000.0,355200000.0,175900000.0,399100000.0,104000000.0,104000000.0,-24600000.0,-273900000.0,568900000.0,464900000.0,169800000.0,-22700000.0,355200000.0,355200000.0
575,2020-09-30,DexCom,DXCM,87700000.0,75100000.0,72200000.0,158600000.0,340400000.0,94100000.0,94100000.0,-24400000.0,2900000.0,500900000.0,406800000.0,160500000.0,-19000000.0,72200000.0,72200000.0
576,2021-03-31,Diamondback Energy,FANG,,288000000.0,220000000.0,25000000.0,962000000.0,355000000.0,355000000.0,72000000.0,65000000.0,1123000000.0,768000000.0,161000000.0,-67000000.0,223000000.0,220000000.0
577,2020-12-31,Diamondback Energy,FANG,,-958000000.0,-739000000.0,24000000.0,577000000.0,48000000.0,48000000.0,72000000.0,-202000000.0,729000000.0,681000000.0,152000000.0,-1006000000.0,-756000000.0,-739000000.0
578,2020-09-30,Diamondback Energy,FANG,,-1409000000.0,-1113000000.0,20000000.0,522000000.0,91000000.0,91000000.0,-48000000.0,-304000000.0,683000000.0,592000000.0,161000000.0,-1500000000.0,-1105000000.0,-1113000000.0
579,2020-06-30,Diamondback Energy,FANG,,-3092000000.0,-2393000000.0,20000000.0,233000000.0,-486000000.0,-486000000.0,-54000000.0,-681000000.0,404000000.0,890000000.0,171000000.0,-2606000000.0,-2411000000.0,-2393000000.0
580,2021-06-30,Digital Realty Trust,DLR,,173380000.0,121254000.0,97492000.0,713617000.0,244846000.0,244846000.0,-75014000.0,47582000.0,1145331000.0,900485000.0,431714000.0,-71466000.0,125798000.0,127369000.0
581,2021-03-31,Digital Realty Trust,DLR,,402223000.0,385920000.0,99994000.0,638958000.0,169488000.0,169488000.0,-75653000.0,7547000.0,1067360000.0,897872000.0,428402000.0,232735000.0,394676000.0,372406000.0
582,2020-12-31,Digital Realty Trust,DLR,,62830000.0,57691000.0,178188000.0,673352000.0,210608000.0,210608000.0,-77883000.0,3322000.0,1093664000.0,883056000.0,420312000.0,-147778000.0,59508000.0,44177000.0
583,2020-09-30,Digital Realty Trust,DLR,,14599000.0,-138000.0,91352000.0,621274000.0,163782000.0,163782000.0,-89499000.0,16053000.0,1022612000.0,858830000.0,401338000.0,-149183000.0,-1454000.0,-37370000.0
584,2021-06-30,Discover Financial Services,DFS,,2222000000.0,1698000000.0,882000000.0,3299000000.0,0.0,2314000000.0,,524000000.0,3444000000.0,1130000000.0,145000000.0,-92000000.0,1698000000.0,1688000000.0
585,2021-03-31,Discover Financial Services,DFS,,2079000000.0,1593000000.0,866000000.0,3051000000.0,0.0,2079000000.0,,486000000.0,3160000000.0,1081000000.0,109000000.0,0.0,1593000000.0,1546000000.0
586,2020-12-31,Discover Financial Services,DFS,,1015000000.0,799000000.0,885000000.0,2095000000.0,0.0,1111000000.0,,216000000.0,2293000000.0,1182000000.0,198000000.0,-96000000.0,799000000.0,795000000.0
587,2020-09-30,Discover Financial Services,DFS,,959000000.0,771000000.0,788000000.0,1853000000.0,0.0,959000000.0,,188000000.0,1964000000.0,1005000000.0,111000000.0,0.0,771000000.0,751000000.0
588,2021-03-31,Discovery (Series A),DISCA,,297000000.0,140000000.0,1047000000.0,1823000000.0,415000000.0,415000000.0,-173000000.0,106000000.0,2792000000.0,2377000000.0,969000000.0,-118000000.0,191000000.0,125000000.0
589,2020-12-31,Discovery (Series A),DISCA,,416000000.0,271000000.0,803000000.0,1797000000.0,636000000.0,636000000.0,-173000000.0,98000000.0,2886000000.0,2250000000.0,1089000000.0,-220000000.0,318000000.0,245000000.0
590,2020-09-30,Discovery (Series A),DISCA,,319000000.0,300000000.0,633000000.0,1559000000.0,585000000.0,585000000.0,-171000000.0,-11000000.0,2561000000.0,1976000000.0,1002000000.0,-266000000.0,330000000.0,265000000.0
591,2020-06-30,Discovery (Series A),DISCA,,456000000.0,271000000.0,635000000.0,1737000000.0,768000000.0,768000000.0,-172000000.0,156000000.0,2541000000.0,1773000000.0,804000000.0,-312000000.0,300000000.0,243000000.0
592,2021-03-31,Discovery (Series C),DISCK,,297000000.0,140000000.0,1047000000.0,1823000000.0,415000000.0,415000000.0,-173000000.0,106000000.0,2792000000.0,2377000000.0,969000000.0,-118000000.0,191000000.0,125000000.0
593,2020-12-31,Discovery (Series C),DISCK,,416000000.0,271000000.0,803000000.0,1797000000.0,636000000.0,636000000.0,-173000000.0,98000000.0,2886000000.0,2250000000.0,1089000000.0,-220000000.0,318000000.0,245000000.0
594,2020-09-30,Discovery (Series C),DISCK,,319000000.0,300000000.0,633000000.0,1559000000.0,585000000.0,585000000.0,-171000000.0,-11000000.0,2561000000.0,1976000000.0,1002000000.0,-266000000.0,330000000.0,265000000.0
595,2020-06-30,Discovery (Series C),DISCK,,456000000.0,271000000.0,635000000.0,1737000000.0,768000000.0,768000000.0,-172000000.0,156000000.0,2541000000.0,1773000000.0,804000000.0,-312000000.0,300000000.0,243000000.0
596,2021-06-30,Dish Network,DISH,,898989000.0,671047000.0,507909000.0,1601037000.0,906738000.0,906738000.0,-3825000.0,217538000.0,4486960000.0,3580222000.0,2885923000.0,-7749000.0,681451000.0,671047000.0
597,2021-03-31,Dish Network,DISH,,857412000.0,630224000.0,481686000.0,1536647000.0,864576000.0,864576000.0,-3873000.0,215849000.0,4497853000.0,3633277000.0,2961206000.0,-7164000.0,641563000.0,630224000.0
598,2020-12-31,Dish Network,DISH,,989709000.0,732632000.0,429261000.0,1615425000.0,989639000.0,989639000.0,-3873000.0,228411000.0,4557365000.0,3567726000.0,2941940000.0,70000.0,761298000.0,732632000.0
599,2020-09-30,Dish Network,DISH,,806473000.0,504599000.0,516648000.0,1526979000.0,811248000.0,811248000.0,6778000.0,273514000.0,4531591000.0,3720343000.0,3004612000.0,-4775000.0,532959000.0,504599000.0
600,2021-04-30,Dollar General,DG,,868458000.0,677749000.0,1846818000.0,2755668000.0,908850000.0,908850000.0,-40392000.0,190709000.0,8400964000.0,7492114000.0,5645296000.0,-40392000.0,677749000.0,677749000.0
601,2021-01-29,Dollar General,DG,,831956000.0,642743000.0,1861771000.0,2736695000.0,874924000.0,874924000.0,-40268000.0,189213000.0,8414524000.0,7539600000.0,5677829000.0,-42968000.0,642743000.0,642743000.0
602,2020-10-30,Dollar General,DG,,732832000.0,574260000.0,1795110000.0,2568240000.0,773130000.0,773130000.0,-40298000.0,158572000.0,8199625000.0,7426495000.0,5631385000.0,-40298000.0,574260000.0,574260000.0
603,2020-07-31,Dollar General,DG,,1003301000.0,787601000.0,1775608000.0,2818235000.0,1042627000.0,1042627000.0,-39326000.0,215700000.0,8684241000.0,7641614000.0,5866006000.0,-39326000.0,787601000.0,787601000.0
604,2021-05-01,Dollar Tree,DLTR,,486900000.0,374500000.0,1447100000.0,1967000000.0,519900000.0,519900000.0,-33000000.0,112400000.0,6479700000.0,5959800000.0,4512700000.0,-33000000.0,374500000.0,374500000.0
605,2021-01-30,Dollar Tree,DLTR,,647400000.0,502800000.0,1394200000.0,2160400000.0,718100000.0,718100000.0,-34200000.0,144600000.0,6767900000.0,6049800000.0,4607500000.0,-70700000.0,502800000.0,502800000.0
606,2020-10-31,Dollar Tree,DLTR,,427300000.0,330000000.0,1423500000.0,1935300000.0,511800000.0,511800000.0,-38100000.0,97300000.0,6177000000.0,5665200000.0,4241700000.0,-84500000.0,330000000.0,330000000.0
607,2020-08-01,Dollar Tree,DLTR,,339900000.0,261500000.0,1419100000.0,1927600000.0,508500000.0,508500000.0,-34800000.0,78400000.0,6277600000.0,5769100000.0,4350000000.0,-168600000.0,261500000.0,261500000.0
608,2021-06-30,Dominion Energy,D,,222000000.0,285000000.0,-114000000.0,1510000000.0,786000000.0,786000000.0,-518000000.0,-47000000.0,3038000000.0,2252000000.0,1528000000.0,-564000000.0,269000000.0,269000000.0
609,2021-03-31,Dominion Energy,D,,1192000000.0,1008000000.0,-124000000.0,1886000000.0,1257000000.0,1257000000.0,-53000000.0,212000000.0,3870000000.0,2613000000.0,1984000000.0,-65000000.0,980000000.0,992000000.0
610,2020-12-31,Dominion Energy,D,,1021000000.0,682000000.0,-486000000.0,1762000000.0,750000000.0,750000000.0,-272000000.0,206000000.0,3521000000.0,2771000000.0,1759000000.0,271000000.0,815000000.0,665000000.0
611,2020-09-30,Dominion Energy,D,,2000000.0,356000000.0,31000000.0,1998000000.0,951000000.0,951000000.0,-306000000.0,-110000000.0,3607000000.0,2656000000.0,1609000000.0,-949000000.0,112000000.0,340000000.0
612,2021-06-20,Domino's Pizza,DPZ,,145093000.0,116619000.0,100448000.0,291350000.0,190902000.0,190902000.0,-45877000.0,28474000.0,1032472000.0,841570000.0,741122000.0,-45809000.0,116619000.0,116619000.0
613,2021-03-28,Domino's Pizza,DPZ,,149638000.0,117761000.0,91253000.0,277791000.0,186538000.0,186538000.0,-39422000.0,31877000.0,983698000.0,797160000.0,705907000.0,-36900000.0,117761000.0,117761000.0
614,2021-01-03,Domino's Pizza,DPZ,,189565000.0,151897000.0,138404000.0,382448000.0,244044000.0,244044000.0,-54479000.0,37668000.0,1356567000.0,1112523000.0,974119000.0,-54479000.0,151897000.0,151897000.0
615,2020-09-06,Domino's Pizza,DPZ,,123773000.0,99129000.0,91652000.0,253833000.0,162181000.0,162181000.0,-38605000.0,24644000.0,967719000.0,805538000.0,713886000.0,-38408000.0,99129000.0,99129000.0
616,2021-09-30,Dover Corporation,DOV,34400000.0,327519000.0,263756000.0,374239000.0,756773000.0,348134000.0,348134000.0,-26433000.0,63763000.0,2018269000.0,1670135000.0,1261496000.0,-20615000.0,263756000.0,263756000.0
617,2021-06-30,Dover Corporation,DOV,41200000.0,323344000.0,264508000.0,380932000.0,777011000.0,354879000.0,354879000.0,-26661000.0,58836000.0,2031676000.0,1676797000.0,1254665000.0,-31535000.0,264508000.0,264508000.0
618,2021-03-31,Dover Corporation,DOV,41200000.0,289250000.0,232769000.0,363954000.0,725455000.0,320301000.0,320301000.0,-26823000.0,56481000.0,1867901000.0,1547600000.0,1142446000.0,-31051000.0,232769000.0,232769000.0
619,2020-12-31,Dover Corporation,DOV,142101000.0,220408000.0,182106000.0,250888000.0,658535000.0,265546000.0,265546000.0,-28234000.0,38302000.0,1780390000.0,1514844000.0,1121855000.0,-45138000.0,182106000.0,182106000.0
620,2021-06-30,Dow,DOW,228000000.0,2456000000.0,1901000000.0,354000000.0,3247000000.0,2565000000.0,2565000000.0,-187000000.0,524000000.0,13885000000.0,11320000000.0,10638000000.0,-109000000.0,1932000000.0,1891000000.0
621,2021-03-31,Dow,DOW,194000000.0,1323000000.0,991000000.0,291000000.0,1820000000.0,1234000000.0,1234000000.0,-196000000.0,317000000.0,11882000000.0,10648000000.0,10062000000.0,89000000.0,1006000000.0,986000000.0
622,2020-12-31,Dow,DOW,214000000.0,1816000000.0,1236000000.0,405000000.0,1567000000.0,847000000.0,847000000.0,-210000000.0,562000000.0,10706000000.0,9859000000.0,9139000000.0,969000000.0,1254000000.0,1236000000.0
623,2020-09-30,Dow,DOW,193000000.0,42000000.0,-25000000.0,346000000.0,1341000000.0,702000000.0,702000000.0,-202000000.0,43000000.0,9712000000.0,9010000000.0,8371000000.0,-660000000.0,-1000000.0,-28000000.0
624,2021-06-30,DTE Energy,DTE,,201000000.0,179000000.0,3000000.0,885000000.0,388000000.0,388000000.0,-190000000.0,22000000.0,3229000000.0,2841000000.0,2344000000.0,-187000000.0,179000000.0,178000000.0
625,2021-03-31,DTE Energy,DTE,,425000000.0,397000000.0,4000000.0,1026000000.0,532000000.0,532000000.0,-181000000.0,28000000.0,3778000000.0,3246000000.0,2752000000.0,-107000000.0,397000000.0,397000000.0
626,2020-12-31,DTE Energy,DTE,,324000000.0,275000000.0,8000000.0,949000000.0,453000000.0,453000000.0,-188000000.0,49000000.0,3288000000.0,2835000000.0,2339000000.0,-129000000.0,275000000.0,275000000.0
627,2020-09-30,DTE Energy,DTE,,540000000.0,476000000.0,5000000.0,1061000000.0,597000000.0,597000000.0,-178000000.0,63000000.0,3284000000.0,2687000000.0,2223000000.0,-57000000.0,477000000.0,475000000.0
628,2021-06-30,Duke Energy,DUK,,734000000.0,765000000.0,,2854000000.0,1298000000.0,1298000000.0,-572000000.0,36000000.0,5758000000.0,4460000000.0,2904000000.0,-564000000.0,698000000.0,738000000.0
629,2021-03-31,Duke Energy,DUK,,1025000000.0,992000000.0,,3029000000.0,1450000000.0,1450000000.0,-535000000.0,84000000.0,6150000000.0,4700000000.0,3121000000.0,-425000000.0,941000000.0,964000000.0
630,2020-12-31,Duke Energy,DUK,,-319000000.0,-63000000.0,,2564000000.0,1022000000.0,1022000000.0,-535000000.0,-162000000.0,5777000000.0,4755000000.0,3213000000.0,-1341000000.0,-157000000.0,-77000000.0
631,2020-09-30,Duke Energy,DUK,,1339000000.0,1304000000.0,,3420000000.0,1879000000.0,1879000000.0,-522000000.0,105000000.0,6721000000.0,4842000000.0,3301000000.0,-540000000.0,1234000000.0,1276000000.0
632,2021-03-31,Duke Realty Corp,DRE,,85388000.0,79362000.0,24217000.0,193897000.0,72004000.0,72004000.0,-22507000.0,5184000.0,292660000.0,220656000.0,98763000.0,13384000.0,80204000.0,78991000.0
633,2020-12-31,Duke Realty Corp,DRE,,166418000.0,168816000.0,13196000.0,194057000.0,83053000.0,83053000.0,-24048000.0,-3946000.0,269241000.0,186188000.0,75184000.0,83365000.0,170364000.0,168433000.0
634,2020-09-30,Duke Realty Corp,DRE,,71520000.0,71823000.0,11439000.0,183094000.0,77229000.0,77229000.0,-23059000.0,-956000.0,264956000.0,187727000.0,81862000.0,-5709000.0,72476000.0,71471000.0
635,2020-06-30,Duke Realty Corp,DRE,,40047000.0,39820000.0,11506000.0,176515000.0,72725000.0,72725000.0,-22841000.0,-150000.0,241241000.0,168516000.0,64726000.0,-32678000.0,40197000.0,39464000.0
636,2021-06-30,DuPont,DD,148000000.0,715000000.0,478000000.0,446000000.0,1480000000.0,719000000.0,719000000.0,-129000000.0,151000000.0,4135000000.0,3416000000.0,2655000000.0,-4000000.0,564000000.0,478000000.0
637,2021-03-31,DuPont,DD,156000000.0,573000000.0,5394000000.0,444000000.0,1464000000.0,697000000.0,697000000.0,-146000000.0,32000000.0,3976000000.0,3279000000.0,2512000000.0,-124000000.0,541000000.0,5394000000.0
638,2020-12-31,DuPont,DD,216000000.0,156000000.0,222000000.0,529000000.0,1731000000.0,458000000.0,458000000.0,-194000000.0,-123000000.0,5252000000.0,4794000000.0,3521000000.0,-302000000.0,279000000.0,222000000.0
639,2020-09-30,DuPont,DD,199000000.0,20000000.0,-79000000.0,519000000.0,1704000000.0,456000000.0,456000000.0,-197000000.0,92000000.0,5096000000.0,4640000000.0,3392000000.0,-436000000.0,-72000000.0,-79000000.0
640,2021-06-30,DXC Technology,DXC,,424000000.0,278000000.0,277000000.0,886000000.0,187000000.0,187000000.0,-62000000.0,142000000.0,4141000000.0,3954000000.0,3255000000.0,237000000.0,282000000.0,278000000.0
641,2021-03-31,DXC Technology,DXC,,-793000000.0,-798000000.0,832000000.0,1016000000.0,-294000000.0,-294000000.0,-77000000.0,11000000.0,4385000000.0,4679000000.0,3369000000.0,-499000000.0,-804000000.0,-798000000.0
642,2020-12-31,DXC Technology,DXC,,1978000000.0,1098000000.0,318000000.0,955000000.0,162000000.0,162000000.0,-82000000.0,875000000.0,4288000000.0,4126000000.0,3333000000.0,1816000000.0,1103000000.0,1098000000.0
643,2020-09-30,DXC Technology,DXC,,-306000000.0,-244000000.0,339000000.0,991000000.0,127000000.0,127000000.0,-96000000.0,-60000000.0,4554000000.0,4427000000.0,3563000000.0,-433000000.0,-246000000.0,-244000000.0
644,2021-06-30,Eastman Chemical,EMN,63000000.0,-107000000.0,-146000000.0,165000000.0,681000000.0,453000000.0,453000000.0,-51000000.0,37000000.0,2653000000.0,2200000000.0,1972000000.0,-560000000.0,-144000000.0,-146000000.0
645,2021-03-31,Eastman Chemical,EMN,58000000.0,339000000.0,274000000.0,148000000.0,602000000.0,396000000.0,396000000.0,-51000000.0,62000000.0,2409000000.0,2013000000.0,1807000000.0,-57000000.0,277000000.0,274000000.0
646,2020-12-31,Eastman Chemical,EMN,57000000.0,25000000.0,32000000.0,383000000.0,527000000.0,87000000.0,87000000.0,-52000000.0,-9000000.0,2186000000.0,2099000000.0,1659000000.0,-62000000.0,34000000.0,32000000.0
647,2020-09-30,Eastman Chemical,EMN,56000000.0,190000000.0,161000000.0,135000000.0,508000000.0,317000000.0,317000000.0,-54000000.0,25000000.0,2122000000.0,1805000000.0,1614000000.0,-127000000.0,165000000.0,161000000.0
648,2021-06-30,Eaton Corporation,ETN,154000000.0,620000000.0,506000000.0,860000000.0,1670000000.0,656000000.0,656000000.0,-123000000.0,114000000.0,5215000000.0,4559000000.0,3545000000.0,-36000000.0,506000000.0,506000000.0
