Date,Sales_USD_cumsum,Number_of_Sales_cumsum,Active_Market_Wallets_cumsum,Primary_Sales_cumsum,Secondary_Sales_cumsum,AverageUSD_cum,Sales_USD,Number_of_Sales,Active_Market_Wallets,Primary_Sales
2018-03-22,42409590.89,1077316,68573.0,689643,1326.0,39.37,140031.9600000009,3402.0,212.0,2076.0
2018-03-23,42702689.86,1080472,68709.0,691449,1350.0,39.52,293098.9699999988,3156.0,136.0,1806.0
2018-03-24,42820751.86,1083648,68877.0,693405,1220.0,39.52,118062.0,3176.0,168.0,1956.0
2018-03-25,42935226.48,1089977,69017.0,698618,1116.0,39.39,114474.61999999732,6329.0,140.0,5213.0
2018-03-26,43031961.23,1093026,69196.0,700640,1027.0,39.37,96734.75,3049.0,179.0,2022.0
2018-03-27,43137118.17,1096480,69372.0,702778,1316.0,39.34,105156.94000000507,3454.0,176.0,2138.0
2018-03-28,43327436.07,1100151,69524.0,705479,970.0,39.38,190317.8999999985,3671.0,152.0,2701.0
2018-03-29,43416823.88,1104001,69657.0,708492,837.0,39.33,89387.81000000238,3850.0,133.0,3013.0
2018-03-30,43630963.94,1109769,69807.0,713192,1068.0,39.32,214140.05999999493,5768.0,150.0,4700.0
2018-03-31,43710064.22,1112940,69924.0,715349,1014.0,39.27,79100.28000000119,3171.0,117.0,2157.0
2018-04-01,43784507.92,1115852,70008.0,717286,975.0,39.24,74443.70000000298,2912.0,84.0,1937.0
2018-04-02,43845744.66,1119060,70107.0,719279,1215.0,39.18,61236.739999994636,3208.0,99.0,1993.0
2018-04-03,43923138.07,1122305,70250.0,721445,1079.0,39.14,77393.41000000387,3245.0,143.0,2166.0
2018-04-04,43973402.55,1125300,70353.0,723407,1033.0,39.08,50264.47999999672,2995.0,103.0,1962.0
2018-04-05,44036729.88,1128056,70496.0,725139,1024.0,39.04,63327.33000000566,2756.0,143.0,1732.0
2018-04-06,44104985.05,1131869,70693.0,727616,1336.0,38.97,68255.16999999434,3813.0,197.0,2477.0
2018-04-07,44147403.63,1134610,70790.0,729302,1055.0,38.91,42418.58000000566,2741.0,97.0,1686.0
2018-04-08,44218654.3,1142096,70985.0,735514,1274.0,38.72,71250.66999999434,7486.0,195.0,6212.0
2018-04-09,44267240.43,1147373,71153.0,739695,1096.0,38.58,48586.13000000268,5277.0,168.0,4181.0
2018-04-10,44320422.61,1150652,71277.0,741969,1005.0,38.52,53182.1799999997,3279.0,124.0,2274.0
2018-04-11,44391213.38,1154122,71457.0,744179,1260.0,38.46,70790.77000000328,3470.0,180.0,2210.0
2018-04-12,44435434.63,1157065,71547.0,745968,1154.0,38.4,44221.25,2943.0,90.0,1789.0
2018-04-13,44528128.45,1163248,71730.0,750545,1606.0,38.28,92693.8200000003,6183.0,183.0,4577.0
2018-04-14,44613960.82,1168134,71898.0,754238,1193.0,38.19,85832.36999999732,4886.0,168.0,3693.0
2018-04-15,44705746.9,1172095,72042.0,757029,1170.0,38.14,91786.07999999821,3961.0,144.0,2791.0
2018-04-16,44767326.72,1175886,72144.0,759677,1143.0,38.07,61579.8200000003,3791.0,102.0,2648.0
2018-04-17,44852377.02,1180991,72175.0,763686,1096.0,37.98,85050.30000000447,5105.0,31.0,4009.0
2018-04-18,44919957.69,1185145,72261.0,766948,892.0,37.9,67580.66999999434,4154.0,86.0,3262.0
2018-04-19,44980260.73,1189017,72374.0,769937,883.0,37.83,60303.039999999106,3872.0,113.0,2989.0
2018-04-20,45030215.0,1193090,72527.0,773145,865.0,37.74,49954.27000000328,4073.0,153.0,3208.0
2018-04-21,45076686.68,1195662,72626.0,774867,850.0,37.7,46471.6799999997,2572.0,99.0,1722.0
2018-04-22,45127388.67,1197478,72733.0,775965,718.0,37.69,50701.990000002086,1816.0,107.0,1098.0
2018-04-23,45284203.84,1199342,72996.0,777152,677.0,37.76,156815.1700000018,1864.0,263.0,1187.0
2018-04-24,45366901.14,1201563,73142.0,778545,828.0,37.76,82697.29999999702,2221.0,146.0,1393.0
2018-04-25,45461079.62,1203848,73177.0,779880,950.0,37.76,94178.47999999672,2285.0,35.0,1335.0
2018-04-26,45522223.05,1205642,73227.0,781019,655.0,37.76,61143.4299999997,1794.0,50.0,1139.0
2018-04-27,45582274.69,1209030,73337.0,783345,1062.0,37.7,60051.640000000596,3388.0,110.0,2326.0
2018-04-28,45642988.81,1214305,73440.0,787838,782.0,37.59,60714.12000000477,5275.0,103.0,4493.0
2018-04-29,45744299.16,1224238,73519.0,797068,703.0,37.37,101310.34999999404,9933.0,79.0,9230.0
2018-04-30,45852368.29,1227589,73663.0,799680,739.0,37.35,108069.13000000268,3351.0,144.0,2612.0
2018-05-01,45921458.54,1229837,73873.0,801228,700.0,37.34,69090.25,2248.0,210.0,1548.0
2018-05-02,46016773.52,1231944,74013.0,802725,610.0,37.35,95314.98000000417,2107.0,140.0,1497.0
2018-05-03,46084882.52,1233669,74080.0,803899,551.0,37.36,68109.0,1725.0,67.0,1174.0
2018-05-04,46170004.28,1236525,74187.0,806086,669.0,37.34,85121.75999999791,2856.0,107.0,2187.0
2018-05-05,46258624.51,1240042,74346.0,808998,605.0,37.3,88620.22999999672,3517.0,159.0,2912.0
2018-05-06,46320289.61,1242872,74524.0,811155,673.0,37.27,61665.10000000149,2830.0,178.0,2157.0
2018-05-07,46378740.89,1245606,74606.0,813196,693.0,37.23,58451.28000000119,2734.0,82.0,2041.0
2018-05-08,46459499.87,1249330,74693.0,816029,891.0,37.19,80758.97999999672,3724.0,87.0,2833.0
2018-05-09,46515780.58,1251718,74775.0,817846,571.0,37.16,56280.710000000894,2388.0,82.0,1817.0
2018-05-10,46570198.77,1253808,74830.0,819343,593.0,37.14,54418.19000000507,2090.0,55.0,1497.0
2018-05-11,46642455.81,1256315,74891.0,821111,739.0,37.13,72257.0399999991,2507.0,61.0,1768.0
2018-05-12,46680996.57,1258589,74966.0,822749,636.0,37.09,38540.759999997914,2274.0,75.0,1638.0
2018-05-13,46725171.05,1260390,75038.0,823983,567.0,37.07,44174.47999999672,1801.0,72.0,1234.0
2018-05-14,46753907.24,1261799,75098.0,824945,447.0,37.05,28736.190000005066,1409.0,60.0,962.0
2018-05-15,46780441.99,1263444,75170.0,826054,536.0,37.03,26534.75,1645.0,72.0,1109.0
2018-05-16,46824397.88,1265898,75237.0,827787,721.0,36.99,43955.890000000596,2454.0,67.0,1733.0
2018-05-17,46876826.81,1269781,75328.0,831115,555.0,36.92,52428.9299999997,3883.0,91.0,3328.0
2018-05-18,46929001.41,1273158,75388.0,833958,534.0,36.86,52174.59999999404,3377.0,60.0,2843.0
2018-05-19,46974154.18,1276807,75467.0,837018,589.0,36.79,45152.77000000328,3649.0,79.0,3060.0
2018-05-20,47027705.79,1279470,75529.0,839072,609.0,36.76,53551.609999999404,2663.0,62.0,2054.0
2018-05-21,47057511.92,1281296,75613.0,840344,554.0,36.73,29806.130000002682,1826.0,84.0,1272.0
2018-05-22,47088046.03,1283145,75726.0,841761,432.0,36.7,30534.109999999404,1849.0,113.0,1417.0
2018-05-23,47116546.16,1284856,75760.0,843102,370.0,36.67,28500.12999999523,1711.0,34.0,1341.0
2018-05-24,47152782.85,1287892,76022.0,845287,851.0,36.61,36236.69000000507,3036.0,262.0,2185.0
2018-05-25,47199567.71,1290192,76264.0,846536,1051.0,36.58,46784.859999999404,2300.0,242.0,1249.0
2018-05-26,47242535.11,1292883,76442.0,848493,734.0,36.54,42967.39999999851,2691.0,178.0,1957.0
2018-05-27,47278796.96,1295694,76599.0,850603,701.0,36.49,36261.85000000149,2811.0,157.0,2110.0
2018-05-28,47323948.27,1297787,76666.0,852066,630.0,36.47,45151.310000002384,2093.0,67.0,1463.0
2018-05-29,47372879.0,1301898,76806.0,855568,609.0,36.39,48930.72999999672,4111.0,140.0,3502.0
2018-05-30,47432869.29,1306433,76949.0,859380,723.0,36.31,59990.289999999106,4535.0,143.0,3812.0
2018-05-31,47476731.74,1309783,77190.0,862059,671.0,36.25,43862.45000000298,3350.0,241.0,2679.0
2018-06-01,47511109.22,1312662,77244.0,864169,769.0,36.19,34377.47999999672,2879.0,54.0,2110.0
2018-06-02,47559068.32,1315575,77360.0,866528,554.0,36.15,47959.10000000149,2913.0,116.0,2359.0
2018-06-03,47617830.54,1317903,77469.0,868358,498.0,36.13,58762.21999999881,2328.0,109.0,1830.0
2018-06-04,47665750.99,1320094,77577.0,870077,472.0,36.11,47920.45000000298,2191.0,108.0,1719.0
2018-06-05,47721718.52,1322608,77635.0,872040,551.0,36.08,55967.53000000119,2514.0,58.0,1963.0
2018-06-06,47775640.17,1324619,77746.0,873420,631.0,36.07,53921.64999999851,2011.0,111.0,1380.0
2018-06-07,47838583.53,1326792,77808.0,874972,621.0,36.06,62943.359999999404,2173.0,62.0,1552.0
2018-06-08,47906333.22,1328856,77918.0,876441,595.0,36.05,67749.68999999762,2064.0,110.0,1469.0
2018-06-09,47942002.89,1331637,77987.0,878649,573.0,36.0,35669.67000000179,2781.0,69.0,2208.0
2018-06-10,47982697.03,1333702,78023.0,880257,457.0,35.98,40694.140000000596,2065.0,36.0,1608.0
2018-06-11,48025298.22,1337083,78192.0,883121,517.0,35.92,42601.189999997616,3381.0,169.0,2864.0
2018-06-12,48062279.6,1339986,78339.0,885417,607.0,35.87,36981.38000000268,2903.0,147.0,2296.0
2018-06-13,48113548.52,1342258,78422.0,887088,601.0,35.85,51268.92000000179,2272.0,83.0,1671.0
2018-06-14,48159311.81,1344184,78554.0,888644,370.0,35.83,45763.289999999106,1926.0,132.0,1556.0
2018-06-15,48209826.3,1349437,78636.0,893309,588.0,35.73,50514.489999994636,5253.0,82.0,4665.0
2018-06-16,48238294.02,1351793,78674.0,895287,378.0,35.68,28467.72000000626,2356.0,38.0,1978.0
2018-06-17,48294965.27,1354228,78753.0,897291,431.0,35.66,56671.25,2435.0,79.0,2004.0
2018-06-18,48389995.66,1356983,78825.0,899446,600.0,35.66,95030.38999999315,2755.0,72.0,2155.0
2018-06-19,48481896.33,1359747,78985.0,901598,612.0,35.66,91900.67000000179,2764.0,160.0,2152.0
2018-06-20,48526324.15,1361722,79057.0,902956,617.0,35.64,44427.8200000003,1975.0,72.0,1358.0
2018-06-21,48589762.88,1364811,79278.0,905454,591.0,35.6,63438.73000000417,3089.0,221.0,2498.0
2018-06-22,48647925.94,1370048,79430.0,909819,872.0,35.51,58163.05999999493,5237.0,152.0,4365.0
2018-06-23,48693978.28,1373076,79542.0,912153,694.0,35.46,46052.340000003576,3028.0,112.0,2334.0
2018-06-24,48746630.21,1376119,79615.0,914598,598.0,35.42,52651.9299999997,3043.0,73.0,2445.0
2018-06-25,48790677.44,1378693,79734.0,916558,614.0,35.39,44047.22999999672,2574.0,119.0,1960.0
2018-06-26,48829374.18,1381017,79806.0,918285,597.0,35.36,38696.740000002086,2324.0,72.0,1727.0
2018-06-27,48864600.86,1383445,79861.0,920124,589.0,35.32,35226.6799999997,2428.0,55.0,1839.0
2018-06-28,48904526.83,1386078,79920.0,922181,576.0,35.28,39925.96999999881,2633.0,59.0,2057.0
2018-06-29,48962971.71,1389376,79985.0,924757,722.0,35.24,58444.88000000268,3298.0,65.0,2576.0
2018-06-30,48996056.49,1391798,80041.0,926823,356.0,35.2,33084.78000000119,2422.0,56.0,2066.0
2018-07-01,49014444.34,1393131,80123.0,927895,261.0,35.18,18387.85000000149,1333.0,82.0,1072.0
2018-07-02,49031680.8,1393830,80161.0,928468,126.0,35.18,17236.459999993443,699.0,38.0,573.0
2018-07-03,49060711.56,1394455,80198.0,928929,164.0,35.18,29030.760000005364,625.0,37.0,461.0
2018-07-04,49164174.19,1395210,80248.0,929538,146.0,35.24,103462.62999999523,755.0,50.0,609.0
2018-07-05,49196814.31,1396218,80337.0,930241,305.0,35.24,32640.12000000477,1008.0,89.0,703.0
2018-07-06,49219183.28,1397934,80384.0,931733,224.0,35.21,22368.969999998808,1716.0,47.0,1492.0
2018-07-07,49235862.46,1399200,80448.0,932861,138.0,35.19,16679.179999999702,1266.0,64.0,1128.0
2018-07-08,49255536.61,1400985,80511.0,934308,338.0,35.16,19674.14999999851,1785.0,63.0,1447.0
2018-07-09,49289919.05,1403782,80570.0,936718,387.0,35.11,34382.439999997616,2797.0,59.0,2410.0
2018-07-10,49321785.78,1405829,80629.0,938389,376.0,35.08,31866.730000004172,2047.0,59.0,1671.0
2018-07-11,49361863.49,1408250,80697.0,940181,629.0,35.05,40077.710000000894,2421.0,68.0,1792.0
2018-07-12,49404804.19,1411238,80760.0,942656,513.0,35.01,42940.69999999553,2988.0,63.0,2475.0
2018-07-13,49450674.52,1415058,80869.0,945996,480.0,34.95,45870.33000000566,3820.0,109.0,3340.0
2018-07-14,49469360.25,1416674,80891.0,947376,236.0,34.92,18685.72999999672,1616.0,22.0,1380.0
2018-07-15,49501242.23,1418158,80993.0,948532,328.0,34.91,31881.97999999672,1484.0,102.0,1156.0
2018-07-16,49554757.78,1420343,81018.0,950270,447.0,34.89,53515.55000000447,2185.0,25.0,1738.0
2018-07-17,49596095.44,1422267,81103.0,951687,507.0,34.87,41337.659999996424,1924.0,85.0,1417.0
2018-07-18,49645130.19,1424149,81187.0,953053,516.0,34.86,49034.75,1882.0,84.0,1366.0
2018-07-19,49681412.24,1426452,81254.0,954535,821.0,34.83,36282.05000000447,2303.0,67.0,1482.0
2018-07-20,49709860.21,1428362,81368.0,955760,685.0,34.8,28447.969999998808,1910.0,114.0,1225.0
2018-07-21,49740413.23,1430621,81479.0,957546,473.0,34.77,30553.019999995828,2259.0,111.0,1786.0
2018-07-22,49792800.19,1432913,81562.0,959258,580.0,34.75,52386.960000000894,2292.0,83.0,1712.0
2018-07-23,49837740.95,1435461,81719.0,960960,846.0,34.72,44940.760000005364,2548.0,157.0,1702.0
2018-07-24,49890441.26,1437382,81819.0,962297,584.0,34.71,52700.30999999493,1921.0,100.0,1337.0
2018-07-25,49932226.62,1439883,81947.0,964291,507.0,34.68,41785.359999999404,2501.0,128.0,1994.0
2018-07-26,49975458.58,1443320,81965.0,967079,649.0,34.63,43231.960000000894,3437.0,18.0,2788.0
2018-07-27,50391373.0,1447472,82098.0,970559,672.0,34.81,415914.4200000018,4152.0,133.0,3480.0
2018-07-28,51288927.14,1450619,82165.0,973140,566.0,35.36,897554.1400000006,3147.0,67.0,2581.0
2018-07-29,51319966.18,1452867,82242.0,974832,556.0,35.32,31039.039999999106,2248.0,77.0,1692.0
2018-07-30,51493998.7,1454729,82284.0,976202,492.0,35.4,174032.52000000328,1862.0,42.0,1370.0
2018-07-31,51588237.34,1456803,82476.0,977733,543.0,35.41,94238.6400000006,2074.0,192.0,1531.0
2018-08-01,51622536.12,1459364,82618.0,979808,486.0,35.37,34298.77999999374,2561.0,142.0,2075.0
2018-08-02,51855533.93,1461733,82742.0,981521,656.0,35.48,232997.81000000238,2369.0,124.0,1713.0
2018-08-03,51902035.76,1463510,82858.0,982718,580.0,35.46,46501.82999999821,1777.0,116.0,1197.0
2018-08-04,51955942.11,1465523,82969.0,984061,670.0,35.45,53906.35000000149,2013.0,111.0,1343.0
2018-08-05,52013885.26,1467370,83144.0,985203,705.0,35.45,57943.14999999851,1847.0,175.0,1142.0
2018-08-06,52058341.66,1468991,83238.0,986190,634.0,35.44,44456.39999999851,1621.0,94.0,987.0
2018-08-07,52111376.74,1470412,83337.0,987121,490.0,35.44,53035.08000000566,1421.0,99.0,931.0
2018-08-08,52145793.85,1471896,83350.0,988307,298.0,35.43,34417.109999999404,1484.0,13.0,1186.0
2018-08-09,52179146.27,1473305,83397.0,989380,336.0,35.42,33352.42000000179,1409.0,47.0,1073.0
2018-08-10,52200526.77,1474796,83458.0,990444,427.0,35.4,21380.5,1491.0,61.0,1064.0
2018-08-11,52221264.28,1476667,83472.0,991731,584.0,35.36,20737.509999997914,1871.0,14.0,1287.0
2018-08-12,52243346.07,1478828,83518.0,993256,636.0,35.33,22081.789999999106,2161.0,46.0,1525.0
2018-08-13,52272665.12,1481079,83582.0,994908,599.0,35.29,29319.04999999702,2251.0,64.0,1652.0
2018-08-14,52347431.21,1483787,83741.0,996912,704.0,35.28,74766.09000000358,2708.0,159.0,2004.0
2018-08-15,52408136.43,1486801,83893.0,999300,626.0,35.25,60705.21999999881,3014.0,152.0,2388.0
2018-08-16,52457071.92,1490457,84068.0,1002199,757.0,35.2,48935.490000002086,3656.0,175.0,2899.0
2018-08-17,52514431.46,1495526,84174.0,1006446,822.0,35.11,57359.539999999106,5069.0,106.0,4247.0
2018-08-18,52606380.54,1502048,84306.0,1011445,1523.0,35.02,91949.07999999821,6522.0,132.0,4999.0
2018-08-19,52681953.36,1509124,84381.0,1017362,1159.0,34.91,75572.8200000003,7076.0,75.0,5917.0
2018-08-20,52730941.64,1512738,84443.0,1019967,1009.0,34.86,48988.28000000119,3614.0,62.0,2605.0
2018-08-21,52813208.57,1516321,84586.0,1022615,935.0,34.83,82266.9299999997,3583.0,143.0,2648.0
2018-08-22,52864378.19,1518857,84612.0,1024551,600.0,34.81,51169.61999999732,2536.0,26.0,1936.0
2018-08-23,52964607.79,1522986,84763.0,1027745,935.0,34.78,100229.60000000149,4129.0,151.0,3194.0
2018-08-24,53058341.61,1528251,84883.0,1031951,1059.0,34.72,93733.8200000003,5265.0,120.0,4206.0
2018-08-25,53216321.42,1533160,84939.0,1035765,1095.0,34.71,157979.81000000238,4909.0,56.0,3814.0
2018-08-26,53265502.95,1536846,84956.0,1038734,717.0,34.66,49181.53000000119,3686.0,17.0,2969.0
2018-08-27,53328579.16,1541768,85022.0,1042938,718.0,34.59,63076.20999999344,4922.0,66.0,4204.0
2018-08-28,53407141.02,1545875,85109.0,1046200,845.0,34.55,78561.86000000685,4107.0,87.0,3262.0
2018-08-29,53476130.33,1550821,85177.0,1050082,1064.0,34.48,68989.30999999493,4946.0,68.0,3882.0
2018-08-30,53542806.12,1559094,85268.0,1057193,1162.0,34.34,66675.7899999991,8273.0,91.0,7111.0
2018-08-31,53623117.06,1569546,85412.0,1066503,1142.0,34.16,80310.94000000507,10452.0,144.0,9310.0
2018-09-01,53701147.27,1578974,85480.0,1074803,1128.0,34.01,78030.2100000009,9428.0,68.0,8300.0
2018-09-02,53776207.98,1586928,85624.0,1081683,1074.0,33.89,75060.70999999344,7954.0,144.0,6880.0
2018-09-03,53851853.9,1594187,85754.0,1087945,997.0,33.78,75645.92000000179,7259.0,130.0,6262.0
2018-09-04,54077886.64,1599129,85807.0,1091980,907.0,33.82,226032.7400000021,4942.0,53.0,4035.0
2018-09-05,54172206.86,1604677,86004.0,1096348,1180.0,33.76,94320.21999999881,5548.0,197.0,4368.0
2018-09-06,54223906.76,1611915,86228.0,1102216,1370.0,33.64,51699.89999999851,7238.0,224.0,5868.0
2018-09-07,54299749.3,1619844,86368.0,1108561,1584.0,33.52,75842.5399999991,7929.0,140.0,6345.0
2018-09-08,54397820.09,1625944,86477.0,1113263,1398.0,33.46,98070.79000000656,6100.0,109.0,4702.0
2018-09-09,54486010.93,1635097,86594.0,1120659,1757.0,33.32,88190.83999999613,9153.0,117.0,7396.0
2018-09-10,54636180.7,1643150,86712.0,1127368,1344.0,33.25,150169.77000000328,8053.0,118.0,6709.0
2018-09-11,54716582.59,1654050,86842.0,1136543,1725.0,33.08,80401.8900000006,10900.0,130.0,9175.0
2018-09-12,54876284.0,1663880,86917.0,1144700,1673.0,32.98,159701.40999999642,9830.0,75.0,8157.0
2018-09-13,55039580.33,1668330,87027.0,1147820,1330.0,32.99,163296.3299999982,4450.0,110.0,3120.0
2018-09-14,55186617.09,1673099,87189.0,1151204,1385.0,32.98,147036.76000000536,4769.0,162.0,3384.0
2018-09-15,55289902.56,1676897,87265.0,1153933,1069.0,32.97,103285.46999999881,3798.0,76.0,2729.0
2018-09-16,55466897.38,1680119,87321.0,1156315,840.0,33.01,176994.8200000003,3222.0,56.0,2382.0
2018-09-17,55535068.99,1683981,87371.0,1159333,844.0,32.98,68171.6099999994,3862.0,50.0,3018.0
2018-09-18,55623676.77,1688232,87468.0,1162469,1115.0,32.95,88607.78000000119,4251.0,97.0,3136.0
2018-09-19,55740032.7,1693587,87520.0,1166854,970.0,32.91,116355.9299999997,5355.0,52.0,4385.0
2018-09-20,55838640.14,1698004,87566.0,1170487,784.0,32.88,98607.43999999762,4417.0,46.0,3633.0
2018-09-21,55996549.93,1703324,87709.0,1175030,777.0,32.87,157909.7899999991,5320.0,143.0,4543.0
2018-09-22,56063748.65,1710418,87810.0,1181254,870.0,32.78,67198.71999999881,7094.0,101.0,6224.0
2018-09-23,56267825.44,1715933,87866.0,1185826,943.0,32.79,204076.7899999991,5515.0,56.0,4572.0
2018-09-24,56353468.71,1720796,87989.0,1189734,955.0,32.75,85643.27000000328,4863.0,123.0,3908.0
2018-09-25,56418559.78,1725574,88205.0,1193458,1054.0,32.7,65091.0700000003,4778.0,216.0,3724.0
2018-09-26,56499822.24,1731457,88450.0,1198283,1058.0,32.63,81262.4600000009,5883.0,245.0,4825.0
2018-09-27,56602775.82,1737688,88586.0,1203310,1204.0,32.57,102953.57999999821,6231.0,136.0,5027.0
2018-09-28,56652339.12,1741348,88642.0,1206115,855.0,32.53,49563.29999999702,3660.0,56.0,2805.0
2018-09-29,56736513.8,1745618,88696.0,1209481,904.0,32.5,84174.6799999997,4270.0,54.0,3366.0
2018-09-30,56788384.61,1750614,88792.0,1213643,834.0,32.44,51870.810000002384,4996.0,96.0,4162.0
2018-10-01,56860505.47,1755013,88880.0,1217442,600.0,32.4,72120.8599999994,4399.0,88.0,3799.0
2018-10-02,56948313.26,1758146,88947.0,1219945,630.0,32.39,87807.7899999991,3133.0,67.0,2503.0
2018-10-03,57104588.95,1761914,89009.0,1222942,771.0,32.41,156275.69000000507,3768.0,62.0,2997.0
2018-10-04,57223799.89,1766257,89145.0,1226548,737.0,32.4,119210.93999999762,4343.0,136.0,3606.0
2018-10-05,57340760.42,1773680,89210.0,1232855,1116.0,32.33,116960.53000000119,7423.0,65.0,6307.0
2018-10-06,57415716.48,1778139,89271.0,1236503,811.0,32.29,74956.05999999493,4459.0,61.0,3648.0
2018-10-07,57498904.02,1782636,89343.0,1240021,979.0,32.25,83187.54000000656,4497.0,72.0,3518.0
2018-10-08,57559105.27,1786882,89403.0,1243343,924.0,32.21,60201.25,4246.0,60.0,3322.0
2018-10-09,57633310.44,1790582,89491.0,1246166,877.0,32.19,74205.16999999434,3700.0,88.0,2823.0
2018-10-10,57723978.52,1794903,89531.0,1249497,990.0,32.16,90668.08000000566,4321.0,40.0,3331.0
2018-10-11,57864510.29,1801199,89588.0,1254864,929.0,32.13,140531.76999999583,6296.0,57.0,5367.0
2018-10-12,58034342.26,1805898,89637.0,1258681,882.0,32.14,169831.9699999988,4699.0,49.0,3817.0
2018-10-13,58163166.35,1809861,89713.0,1261753,891.0,32.14,128824.09000000358,3963.0,76.0,3072.0
2018-10-14,58232911.14,1813176,89752.0,1264343,725.0,32.12,69744.7899999991,3315.0,39.0,2590.0
2018-10-15,58327147.54,1816292,89793.0,1266732,727.0,32.11,94236.39999999851,3116.0,41.0,2389.0
2018-10-16,58379201.36,1819660,89843.0,1269220,880.0,32.08,52053.8200000003,3368.0,50.0,2488.0
2018-10-17,58464818.43,1825180,89903.0,1273728,1012.0,32.03,85617.0700000003,5520.0,60.0,4508.0
2018-10-18,58563826.65,1828667,89941.0,1276324,891.0,32.03,99008.21999999881,3487.0,38.0,2596.0
2018-10-19,58643222.77,1836752,89987.0,1282953,1456.0,31.93,79396.12000000477,8085.0,46.0,6629.0
2018-10-20,58694350.58,1841417,90076.0,1286648,970.0,31.87,51127.80999999493,4665.0,89.0,3695.0
2018-10-21,58741979.49,1846914,90162.0,1291333,812.0,31.81,47628.910000003874,5497.0,86.0,4685.0
2018-10-22,58929423.01,1851138,90176.0,1294911,646.0,31.83,187443.51999999583,4224.0,14.0,3578.0
2018-10-23,59025498.48,1856343,90229.0,1299229,887.0,31.8,96075.46999999881,5205.0,53.0,4318.0
2018-10-24,59118350.4,1860632,90322.0,1302432,1086.0,31.77,92851.92000000179,4289.0,93.0,3203.0
2018-10-25,59178319.52,1864187,90377.0,1305186,801.0,31.74,59969.12000000477,3555.0,55.0,2754.0
2018-10-26,59231988.5,1868774,90420.0,1308998,775.0,31.7,53668.97999999672,4587.0,43.0,3812.0
2018-10-27,59290179.67,1874218,90485.0,1313503,939.0,31.63,58191.17000000179,5444.0,65.0,4505.0
2018-10-28,59351563.48,1878507,90518.0,1316888,904.0,31.6,61383.80999999493,4289.0,33.0,3385.0
2018-10-29,59414410.71,1882794,90585.0,1320378,797.0,31.56,62847.23000000417,4287.0,67.0,3490.0
2018-10-30,59542214.77,1886604,90661.0,1323385,803.0,31.56,127804.06000000238,3810.0,76.0,3007.0
2018-10-31,59582688.2,1890349,90788.0,1326244,886.0,31.52,40473.4299999997,3745.0,127.0,2859.0
2018-11-01,59688541.63,1894297,90928.0,1329155,1037.0,31.51,105853.4299999997,3948.0,140.0,2911.0
2018-11-02,59809828.56,1898141,91024.0,1332021,978.0,31.51,121286.9299999997,3844.0,96.0,2866.0
2018-11-03,59857476.89,1902763,91134.0,1335766,877.0,31.46,47648.32999999821,4622.0,110.0,3745.0
2018-11-04,59916019.82,1907486,91303.0,1339473,1016.0,31.41,58542.9299999997,4723.0,169.0,3707.0
2018-11-05,60190689.67,1911939,91398.0,1342973,953.0,31.48,274669.8500000015,4453.0,95.0,3500.0
2018-11-06,60290359.8,1915719,91493.0,1345838,915.0,31.47,99670.12999999523,3780.0,95.0,2865.0
2018-11-07,60427918.76,1920902,91521.0,1350305,716.0,31.46,137558.9600000009,5183.0,28.0,4467.0
2018-11-08,60530995.67,1924658,91603.0,1353107,954.0,31.45,103076.91000000387,3756.0,82.0,2802.0
2018-11-09,60609875.87,1928212,91694.0,1355764,897.0,31.43,78880.19999999553,3554.0,91.0,2657.0
2018-11-10,60676390.56,1932294,91779.0,1359041,805.0,31.4,66514.69000000507,4082.0,85.0,3277.0
2018-11-11,60908697.46,1936432,91870.0,1362450,729.0,31.45,232306.8999999985,4138.0,91.0,3409.0
2018-11-12,61005429.96,1940417,91929.0,1365604,831.0,31.44,96732.5,3985.0,59.0,3154.0
2018-11-13,61164733.9,1945734,91960.0,1369867,1054.0,31.44,159303.93999999762,5317.0,31.0,4263.0
2018-11-14,61301965.86,1951214,92142.0,1374276,1071.0,31.42,137231.9600000009,5480.0,182.0,4409.0
2018-11-15,61427120.23,1961455,92207.0,1382991,1526.0,31.32,125154.36999999732,10241.0,65.0,8715.0
2018-11-16,61519551.61,1968039,92292.0,1388442,1133.0,31.26,92431.38000000268,6584.0,85.0,5451.0
2018-11-17,61559202.57,1972914,92344.0,1392405,912.0,31.2,39650.960000000894,4875.0,52.0,3963.0
2018-11-18,61617357.56,1977537,92403.0,1395987,1041.0,31.16,58154.990000002086,4623.0,59.0,3582.0
2018-11-19,61720238.34,1981626,92444.0,1399310,766.0,31.15,102880.78000000119,4089.0,41.0,3323.0
2018-11-20,61789716.25,1985658,92529.0,1402535,807.0,31.12,69477.90999999642,4032.0,85.0,3225.0
2018-11-21,61830565.89,1992093,92592.0,1407972,998.0,31.04,40849.640000000596,6435.0,63.0,5437.0
2018-11-22,61883785.87,1998720,92671.0,1413469,1130.0,30.96,53219.97999999672,6627.0,79.0,5497.0
2018-11-23,61953203.85,2003332,92743.0,1417160,921.0,30.93,69417.98000000417,4612.0,72.0,3691.0
2018-11-24,62002092.44,2007876,92776.0,1420876,828.0,30.88,48888.589999996126,4544.0,33.0,3716.0
2018-11-25,62033880.91,2013057,92831.0,1425250,807.0,30.82,31788.469999998808,5181.0,55.0,4374.0
2018-11-26,62084745.31,2019035,93016.0,1430082,1146.0,30.75,50864.40000000596,5978.0,185.0,4832.0
