Link,Make,Type,Year,Origin,Color,Options,Engine_Size,Fuel_Type,Gear_Type,Condition,Mileage,Region,Price,Negotiable
https://syarah.com/%D9%83%D9%8A%D8%A7_%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC_2016/car-10425351,Kia,Sportage,2016,Saudi,Silver,Semi Full,2.0,Gas,Automatic,Used,180000,Al-Ahsa,Negotiable,True
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%B5%D9%86%D9%8A_SL_2000_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-10457602,Nissan,Sunny,2000,Gulf Arabic,Oily,Standard,1.3,Gas,Manual,Used,120000,Qassim,7000,False
https://syarah.com/%D8%AC%D9%8A_%D8%A5%D9%85_%D8%B3%D9%8A_%D8%B3%D9%8A%D9%8A%D8%B1%D8%A7_2017_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10440083,GMC,Sierra,2017,Saudi,Silver,Full,5.3,Gas,Automatic,Used,245000,Dammam,Negotiable,True
https://syarah.com/%D9%81%D9%88%D8%B1%D8%AF_%D8%AA%D9%88%D8%B1%D8%B3_2019_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457598,Ford,Taurus,2019,Saudi,Silver,Standard,2.0,Gas,Automatic,Used,34000,Qassim,85000,False
https://syarah.com/%D8%AC%D9%8A_%D8%A5%D9%85_%D8%B3%D9%8A_%D8%B3%D9%8A%D9%8A%D8%B1%D8%A7_2020_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457596,GMC,Sierra,2020,Saudi,Grey,Semi Full,5.3,Gas,Automatic,Used,91000,Qassim,135000,False
https://syarah.com/%D8%AC%D9%8A_%D8%A7%D9%85_%D8%B3%D9%8A_%D9%8A%D9%88%D9%83%D9%86_%D8%AF%D9%8A%D9%86%D8%A7%D9%84%D9%8A_z71_2005/car-10455390,GMC,Yukon,2005,Saudi,Grey,Full,6.0,Gas,Automatic,Used,600000,Riyadh,15500,False
https://syarah.com/online/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A7%D9%83%D8%B3%D9%86%D8%AA_2018_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-53582,Hyundai,Accent,2018,Saudi,White,Standard,1.4,Gas,Automatic,Used,55893,Riyadh,40500,False
https://syarah.com/online/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A7%D9%84%D9%86%D8%AA%D8%B1%D8%A7_GL_2018_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-50307,Hyundai,Elantra,2018,Saudi,White,Standard,1.6,Gas,Automatic,Used,120377,Riyadh,42000,False
https://syarah.com/online/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A7%D9%83%D8%B3%D9%86%D8%AA_GL_2020_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-72500,Hyundai,Accent,2020,Saudi,Silver,Standard,1.4,Gas,Automatic,Used,19717,Riyadh,41500,False
https://syarah.com/online/%D8%B1%D9%8A%D9%86%D9%88_%D8%AA%D8%A7%D9%84%D9%8A%D8%B3%D9%85%D8%A7%D9%86_2017_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-71976,Renault,Talisman,2017,Saudi,Grey,Standard,2.0,Gas,Automatic,Used,80151,Riyadh,41500,False
https://syarah.com/%D8%B4%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87_%D9%83%D9%88%D8%B1%D9%81%D9%8A%D8%AA_2014_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10454692,Chevrolet,Corvette,2014,Saudi,Blue,Full,,Gas,Automatic,Used,60000,Riyadh,Negotiable,True
https://syarah.com/%D8%B4%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87_%D9%83%D8%A7%D8%A8%D8%B1%D8%B3_2009/car-10456050,Chevrolet,Caprice,2009,Other,Silver,Semi Full,6.0,Gas,Automatic,Used,406120,Jeddah,Negotiable,True
https://syarah.com/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3_CL_1998_%D9%81%D9%84/car-10457594,Mercedes,CL,1998,Other,Black,Full,5.0,Gas,Automatic,Used,50000,Riyadh,Negotiable,True
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%83%D8%A7%D9%85%D8%B1%D9%8A_2002/car-10457592,Toyota,Camry,2002,Saudi,Grey,Full,1.0,Gas,Manual,Used,200,Jeddah,Negotiable,True
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%87%D8%A7%D9%8A%D9%84%D9%83%D8%B3_2017_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10454104,Toyota,Hilux,2017,Gulf Arabic,White,Semi Full,2.7,Gas,Manual,Used,83000,Jubail,76000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%B3%D9%88%D9%86%D8%A7%D8%AA%D8%A7_%D9%A2%D9%A0%D9%A1%D9%A8/car-10457590,Hyundai,Sonata,2018,Saudi,Bronze,Standard,2.4,Gas,Automatic,Used,200000,Aseer,1342,False
https://syarah.com/%D9%83%D9%8A%D8%A7_%D8%B3%D8%A8%D9%88%D8%B1%D8%AA%D8%A7%D8%AC_2014_%D9%81%D9%84_%D9%83%D8%A7%D9%85%D9%84/car-10457058,Kia,Sportage,2014,Saudi,Grey,Full,2.4,Gas,Automatic,Used,140000,Dammam,45000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%83%D8%B1%D8%B3%D9%8A%D8%AF%D8%A7_1996_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457588,Toyota,Cressida,1996,Saudi,White,Standard,,Gas,Manual,Used,300000,Abha,Negotiable,True
https://syarah.com/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A_%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88_2016_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10451026,Mitsubishi,Pajero,2016,Gulf Arabic,Grey,Full,3.8,Gas,Automatic,Used,205000,Riyadh,60000,False
https://syarah.com/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3_SEL_1991_%D9%81%D9%84/car-10457586,Mercedes,SEL,1991,Other,Black,Full,5.5,Gas,Automatic,Used,160000,Riyadh,Negotiable,True
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A7%D9%84%D9%86%D8%AA%D8%B1%D8%A7_GL_2017_%D9%86%D8%B5_%D9%81%D9%84/car-10457582,Hyundai,Elantra,2017,Gulf Arabic,Black,Semi Full,2.0,Gas,Automatic,Used,51000,Jeddah,42000,False
https://syarah.com/%D9%84%D9%83%D8%B2%D8%B3_ES_2009_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10454008,Lexus,ES,2009,Saudi,White,Full,6.0,Gas,Automatic,Used,248000,Makkah,Negotiable,True
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%B3%D9%88%D9%86%D8%A7%D8%AA%D8%A7_2018/car-10452274,Hyundai,Sonata,2018,Saudi,Brown,Standard,,Gas,Automatic,Used,152000,Al-Medina,1312,False
https://syarah.com/%D8%B4%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87_%D8%A8%D9%84%D9%8A%D8%B2%D8%B1_2006/car-10450338,Chevrolet,Blazer,2006,Saudi,Black,Standard,,Gas,Automatic,Used,449,Riyadh,Negotiable,True
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%A8%D8%A7%D8%AA%D8%B1%D9%88%D9%84_2016_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10455368,Nissan,Patrol,2016,Saudi,White,Full,,Gas,Automatic,Used,196,Najran,Negotiable,True
https://syarah.com/%D8%A7%D9%84%D9%81%D8%A6%D8%A9_%D8%A7%D9%84%D8%B3%D8%A7%D8%A8%D8%B9%D8%A9_2012_BMW/car-10457576,BMW,The 7,2012,Saudi,Silver,Semi Full,,Gas,Automatic,Used,100000,Jeddah,Negotiable,True
https://syarah.com/%D9%81%D9%88%D8%B1%D8%AF_%D9%81%D9%83%D8%AA%D9%88%D8%B1%D9%8A%D8%A7_2002_%D8%A8%D8%A7_10000_%D9%82%D8%A7%D8%A8%D9%84_%D9%84%D9%84%D8%AA%D9%81%D8%A7%D9%88%D8%B6/car-10451790,Ford,Victoria,2002,Saudi,Oily,Standard,4.6,Gas,Automatic,Used,368000,Aseer,10000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%87%D8%A7%D9%8A%D9%84%D9%83%D8%B3_2014/car-10453460,Toyota,Hilux,2014,Saudi,White,Standard,1.0,Gas,Manual,Used,160,Jazan,50000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%A7%D9%8A%D9%86%D9%88%D9%81%D8%A7_2014/car-10453212,Toyota,Innova,2014,Saudi,Blue,Standard,,Gas,Automatic,Used,123000,Dammam,33000,False
https://syarah.com/%D8%B4%D9%81%D8%B1%D9%88%D9%84%D9%8A%D9%87_%D8%B3%D9%88%D8%A8%D8%B1%D8%A8%D8%A7%D9%86_LTZ_%D9%81%D9%84_2017/car-10457572,Chevrolet,Suburban,2017,Other,Grey,Full,5.3,Gas,Automatic,Used,153000,Riyadh,162000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%B3%D9%86%D8%AA%D8%A7%D9%81%D9%8A_2016/car-10457570,Hyundai,Senta fe,2016,Saudi,White,Standard,,Gas,Automatic,Used,199,Riyadh,1576,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A8%D8%A7%D8%B5_H1_2012/car-10457566,Hyundai,H1,2012,Saudi,Grey,Full,,Gas,Automatic,Used,240,Al-Jouf,25000,False
https://syarah.com/%D9%81%D9%88%D8%B1%D8%AF_%D9%85%D9%88%D8%B3%D8%AA%D9%86%D8%AC_GT_%D9%86%D8%B5_%D9%81%D9%84_2016/car-10457564,Ford,Mustang,2016,Other,Red,Semi Full,3.7,Gas,Automatic,Used,79000,Riyadh,98000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%A7%D9%81_%D8%AC%D9%8A_2020_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457560,Toyota,FJ,2020,Gulf Arabic,White,Full,,Gas,Automatic,Used,22300,Riyadh,132000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%B3%D9%88%D9%86%D8%A7%D8%AA%D8%A7_2016_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457558,Hyundai,Sonata,2016,Saudi,White,Standard,2.4,Gas,Automatic,Used,10600,Makkah,33000,False
https://syarah.com/online/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A_%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88_2012_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_%D8%AF%D8%A8%D9%84/car-70055,Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,Used,94484,Riyadh,41500,False
https://syarah.com/online/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A_%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88_2012_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_%D8%AF%D8%A8%D9%84/car-70053,Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,Used,86487,Riyadh,41500,False
https://syarah.com/online/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A_%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88_2012_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_%D8%AF%D8%A8%D9%84/car-70051,Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,Used,86213,Riyadh,41500,False
https://syarah.com/online/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A_%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88_2012_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_%D8%AF%D8%A8%D9%84/car-70049,Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,Used,88799,Riyadh,41500,False
https://syarah.com/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A_%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88_2016_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10429731,Mitsubishi,Pajero,2016,Saudi,White,Full,3.8,Gas,Automatic,Used,146000,Jeddah,63000,False
https://syarah.com/%D8%A8%D9%8A%D8%AC%D9%88_5008_2012/car-10457554,Peugeot,5008,2012,Saudi,Red,Standard,1.6,Gas,Automatic,Used,12000,Riyadh,27000,False
https://syarah.com/%D9%85%D8%A7%D8%B2%D8%AF%D8%A7_CX3_2020_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10372912,Mazda,CX3,2020,Saudi,Blue,Standard,2.0,Gas,Automatic,Used,14501,Riyadh,Negotiable,True
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_H1_%D8%B1%D9%83%D8%A7%D8%A8_2017_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10389594,Hyundai,H1,2017,Saudi,White,Standard,2.0,Gas,Automatic,Used,209631,Riyadh,Negotiable,True
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%A8%D8%A7%D8%AA%D8%B1%D9%88%D9%84_SE_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2017_%D9%81%D9%84/car-10399774,Nissan,Patrol,2017,Saudi,White,Full,4.0,Gas,Automatic,Used,31538,Riyadh,Negotiable,True
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%A7%D9%81_%D8%AC%D9%8A_FJ2_2020_%D9%81%D9%84_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10449090,Toyota,FJ,2020,Saudi,Blue,Full,4.0,Gas,Automatic,Used,49000,Riyadh,Negotiable,True
https://syarah.com/%D8%AC%D9%8A%D9%86%D9%8A%D8%B3%D9%8A%D8%B3_%D8%A8%D9%84%D8%A7%D8%AA%D9%86%D9%8A%D9%88%D9%85_2017_%D9%81%D9%84_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10449138,Genesis,Platinum,2017,Saudi,White,Full,3.8,Gas,Automatic,Used,87000,Riyadh,Negotiable,True
https://syarah.com/%D8%A8%D9%8A_%D8%A7%D9%85_%D8%AF%D8%A8%D9%84%D9%8A%D9%88_%D8%A7%D9%84%D9%81%D8%A6%D8%A9_%D8%A7%D9%84%D8%B3%D8%A7%D8%A8%D8%B9%D8%A9_760Li_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2004_%D9%81%D9%84/car-10451416,BMW,The 7,2004,Saudi,Black,Full,6.6,Gas,Automatic,Used,70000,Riyadh,49000,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%A7%D9%81_%D8%AC%D9%8A_FJ2_2017_%D9%81%D9%84_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10449100,Toyota,FJ,2017,Saudi,Black,Full,4.0,Gas,Automatic,Used,136000,Riyadh,Negotiable,True
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%A8%D8%A7%D8%AB%D9%81%D9%86%D8%AF%D8%B1_2019_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10449128,Nissan,Pathfinder,2019,Saudi,Grey,Full,3.5,Gas,Automatic,Used,70500,Riyadh,Negotiable,True
https://syarah.com/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3_G_2012_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457552,Mercedes,G,2012,Saudi,Red,Full,,Gas,Automatic,Used,130000,Riyadh,Negotiable,True
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%87%D8%A7%D9%8A%D9%84%D9%83%D8%B3_SR5_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2020_%D9%86%D8%B5_%D9%81%D9%84_%D8%BA%D9%85%D8%A7%D8%B1%D8%AA%D9%8A%D9%86/car-10399779,Toyota,Hilux,2020,Saudi,White,Semi Full,2.7,Gas,Manual,Used,56748,Riyadh,Negotiable,True
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%AF%D8%AF%D8%B3%D9%86_GL_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2016_%D9%86%D8%B5_%D9%81%D9%84_%D8%BA%D9%85%D8%A7%D8%B1%D8%AA%D9%8A%D9%86/car-10404981,Nissan,Datsun,2016,Saudi,White,Semi Full,2.4,Gas,Automatic,Used,109217,Riyadh,Negotiable,True
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%A8%D8%A7%D8%AB%D9%81%D9%86%D8%AF%D8%B1_2020_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A/car-10453272,Nissan,Pathfinder,2020,Saudi,Another Color,Standard,3.5,Gas,Automatic,Used,7000,Riyadh,Negotiable,True
https://syarah.com/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3_S_500_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2009_%D9%81%D9%84/car-10452906,Mercedes,S,2009,Saudi,White,Full,5.0,Gas,Automatic,Used,76500,Riyadh,Negotiable,True
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%81%D9%88%D8%B1%D8%AA%D8%B4%D9%86%D8%B1_VX2_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2018_%D9%81%D9%84/car-10452886,Toyota,Furniture,2018,Saudi,Grey,Full,4.0,Gas,Automatic,Used,109000,Riyadh,Negotiable,True
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%84%D8%A7%D9%86%D8%AF%D9%83%D8%B1%D9%88%D8%B2%D8%B1_VXR1_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2020_%D9%81%D9%84/car-10452896,Toyota,Land Cruiser,2020,Saudi,Black,Full,5.7,Gas,Automatic,Used,22000,Riyadh,Negotiable,True
https://syarah.com/%D8%AC%D9%8A%D9%86%D9%8A%D8%B3%D9%8A%D8%B3_G80_PRESTIGE_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2018_%D9%81%D9%84/car-10452880,Genesis,G80,2018,Saudi,Grey,Full,5.0,Gas,Automatic,Used,91000,Riyadh,Negotiable,True
https://syarah.com/%D9%84%D9%83%D8%B2%D8%B3_ES_300_AH_Hybrid_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2019/car-10451448,Lexus,ES,2019,Saudi,White,Standard,2.5,Hybrid,Automatic,Used,30000,Riyadh,Negotiable,True
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%A7%D9%81%D8%A7%D9%84%D9%88%D9%86_PREMIUM_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2020_%D9%81%D9%84/car-10405771,Toyota,Avalon,2020,Saudi,Brown,Full,3.5,Gas,Automatic,Used,31124,Riyadh,Negotiable,True
https://syarah.com/%D9%81%D9%88%D8%B1%D8%AF_%D9%81%D9%83%D8%AA%D9%88%D8%B1%D9%8A%D8%A7_2011_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%81%D9%84/car-10399797,Ford,Victoria,2011,Saudi,Another Color,Full,4.6,Gas,Automatic,Used,72394,Riyadh,Negotiable,True
https://syarah.com/%D9%84%D9%83%D8%B2%D8%B3_LS_460L_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_2011_%D9%81%D9%84/car-10451444,Lexus,LS,2011,Saudi,Grey,Full,4.6,Gas,Automatic,Used,149000,Riyadh,Negotiable,True
https://syarah.com/%D9%83%D9%8A%D8%A7_%D9%83%D8%A7%D8%AF%D9%8A%D9%86%D8%B2%D8%A7_2017_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%81%D9%84/car-10399750,Kia,Cadenza,2017,Saudi,Grey,Full,3.5,Gas,Automatic,Used,60314,Riyadh,Negotiable,True
https://syarah.com/%D9%83%D9%8A%D8%A7_%D9%83%D8%B1%D9%86%D9%81%D8%A7%D9%84_2015/car-10297389,Kia,Carnival,2015,Saudi,Silver,Standard,,Gas,Automatic,Used,90000,Riyadh,Negotiable,True
https://syarah.com/online/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A_%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88_2012_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_%D8%AF%D8%A8%D9%84/car-70047,Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,Used,85175,Riyadh,41500,False
https://syarah.com/online/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A_%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88_2012_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_%D8%AF%D8%A8%D9%84/car-70045,Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,Used,91782,Riyadh,41500,False
https://syarah.com/online/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A_%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88_2012_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_%D8%AF%D8%A8%D9%84/car-70043,Mitsubishi,Pajero,2012,Saudi,White,Standard,3.8,Gas,Automatic,Used,104330,Riyadh,41500,False
https://syarah.com/online/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A_%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88_2012_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1_%D8%AF%D8%A8%D9%84/car-70041,Mitsubishi,Pajero,2012,Saudi,Silver,Standard,3.5,Gas,Automatic,Used,65173,Riyadh,41500,False
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%87%D8%A7%D9%8A%D9%84%D9%83%D8%B3_2009_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457548,Toyota,Hilux,2009,Saudi,White,Semi Full,2.7,Gas,Manual,Used,300,Jeddah,Negotiable,True
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D9%83%D8%B1%D8%B3%D9%8A%D8%AF%D8%A7_1986_%D8%B3%D9%8A%D8%AF%D8%A7%D9%86/car-10457546,Toyota,Cressida,1986,Saudi,White,Semi Full,4.5,Gas,Manual,Used,480000,Aseer,Negotiable,True
https://syarah.com/%D8%AC%D9%8A%D8%A8_%D8%AC%D8%B1%D8%A7%D9%86%D8%AF_%D8%B4%D9%8A%D8%B1%D9%88%D9%83%D9%8A_2013_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10435167,Jeep,Grand Cherokee,2013,Other,Another Color,Full,6.4,Gas,Automatic,Used,118000,Riyadh,90000,False
https://syarah.com/%D9%81%D9%88%D8%B1%D8%AF_%D8%A7%D9%83%D8%B3%D8%A8%D9%8A%D8%AF%D8%B4%D9%86_%D9%85%D9%88%D8%AF%D9%8A%D9%84_2010_%D9%85/car-10396850,Ford,Expedition,2010,Saudi,White,Semi Full,,Gas,Automatic,Used,2930000,Riyadh,30000,False
https://syarah.com/%D9%87%D9%88%D9%86%D8%AF%D8%A7%D9%8A_%D8%A7%D9%83%D9%88%D8%B1%D8%AF_2002_%D8%A7%D9%84%D9%85%D8%A7%D9%84%D9%83/car-10457542,Honda,Accord,2002,Saudi,Navy,Semi Full,1.5,Gas,Automatic,Used,500000,Jeddah,Negotiable,True
https://syarah.com/%D8%A8_%D9%86_%D8%AA%D9%84%D9%8A_%D8%A8%D9%8A%D9%86%D8%AA%D8%A7%D9%8A%D8%AC%D8%A7_2018_%D8%B3%D8%B9%D9%88%D8%AF%D9%8A_%D9%81%D9%84/car-9218048,Bentley,Bentayga,2018,Saudi,White,Full,,Gas,Automatic,Used,26000,Riyadh,750000,False
https://syarah.com/%D9%84%D9%83%D8%B2%D8%B3_RX_2002_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457538,Lexus,RX,2002,Gulf Arabic,White,Full,,Gas,Automatic,Used,333,Jeddah,Negotiable,True
https://syarah.com/%D8%AA%D9%88%D9%8A%D9%88%D8%AA%D8%A7_%D8%B4%D8%A7%D8%B5_2015_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457536,Toyota,Land Cruiser Pickup,2015,Gulf Arabic,Another Color,Semi Full,4.0,Gas,Manual,Used,232,Qassim,65000,False
https://syarah.com/%D9%85%D9%8A%D8%AA%D8%B3%D9%88%D8%A8%D9%8A%D8%B4%D9%8A_%D8%A8%D8%A7%D8%AC%D9%8A%D8%B1%D9%88_2017_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10426377,Mitsubishi,Pajero,2017,Gulf Arabic,White,Standard,3.5,Gas,Automatic,Used,152000,Qassim,Negotiable,True
https://syarah.com/%D8%AC%D9%8A_%D8%A5%D9%85_%D8%B3%D9%8A_%D8%B3%D9%8A%D9%8A%D8%B1%D8%A7_2021_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10432497,GMC,Sierra,2021,Saudi,Black,Full,,Gas,Automatic,Used,2000,Khobar,190000,False
https://syarah.com/%D8%AC%D9%8A_%D8%A5%D9%85_%D8%B3%D9%8A_%D8%B3%D9%8A%D9%8A%D8%B1%D8%A7_2021_%D9%84%D9%84%D8%A8%D9%8A%D8%B9/car-10457534,GMC,Sierra,2021,Saudi,Another Color,Full,8.0,Gas,Automatic,Used,2800,Khobar,180000,False
https://syarah.com/%D9%86%D9%8A%D8%B3%D8%A7%D9%86_%D8%A8%D8%A7%D8%AB%D9%81%D9%86%D8%AF%D8%B1_1998/car-10457528,Nissan,Pathfinder,1998,Saudi,Golden,Standard,3.5,Gas,Automatic,Used,3180003,Riyadh,10500,False
https://syarah.com/%D9%85%D8%B1%D8%B3%D9%8A%D8%AF%D8%B3_GLC_200_2020/car-10457526,Mercedes,GLC,2020,Other,Black,Standard,,Gas,Automatic,Used,15391,Riyadh,265000,False
https://syarah.com/%D8%A8%D9%8A_%D8%A7%D9%85_%D8%AF%D8%A8%D9%84%D9%8A%D9%88_%D8%A7%D9%84%D9%81%D8%A6%D8%A9_X_4_xDrive_35i_2020_%D8%B3%D8%AA%D8%A7%D9%86%D8%AF%D8%B1/car-10457524,BMW,X,2020,Other,Black,Standard,,Gas,Automatic,Used,15900,Riyadh,270000,False
