,ticker,date,time,headline,neg,neu,pos,compound
212,AMZN,2021-09-21,03:59PM,Cathie Wood holds these stocks for triple-digit upside  and they're on sale,0.0,1.0,0.0,0.0
213,AMZN,2021-09-21,02:56PM,"Amazon, Chobani and other employers vow to hire Afghan refugees in the U.S.",0.0,0.876,0.124,0.1779
214,AMZN,2021-09-21,02:29PM,September Sell-Off: These 3 Growth Stocks Just Went on Sale,0.0,0.755,0.245,0.3818
215,AMZN,2021-09-21,02:24PM,Amazon.com (AMZN) vs. Tesla and Other Large-Cap Stocks: Hedge Funds Favorite Stock?,0.0,0.786,0.214,0.4588
216,AMZN,2021-09-21,02:14PM,Why Amazon is lobbying the US government to legalize weed,0.118,0.727,0.155,0.1027
217,AMZN,2021-09-21,01:04PM,Why Goldman Sachs just launched this ETF that will rival FAANG stocks,0.0,0.88,0.12,0.128
218,AMZN,2021-09-21,01:00PM,Facebook Looks to Carve Out Market for Mobile Video-Chat Device,0.0,1.0,0.0,0.0
219,AMZN,2021-09-21,12:57PM,10 Best Diversified Stocks to Invest In,0.0,0.588,0.412,0.6369
220,AMZN,2021-09-21,12:13PM,Bolsonaro Seeks to Improve Brazils Battered Image at UN,0.0,0.734,0.266,0.4404
221,AMZN,2021-09-21,12:10PM,"Apples Latest, Hot IPOs, and the Future of AI",0.0,1.0,0.0,0.0
222,AMZN,2021-09-21,11:40AM,What's Going On With Helbiz And Amazon Today?,0.0,0.805,0.195,0.1779
223,AMZN,2021-09-21,11:00AM,Good News for Amazon: Ad Prices Are Jumping,0.0,0.566,0.434,0.5574
224,AMZN,2021-09-21,10:52AM,Goldman Sachs new ETF targets non-megacap tech stocks around the world,0.0,1.0,0.0,0.0
225,AMZN,2021-09-21,10:27AM,Amazon (AMZN) Begins Operations at North Dakota Facility,0.0,0.805,0.195,0.1779
226,AMZN,2021-09-21,10:24AM,"Amazon Introduces Kindle Paperwhite Kids, Providing Distraction-Free Reading Time for Kids to Explore Thousands of New and Classic Titles",0.0,0.914,0.086,0.1779
227,AMZN,2021-09-21,10:12AM,Amazon Unveils the Next Generation Kindle Paperwhite and New Kindle Paperwhite Signature Edition,0.0,0.876,0.124,0.1779
228,AMZN,2021-09-21,10:00AM,Why Amazon Isn't About to Buy Kohl's,0.0,0.779,0.221,0.1779
229,AMZN,2021-09-21,09:49AM,Helbiz Shares Surge Over 150%: Here's Why,0.0,0.732,0.268,0.296
230,AMZN,2021-09-21,09:00AM,Amazon Unveils the Next Generation Kindle Paperwhite and New Kindle Paperwhite Signature Edition,0.0,0.876,0.124,0.1779
231,AMZN,2021-09-21,08:57AM,Texas Startups Mount Fight Against Abortion BanWithout Big Tech,0.245,0.755,0.0,-0.3818
232,AMZN,2021-09-21,08:45AM,3 Top Artificial Intelligence Stocks to Buy in September,0.0,0.55,0.45,0.5994
233,AMZN,2021-09-21,08:35AM,"'Buy Now, Pay Later' Consumer Financing Takes On Credit Cards",0.117,0.667,0.217,0.296
234,AMZN,2021-09-21,08:03AM,2 Top Warren Buffett Stocks to Buy Right Now,0.0,0.795,0.205,0.2023
235,AMZN,2021-09-21,07:55AM,2 Top Software-as-a-Service Stocks to Buy for the Long Haul,0.0,0.816,0.184,0.2023
236,AMZN,2021-09-21,07:05AM,5 Reasons GameStop Could Prove the Doubters Wrong,0.519,0.481,0.0,-0.6597
237,AMZN,2021-09-21,06:50AM,Is Alibaba Stock a Buy?,0.0,1.0,0.0,0.0
238,AMZN,2021-09-21,06:06AM,3 Stocks That Have Made Investors Money in 18 of the Past 20 Years,0.0,1.0,0.0,0.0
239,AMZN,2021-09-21,06:01AM,Dogecoin Is Down Big -- Try This Growth Stock Instead,0.0,0.776,0.224,0.3818
240,AMZN,2021-09-21,06:00AM,Amazon and Lendistry Launch Amazon Community Lending Pilot Program to Fuel Growth for Small and Medium-sized Businesses,0.0,0.7,0.3,0.6124
241,AMZN,2021-09-21,05:30AM,Boris Johnson challenges Jeff Bezos on Amazon tax at New York meeting,0.0,0.769,0.231,0.25
242,AMZN,2021-09-21,01:48AM,UPDATE 1-UK's Johnson discussed taxation with Amazon's Bezos,0.0,1.0,0.0,0.0
243,AMZN,2021-09-21,01:46AM,UK's Johnson discussed taxation with Amazon's Bezos,0.0,1.0,0.0,0.0
244,AMZN,2021-09-21,01:37AM,UK's Johnson discussed taxation with Amazon's Bezos,0.0,1.0,0.0,0.0
245,AMZN,2021-09-20,11:34PM,Jeff Bezos pledges $1 billion toward preserving 30% of Earths land and sea,0.0,1.0,0.0,0.0
246,AMZN,2021-09-20,08:44PM,"CORRECTED-Jeff Bezos pledges $1 bln to biodiversity, conservation efforts",0.0,1.0,0.0,0.0
247,AMZN,2021-09-20,05:54PM,"Why Apple, Facebook, Amazon, and Other Tech Stocks Dropped Today",0.0,0.841,0.159,0.1779
248,AMZN,2021-09-20,05:49PM,Big Tech Stocks Tumbled in the Market Swoon,0.0,1.0,0.0,0.0
249,AMZN,2021-09-20,04:51PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",0.0,0.504,0.496,0.8957
250,AMZN,2021-09-20,04:37PM,Megacap Tech Selloff Hits $500 Billion Since Nasdaq 100 Peak,0.0,1.0,0.0,0.0
251,AMZN,2021-09-20,04:26PM,Top 10 Stocks to Invest in Based on Traci Lerners Chescapmanager LLCs Portfolio,0.0,0.87,0.13,0.2023
252,AMZN,2021-09-20,02:00PM,Amazon Opens First Fulfillment Center in North Dakota,0.0,0.805,0.195,0.1779
253,AMZN,2021-09-20,01:55PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",0.0,0.504,0.496,0.8957
254,AMZN,2021-09-20,11:56AM,Amazon (AMZN) New Fulfilment Centers in India to Create Jobs,0.0,0.678,0.322,0.4215
255,AMZN,2021-09-20,11:19AM,Amazon Grows Climate Coalition Ahead of U.N. General Assembly,0.0,0.825,0.175,0.1779
256,AMZN,2021-09-20,10:36AM,"California Bill Aims to Tighten Work Rules at Amazon, Retailers",0.0,0.841,0.159,0.1779
257,AMZN,2021-09-20,10:31AM,Why Rocket Lab is the best space asset to hit the market over the last year,0.0,0.676,0.324,0.7717
258,AMZN,2021-09-20,09:00AM,Roku unveils Streaming Stick 4K and 4K+ to rival Amazons Fire Stick 4K Max,0.226,0.774,0.0,-0.3612
259,AMZN,2021-09-20,08:49AM,AT&T (T) Halves HBO Max Subscription Price to Woo Back Customers,0.0,0.763,0.237,0.4767
260,AMZN,2021-09-20,08:13AM,"Amazon to create 1,500 jobs in UAE this year",0.0,0.648,0.352,0.4215
261,AMZN,2021-09-20,08:00AM,"'Buy Now, Pay Later' Consumer Financing Takes On Credit Cards",0.117,0.667,0.217,0.296
262,AMZN,2021-09-20,06:54AM,Stock Split Watch: Is Amazon Next?,0.0,0.746,0.254,0.1779
263,AMZN,2021-09-20,06:02AM,Boris Johnson Plans to Confront Amazons Jeff Bezos Over Taxes,0.259,0.741,0.0,-0.2023
264,AMZN,2021-09-20,06:00AM,"The Climate Pledge Announces 86 New Signatories, Including Procter & Gamble, HP, and Salesforce, Signaling Their Commitment to Achieving Net-Zero Carbon by 2040 or Sooner",0.096,0.809,0.096,0.0
265,AMZN,2021-09-20,02:11AM,Amazon Vows Zero Tolerance for Graft After India Probe Report,0.0,0.672,0.328,0.4404
266,AMZN,2021-09-19,11:12PM,Apples Ted Lasso Emmy Wins Give Boost to Streaming Strategy,0.0,0.556,0.444,0.7506
267,AMZN,2021-09-19,09:00PM,Amazon Dials Up Ad Listings In Search Results,0.0,0.805,0.195,0.1779
268,AMZN,2021-09-19,07:24PM,Johnson to Tell Bezos Amazon Must Pay Fair Share of Taxes,0.096,0.479,0.425,0.5859
269,AMZN,2021-09-19,09:45AM,3 Risks to Keep in Mind Before Buying DigitalOcean,0.231,0.769,0.0,-0.2732
270,AMZN,2021-09-19,08:45AM,Here's Why Amazon Needs Retail Stores Right Now,0.0,0.805,0.195,0.1779
271,AMZN,2021-09-19,08:00AM,Why Peloton's Future Is Looking Bright,0.0,0.633,0.367,0.4404
272,AMZN,2021-09-19,07:25AM,"$1,000 Invested in These 3 Stocks Could Change Your Life in 20 Years",0.0,1.0,0.0,0.0
273,AMZN,2021-09-19,07:00AM,This Megacap Is Taking Over the World,0.0,1.0,0.0,0.0
274,AMZN,2021-09-19,06:45AM,3 5G Stocks to Buy Right Now,0.0,1.0,0.0,0.0
275,AMZN,2021-09-19,05:51AM,"5 Game-Changing Stocks That Can Turn $200,000 Into $1 Million (or More) in 10 Years",0.0,1.0,0.0,0.0
276,AMZN,2021-09-18,11:47AM,These 2 Unstoppable Stocks Have Plenty of Room to Run,0.184,0.816,0.0,-0.2023
277,AMZN,2021-09-18,10:30AM,These 3 Cathie Wood Stocks Could Give You an Early Retirement,0.0,1.0,0.0,0.0
278,AMZN,2021-09-18,09:43AM,"Emmy Awards: It's 'Queen's Gambit' vs 'Mare', 'WandaVision' in streaming showdown",0.0,0.769,0.231,0.4588
279,AMZN,2021-09-18,08:05AM,Is GameStop's Big Growth Investment Good News for Shareholders?,0.0,0.56,0.44,0.6705
280,AMZN,2021-09-18,07:30AM,"FTC, Biden Antitrust Enforcement Push Takes On Amazon, Google  And The Supreme Court",0.0,0.675,0.325,0.6486
281,AMZN,2021-09-18,07:30AM,"Why Peloton Is a Great Business Before, During, and Even After the Pandemic",0.0,0.728,0.272,0.6249
282,AMZN,2021-09-18,06:15AM,3 Stocks Cathie Wood Is Buying That Should Be on Your List Too,0.0,1.0,0.0,0.0
283,AMZN,2021-09-18,06:00AM,Better Buy: Home Depot vs. Lowe's,0.0,0.633,0.367,0.4404
284,AMZN,2021-09-17,05:10PM,Five industries affected by automation right now,0.211,0.789,0.0,-0.1531
285,AMZN,2021-09-17,03:55PM,3 No-Brainer Buffett Stocks to Invest $300 in Right Now,0.0,1.0,0.0,0.0
286,AMZN,2021-09-17,02:22PM,What Amazons $18 average hourly wage means for other employers,0.109,0.891,0.0,-0.0258
287,AMZN,2021-09-17,01:20PM,Amazon Confronts Battle With Teamsters in Labor-Friendly Canada,0.402,0.446,0.152,-0.4215
288,AMZN,2021-09-17,01:15PM,Fintechs Pose A Threat For Conventional Lenders - Read How,0.327,0.673,0.0,-0.5267
289,AMZN,2021-09-17,12:10PM,More Antitrust Concerns for Amazon (AMZN) Investors?,0.0,0.779,0.221,0.1779
290,AMZN,2021-09-17,11:01AM,Amazon Says More Than 1 Million People Applied for Jobs During Career Day Event,0.0,0.876,0.124,0.1779
291,AMZN,2021-09-17,10:46AM,"Uncertainty around taxes could cause stocks to pullback this month, strategist warns",0.275,0.725,0.0,-0.4215
292,AMZN,2021-09-17,10:32AM,KKR Lends $469 Million for Amazon Office Tower Outside Seattle,0.0,0.841,0.159,0.1779
293,AMZN,2021-09-17,09:57AM,Girish Kumars TenCore Partners is Investing in These 10 Technology Stocks,0.0,1.0,0.0,0.0
294,AMZN,2021-09-17,09:34AM,How A.I. will exacerbate inequality between rich & poor: Kai-Fu Lee,0.211,0.544,0.245,0.128
295,AMZN,2021-09-17,09:16AM,Amazon Facing Teamsters Unionization Push in Canada,0.0,0.779,0.221,0.1779
296,AMZN,2021-09-17,09:06AM,HBO Max slashes prices in limited offer as streaming wars heat up,0.448,0.552,0.0,-0.743
297,AMZN,2021-09-17,09:00AM,HBO Max slashes prices in limited offer as streaming wars heat up,0.448,0.552,0.0,-0.743
298,AMZN,2021-09-17,07:06AM,Exclusive-Amazon faces Teamsters union drive at nine Canadian sites,0.0,1.0,0.0,0.0
299,AMZN,2021-09-17,06:00AM,How payments should be invented for a fully digital world: David Marcus,0.0,1.0,0.0,0.0
300,NFLX,2021-09-22,07:07AM,Here's Why Smart Investors Are Buying Netflix Stock,0.0,0.722,0.278,0.4019
301,NFLX,2021-09-22,06:06AM,Netflix announces deal to buy Roald Dahl Story Company,0.0,1.0,0.0,0.0
302,NFLX,2021-09-22,05:38AM,"Matilda, Willy Wonka join Netflix catalog as it buys Roald Dahl's works",0.0,0.833,0.167,0.296
303,NFLX,2021-09-22,12:20AM,Philippines lower house approves VAT for big tech firms,0.185,0.588,0.227,0.128
304,NFLX,2021-09-21,09:47PM,"Hedge Funds Are Buying Netflix, Inc. (NFLX)",0.0,1.0,0.0,0.0
305,NFLX,2021-09-21,05:13PM,Netflix plans new versions of Roald Dahl stories with takeover deal,0.0,1.0,0.0,0.0
306,NFLX,2021-09-21,03:14PM,Netflix in talks to buy children's classics author Roald Dahl's works- Bloomberg News,0.0,1.0,0.0,0.0
307,NFLX,2021-09-21,01:04PM,Why Goldman Sachs just launched this ETF that will rival FAANG stocks,0.0,0.88,0.12,0.128
308,NFLX,2021-09-21,11:30AM,Here's Why Investors Can Consider Netflix in the Next Market Crash,0.213,0.787,0.0,-0.4019
309,NFLX,2021-09-21,10:52AM,Goldman Sachs new ETF targets non-megacap tech stocks around the world,0.0,1.0,0.0,0.0
310,NFLX,2021-09-21,10:27AM,Netflix (NFLX) Wins Big at Emmy Awards 2021 With The Crown,0.0,0.573,0.427,0.7717
311,NFLX,2021-09-21,07:02AM,Why ViacomCBS Deserves Apathetic Investors' Attention,0.306,0.694,0.0,-0.296
312,NFLX,2021-09-20,08:09PM,Disney Plus Increases Awards Tally at This Year's Emmys,0.0,0.727,0.273,0.4588
313,NFLX,2021-09-20,06:44PM,"Netflix Launches a Totally Free Streaming Plan, Available Only in Kenya for Now",0.0,0.754,0.246,0.5563
314,NFLX,2021-09-20,04:51PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",0.0,0.504,0.496,0.8957
315,NFLX,2021-09-20,04:05PM,Exclusive-Netflix offers free plan in Kenya to entice new subscribers,0.0,0.732,0.268,0.5106
316,NFLX,2021-09-20,01:55PM,"Emmy Award ratings surprise to the upside, boosted by big wins from 'The Crown,' 'Ted Lasso'",0.0,0.504,0.496,0.8957
317,NFLX,2021-09-20,01:29PM,UPDATE 1-Audience for Emmy Awards show rises to 7.4 million,0.0,0.75,0.25,0.4588
318,NFLX,2021-09-20,01:21PM,"The Crown, Ted Lasso Lead Emmys in Streamings Big Night",0.0,1.0,0.0,0.0
319,NFLX,2021-09-20,10:26AM,"Sears closes final store, Netflix wins big at Emmy Awards",0.0,0.544,0.456,0.7717
320,NFLX,2021-09-20,09:00AM,"Roku Launches New 4K Streaming Stick, Will Add Voice Controls for Netflix and Spotify",0.0,1.0,0.0,0.0
321,NFLX,2021-09-20,05:09AM,September is starting to stink for the stock market,0.252,0.748,0.0,-0.4019
322,NFLX,2021-09-20,05:06AM,"Premarket Movers Monday - Pfizer, Netflix, Li Auto, AstraZeneca",0.0,1.0,0.0,0.0
323,NFLX,2021-09-20,03:42AM,Disney Slips as Netflix Holds Sway at Emmy Awards,0.0,0.727,0.273,0.4588
324,NFLX,2021-09-20,12:54AM,"Apple joins streaming elite, Netflix crosses milestone with Emmy wins",0.0,0.709,0.291,0.5719
325,NFLX,2021-09-20,12:46AM,"Apple joins streaming elite, Netflix crosses milestone with Emmy wins",0.0,0.709,0.291,0.5719
326,NFLX,2021-09-19,11:12PM,Apples Ted Lasso Emmy Wins Give Boost to Streaming Strategy,0.0,0.556,0.444,0.7506
327,NFLX,2021-09-19,06:30AM,3 Stocks That Could Be Worth $1 Trillion in 10 Years,0.0,0.826,0.174,0.2263
328,NFLX,2021-09-18,03:49PM,Netflix's Day of Reckoning Is Nearing,0.0,1.0,0.0,0.0
329,NFLX,2021-09-18,11:47AM,These 2 Unstoppable Stocks Have Plenty of Room to Run,0.184,0.816,0.0,-0.2023
330,NFLX,2021-09-18,10:05AM,Mark Your Calendar: Netflix Earnings,0.0,1.0,0.0,0.0
331,NFLX,2021-09-18,09:43AM,"Emmy Awards: It's 'Ted Lasso' vs 'Mare', 'Queen's Gambit' in streaming showdown",0.0,0.786,0.214,0.4588
332,NFLX,2021-09-18,09:27AM,"Hollywood Embraces TikTok Stars for TV, Film Projects",0.0,1.0,0.0,0.0
333,NFLX,2021-09-17,10:46AM,"Uncertainty around taxes could cause stocks to pullback this month, strategist warns",0.275,0.725,0.0,-0.4215
334,NFLX,2021-09-17,09:50AM,9 Tech and Software Stocks to Buy According to Hamilton Helmers Strategy Capital,0.0,1.0,0.0,0.0
335,NFLX,2021-09-17,09:08AM,Soviet chess legend sues Netflix for 'sexist' line in Queen's Gambit show,0.0,1.0,0.0,0.0
336,NFLX,2021-09-16,05:45PM,Netflix (NFLX) Gains As Market Dips: What You Should Know,0.0,0.789,0.211,0.34
337,NFLX,2021-09-16,09:53AM,7 best VPN services for streaming securely in 2021,0.0,0.476,0.524,0.765
338,NFLX,2021-09-16,06:03AM,This Apple Business No One Is Talking About Is Becoming a Powerhouse,0.18,0.82,0.0,-0.296
339,NFLX,2021-09-15,04:15PM,Is Roku Stock A Buy Ahead Of Streaming Platform's Q3 Report?,0.0,1.0,0.0,0.0
340,NFLX,2021-09-15,04:10PM,Is Netflix Stock A Buy Before Video Streamer's Q3 Earnings Report?,0.0,1.0,0.0,0.0
341,NFLX,2021-09-15,03:50PM,Is Netflix Stock A Buy Before Video Streamer's Q3 Earnings Report?,0.0,1.0,0.0,0.0
342,NFLX,2021-09-15,02:42PM,Goldman Sachs on Apple: Delta variant will make iPhone sales 'challenging',0.0,1.0,0.0,0.0
343,NFLX,2021-09-15,01:51PM,When will Amazon stock skyrocket again?,0.0,0.746,0.254,0.1779
344,NFLX,2021-09-15,12:00PM,Netflix to Announce Third-Quarter 2021 Financial Results,0.0,1.0,0.0,0.0
345,NFLX,2021-09-15,09:54AM,"This analyst says Uber, Netflix are the top tech stocks to buy right now",0.0,0.878,0.122,0.2023
346,NFLX,2021-09-15,09:00AM,ViacomCBS Wants to Lure Big Producers With Ownership Stakes in BET Venture,0.0,1.0,0.0,0.0
347,NFLX,2021-09-15,07:30AM,Netflixs Sizzle Reel Needs to Impress,0.0,0.633,0.367,0.4404
348,NFLX,2021-09-14,07:30PM,Here's Why Netflix Is More Recession-Proof Than Disney,0.0,1.0,0.0,0.0
349,NFLX,2021-09-14,10:35AM,ViacomCBS (VIAC) Reorganizes Paramount Pictures Leadership,0.0,1.0,0.0,0.0
350,NFLX,2021-09-14,09:25AM,"Malwarebytes Privacy VPN review: Meh, that dont impress me much",0.317,0.683,0.0,-0.4031
351,NFLX,2021-09-14,02:00AM,Popular Netflix series sparks new debate over S.Korea's military conscription,0.0,0.763,0.237,0.4215
352,NFLX,2021-09-13,01:49PM,"New Study: Merchants Fight Subscription Fatigue With New Features, Flexibility",0.329,0.5,0.171,-0.296
353,NFLX,2021-09-13,09:32AM,Morgan Stanley sees a potential 10% market correction happening soon -- here's why,0.0,1.0,0.0,0.0
354,NFLX,2021-09-13,08:55AM,Is Netflix Going to Be a Hit?,0.0,1.0,0.0,0.0
355,NFLX,2021-09-13,05:10AM,Suddenly everyone thinks the stock market is going to plunge,0.0,1.0,0.0,0.0
356,NFLX,2021-09-13,03:44AM,Sorrell's S4 Capital ups profit outlook as losses widen,0.214,0.556,0.23,0.0516
357,NFLX,2021-09-12,11:25AM,"Tech heavyweights fuel California gubernatorial recall race, but allegiances divided",0.0,1.0,0.0,0.0
358,NFLX,2021-09-10,05:45PM,Netflix (NFLX) Gains As Market Dips: What You Should Know,0.0,0.789,0.211,0.34
359,NFLX,2021-09-10,04:33PM,Apple Risks Losing Billions of Dollars Annually From Epic Games Ruling,0.343,0.657,0.0,-0.5719
360,NFLX,2021-09-10,04:13PM,Apples App Store Grip Loosened as Judge Raps Pricing Power,0.0,1.0,0.0,0.0
361,NFLX,2021-09-10,02:03PM,Netflix Stock: Can Streaming Service Hold off Competitors?,0.0,1.0,0.0,0.0
362,NFLX,2021-09-10,01:13PM,Will FAANG stocks get routed because of the Federal Reserve?,0.0,1.0,0.0,0.0
363,NFLX,2021-09-10,10:42AM,You should always be expecting a 10% correction in the market: Mike Wilson,0.0,1.0,0.0,0.0
364,NFLX,2021-09-10,10:28AM,Netflix (NFLX) Inks Multi-Movie Deal With TikToker Addison Rae,0.0,1.0,0.0,0.0
365,NFLX,2021-09-09,01:40PM,"Apple is spending 'chump change' on original content, and that is big win for Netflix stock: analyst",0.0,0.711,0.289,0.7269
366,NFLX,2021-09-09,12:48PM,Disneys content is superior to Netflix: Analyst,0.0,0.632,0.368,0.5423
367,NFLX,2021-09-09,11:50AM,Best Growth Stocks October 2021,0.0,0.306,0.694,0.7783
368,NFLX,2021-09-09,11:27AM,This One Ad Metric Should Make Roku Stockholders Jump for Joy,0.0,0.725,0.275,0.5859
369,NFLX,2021-09-09,11:15AM,"Bridgerton, Stranger Things are the most important shows for Netflix: analyst",0.0,0.827,0.173,0.2716
370,NFLX,2021-09-09,09:00AM,"Column: As Hulu's price rises, how much is too much for a streaming service?",0.0,1.0,0.0,0.0
371,NFLX,2021-09-09,09:00AM,"Amazon to Sell a TV Line, Stepping Up Fight With Roku and Google",0.182,0.699,0.119,-0.2263
372,NFLX,2021-09-09,09:00AM,3 Top Entertainment Stocks to Watch in September,0.0,0.521,0.479,0.5574
373,NFLX,2021-09-09,06:17AM,4 Stocks Insiders Are Selling,0.0,1.0,0.0,0.0
374,NFLX,2021-09-08,03:33PM,Apple App Store Changes Fail to Stem Push for Overhaul Bill,0.259,0.741,0.0,-0.5423
375,NFLX,2021-09-08,02:56PM,"Stock Picks: Nvidia, Facebook Reveal 7 Telltale Traits Of Top Stocks To Buy And Watch",0.0,0.878,0.122,0.2023
376,NFLX,2021-09-08,02:30PM,Netflix stock has been on a tear  here's why,0.0,1.0,0.0,0.0
377,NFLX,2021-09-08,11:48AM,Wrong Time to Buy Netflix,0.437,0.563,0.0,-0.4767
378,NFLX,2021-09-08,10:48AM,Tech sector has no shortage of opportunities,0.389,0.37,0.241,-0.1531
379,NFLX,2021-09-08,10:12AM,How This Social Platform Became The LinkedIn Of The Entertainment World,0.0,0.781,0.219,0.4215
380,NFLX,2021-09-08,08:55AM,Apple stock is up ahead of the iPhone 13 reveal,0.0,1.0,0.0,0.0
381,NFLX,2021-09-08,08:17AM,"Dow Jones Futures: Apple Leads Market Rally; Tesla China Sales, PayPal Deal, Bitcoin In Focus",0.0,1.0,0.0,0.0
382,NFLX,2021-09-08,07:21AM,Why Impeachment: American Crime Story Is Not Available to Hulu On-Demand Subscribers,0.241,0.759,0.0,-0.5423
383,NFLX,2021-09-08,05:27AM,Netflix Target Up as JPMorgan Sees 'Linear-TV Disruption',0.263,0.737,0.0,-0.3612
384,NFLX,2021-09-08,05:00AM,"Big Techs Grip Will Ease as Rivals Grow, LinkedIn Founder Says",0.0,0.8,0.2,0.3612
385,NFLX,2021-09-08,04:03AM,Sorell's S4Capital continues deal spree with Cashmere merger,0.0,1.0,0.0,0.0
386,NFLX,2021-09-08,01:36AM,The Value and Growth Drivers that Justify Netflix's (NASDAQ:NFLX) Current Valuation,0.0,0.643,0.357,0.6124
387,NFLX,2021-09-07,04:08PM,Netflix Stock Surges Ahead Of Busy Schedule Of New Content Releases,0.0,1.0,0.0,0.0
388,NFLX,2021-09-07,04:00PM,"US STOCKS-S&P 500 ends down, Big Tech lifts Nasdaq to record",0.0,1.0,0.0,0.0
389,NFLX,2021-09-07,01:44PM,"Dow Jones Falls 175 Points, But Apple Hits All-Time High; Tesla Up, Bitcoin Tanks 9%",0.0,1.0,0.0,0.0
390,NFLX,2021-09-07,12:10PM,Why Netflix Shares Are Trading Higher Today,0.0,0.732,0.268,0.296
391,NFLX,2021-09-07,11:25AM,"Strategist talks Federal Reserve, bonds, and Tesla stock price",0.0,1.0,0.0,0.0
392,NFLX,2021-09-07,10:36AM,This Analyst Sees 32% Upside In Netflix - Read Why?,0.0,1.0,0.0,0.0
393,NFLX,2021-09-07,10:05AM,"Dow Jones Today, Stocks Start Lower, But China Names Rally; Tesla Powers Up, Netflix Gets A Lofty Target",0.121,0.879,0.0,-0.296
394,NFLX,2021-09-07,10:02AM,Here's How Far Netflix Stock Can Rally Now,0.0,1.0,0.0,0.0
395,NFLX,2021-09-07,09:51AM,25 Happiest Countries in the World,0.0,0.543,0.457,0.6369
396,NFLX,2021-09-07,08:45AM,Netflix Stock Attracts Big Money,0.0,0.597,0.403,0.4019
397,NFLX,2021-09-07,08:27AM,"Five Top Stock Gainers for Tuesday: Match, Spotify, Netflix",0.0,0.816,0.184,0.2023
398,NFLX,2021-09-07,04:40AM,"Best free VPN for secure browsing on PC, iPhone, Fire TV stick and more",0.108,0.448,0.444,0.8176
399,NFLX,2021-09-06,11:31AM,15 Fastest Animals in the World,0.0,1.0,0.0,0.0
400,GOOGL,2021-09-22,08:22AM,3 Top Cloud Computing Stocks to Buy Right Now,0.0,0.795,0.205,0.2023
401,GOOGL,2021-09-22,07:22AM,"5 Unstoppable Trends to Invest $10,000 in Right Now",0.205,0.795,0.0,-0.2023
402,GOOGL,2021-09-22,05:01AM,Learn to embrace your digital wallethere are 8 benefits to love,0.0,0.435,0.565,0.8442
403,GOOGL,2021-09-22,12:36AM,"Facebook wraps up deals with Australian media firms, TV broadcaster SBS excluded",0.179,0.821,0.0,-0.34
404,GOOGL,2021-09-22,12:27AM,"Facebook wraps up deals with Australia media firms, TV broadcaster SBS not included",0.0,1.0,0.0,0.0
405,GOOGL,2021-09-22,12:20AM,Philippines lower house approves VAT for big tech firms,0.185,0.588,0.227,0.128
406,GOOGL,2021-09-21,08:00PM,Google Drops $2.1 Billion on an Office Building,0.0,1.0,0.0,0.0
407,GOOGL,2021-09-21,05:50PM,Why Marin Software Stock Is Trading Higher After-Hours Tuesday,0.0,1.0,0.0,0.0
408,GOOGL,2021-09-21,05:48PM,Epic Won a Small Battle With Apple. Which Tech Giant Will Come Under Fire Next?,0.254,0.558,0.188,-0.0772
409,GOOGL,2021-09-21,05:40PM,At What Point Does an Individual Stock Become Too Big a Percentage of Your Portfolio?,0.0,1.0,0.0,0.0
410,GOOGL,2021-09-21,05:17PM,These Are The Best Robinhood Stocks To Buy Or Watch Now,0.0,0.704,0.296,0.6369
411,GOOGL,2021-09-21,05:00PM,"5 at 5: Your Daily Digest for Real Estate Investing, 9/21/21",0.0,1.0,0.0,0.0
412,GOOGL,2021-09-21,03:51PM,Hedge Funds Have Never Been This Bullish On Alphabet Inc (GOOGL),0.0,1.0,0.0,0.0
413,GOOGL,2021-09-21,02:53PM,Epic v. Apple could be a legal marathon as appeals wend through system,0.0,0.88,0.12,0.128
414,GOOGL,2021-09-21,01:14PM,UPDATE 1-Google to buy more office space in NYC as big tech swoops down on real estate,0.0,1.0,0.0,0.0
415,GOOGL,2021-09-21,01:06PM,Google Spending More Than $2 Billion on New York City Office Real Estate,0.0,1.0,0.0,0.0
416,GOOGL,2021-09-21,01:04PM,Why Goldman Sachs just launched this ETF that will rival FAANG stocks,0.0,0.88,0.12,0.128
417,GOOGL,2021-09-21,12:19PM,Top Communications Stocks for October 2021,0.0,0.735,0.265,0.2023
418,GOOGL,2021-09-21,12:06PM,S&P 500 Ends Lower as China-led Global Growth Worries Persist; Fed Eyed,0.301,0.542,0.157,-0.34
419,GOOGL,2021-09-21,12:05PM,Google to Buy St. Johns Terminal in NYC for $2.1 Billion,0.0,1.0,0.0,0.0
420,GOOGL,2021-09-21,11:00AM,Good News for Amazon: Ad Prices Are Jumping,0.0,0.566,0.434,0.5574
421,GOOGL,2021-09-21,10:52AM,Goldman Sachs new ETF targets non-megacap tech stocks around the world,0.0,1.0,0.0,0.0
422,GOOGL,2021-09-21,10:33AM,Google to buy more office space in NYC as big tech swoops down on real estate,0.0,1.0,0.0,0.0
423,GOOGL,2021-09-21,10:33AM,Google Spends $2.1 Billion for New York Office Building Even as It Embraces Remote Work,0.0,1.0,0.0,0.0
