Date;PKod;Pgroup;Pname;Pquantity;pce_zn;pwa_zn;pce_sn;pwa_sn;pce_sb;pwa_sb;pudzsb;pmarza;pmarzajedn;pkwmarza;pudzmarza
01.05.2018;7173;SWEETS;BOMBONIERA POMORZANKA 175 G CHOCO;7;5,37;37,58;7,31;51,17;8,99;62,93;0,06;26,56;1,94;13,59;0,07
01.05.2018;4639;SWEETS;BOMBONIERKA GALARETKA PORZ.190 G JUTRZE;1;4,14;4,14;5,68;5,68;6,99;6,99;0,01;27,11;1,54;1,54;0,01
01.05.2018;4714;GENERAL;BOROWIK SUSZONY 20 G;1;3,35;3,35;5,18;5,18;5,59;5,59;0;35,33;1,83;1,83;0,01
01.05.2018;4544;CHEMISTRY;BREF 4 FORMU?A POWER;2;2,95;5,9;4,06;8,12;4,99;9,98;0,01;27,34;1,11;2,22;0,01
01.05.2018;11595;CHEMISTRY;BREF 4-FORMULA;3;2,95;8,85;4,06;12,18;4,99;14,97;0,01;27,34;1,11;3,33;0,02
01.05.2018;11597;CHEMISTRY;BREF 4-FORMULA AKTIV;1;2,95;2,95;4,06;4,06;4,99;4,99;0;27,34;1,11;1,11;0,01
01.05.2018;11596;CHEMISTRY;BREF 4-FORMULA LEMON;4;2,95;11,8;4,06;16,24;4,99;19,96;0,02;27,34;1,11;4,44;0,02
01.05.2018;17596;CHEMISTRY;BREF DO WC 750 ML;1;4,19;4,19;5,91;5,91;7,27;7,27;0,01;29,1;1,72;1,72;0,01
01.05.2018;8865;CHEMISTRY;BREF KULKI BLUE TURK 50 G;2;5,09;10,18;7,74;15,48;9,52;19,04;0,02;34,24;2,65;5,3;0,03
01.05.2018;16849;CHEMISTRY;BREF WC KULKI;5;3,29;16,45;4,46;22,3;5,49;27,45;0,02;26,23;1,17;5,85;0,03
01.05.2018;6766;ICE_CREAMS_FROZEN;BROKUL MROZONY 450 G;1;3,49;3,49;4,66;4,66;4,89;4,89;0;25,11;1,17;1,17;0,01
01.05.2018;44;ICE_CREAMS_FROZEN;BROKULY MROZONE 450 GR MORDIS;2;4,92;9,84;6,65;13,3;6,98;13,96;0,01;26,02;1,73;3,46;0,02
01.05.2018;5491;OCCASIONAL;BROS PACKI NA MUCHY;3;0,53;1,59;1,62;4,86;1,99;5,97;0,01;67,28;1,09;3,27;0,02
01.05.2018;4883;GENERAL;BRYKIET 2 KG;1;4,69;4,69;6,5;6,5;7,99;7,99;0,01;27,85;1,81;1,81;0,01
01.05.2018;496;CANNED_PATE;BRZOSKWINIE SANDRA 820G;7;3,56;24,92;5,55;38,85;5,99;41,93;0,04;35,86;1,99;13,93;0,07
01.05.2018;9472;ICE_CREAMS_FROZEN;BUKIET WARZYW 450 G;4;3,33;13,32;4,63;18,52;4,86;19,44;0,02;28,08;1,3;5,2;0,03
01.05.2018;8934;BREAD;BULKA MALA/KAJZERKA__;2600;0,5;1300;0,67;1740,3;0,7;1818,25;1,61;25,3;0,17;440,3;2,16
01.05.2018;5864;BREAD;BULKA MASLANA MALA1;228;0,53;120,84;0,67;151,74;0,7;158,55;0,14;20,36;0,14;30,9;0,15
01.05.2018;15291;PACKAGES;BUTELKA-0_33;12;0,42;5,04;0,43;5,16;0,53;6,36;0,01;2,33;0,01;0,12;0
01.05.2018;8221;BREAD;C BAGIETKA;36;2,29;82,44;3,04;109,44;3,19;114,84;0,1;24,67;0,75;27;0,13
01.05.2018;3450;BREAD;C BULKA GRAHAMKA/ALPEJSKA;215;0,65;139,75;0,88;189,2;0,92;197,8;0,18;26,14;0,23;49,45;0,24
01.05.2018;7780;BREAD;C BULKA SEROWA;206;0,7;144,2;0,94;193,64;0,99;203,94;0,18;25,53;0,24;49,44;0,24
01.05.2018;4772;BREAD;C BULKA TARTA;3;1,35;4,05;1,8;5,4;1,89;5,67;0,01;25;0,45;1,35;0,01
01.05.2018;13830;BREAD;C BULKA TARTA 0_5KG;50;1,57;78,5;2,07;103,46;2,17;108,41;0,1;24,13;0,5;24,96;0,12
01.05.2018;18718;BREAD;C CHLEB DWORSKI;13;2;26;3,04;39,52;3,19;41,47;0,04;34,21;1,04;13,52;0,07
01.05.2018;3;BREAD;C CHLEB KROJONY 0_6 KG;454;2,4;1089,6;3,04;1378,64;3,19;1447,33;1,29;20,97;0,64;289,04;1,42
01.05.2018;9077;BREAD;C CHLEB KROJONY 0_9 KG;54,5;4;218;4,75;258,99;4,99;272,07;0,24;15,83;0,75;40,99;0,2
01.05.2018;7640;BREAD;C CHLEB KROJONY 250G;49;1,2;58,8;1,56;76,44;1,64;80,36;0,07;23,08;0,36;17,64;0,09
01.05.2018;4;BREAD;C CHLEB MAZOWIECKI 600G_;53;2,2;116,6;2,43;128,79;2,55;135,15;0,12;9,47;0,23;12,19;0,06
01.05.2018;7103;BREAD;C CHLEB RAZOWY 1KG;11,7;3,74;43,71;4,4;51,43;4,62;54;0,05;15,01;0,66;7,72;0,04
01.05.2018;9166;BREAD;C CHLEB WIEJSKI 0.6;65,5;2,5;163,75;3,12;204,29;3,28;214,73;0,19;19,84;0,62;40,54;0,2
01.05.2018;4224;BREAD;C CHLEB ZIARNISTY 300G;32;2,4;76,8;3,13;100,16;3,29;105,28;0,09;23,32;0,73;23,36;0,11
01.05.2018;12396;GENERAL_FOOD;C PYZY CIAZYNSKI;33;3,57;117,81;4,4;145,28;4,62;152,43;0,14;18,91;0,83;27,47;0,13
01.05.2018;13970;COFFEE TEA;CAPPUCCINO CZEKOLADOWE MOKATE 110GR;1;2,59;2,59;3,7;3,7;4,55;4,55;0;30;1,11;1,11;0,01
01.05.2018;2381;COFFEE TEA;CAPPUCCINO WANILIA MOKATE 110GR;2;2,59;5,18;3,7;7,4;4,55;9,1;0,01;30;1,11;2,22;0,01
01.05.2018;18232;COFFEE TEA;CAPPUCCINO Z MAGNEZEM MOKATE 110G;2;2,39;4,78;3,49;6,98;4,29;8,58;0,01;31,52;1,1;2,2;0,01
01.05.2018;15363;DRINK_JUICE;CAPPY MULTIWITAMIN 1 L;6;4,22;25,32;5,7;34,2;5,99;35,94;0,03;25,96;1,48;8,88;0,04
01.05.2018;4333;DISHES_FOR_CHILDREN;CATERING HAMBURGER  Z CZOSNKOWYM;8;2,77;22,12;3,88;31,04;4,19;33,52;0,03;28,74;1,12;8,92;0,04
01.05.2018;4332;DISHES_FOR_CHILDREN;CATERING HAMBURGER 225G Z AMERYK.;10;2,78;27,8;3,88;38,8;4,19;41,9;0,04;28,35;1,1;11;0,05
01.05.2018;4331;DISHES_FOR_CHILDREN;CATERING SANDWICH CURRY;2;2,95;5,9;3,69;7,38;3,99;7,98;0,01;20,05;0,74;1,48;0,01
01.05.2018;4329;CHIPS_FLAKES;CATERING SANDWICH Z CZOSNKOWYM;4;2,59;10,36;3,69;14,76;3,99;15,96;0,01;29,81;1,1;4,4;0,02
01.05.2018;4330;CHIPS_FLAKES;CATERING SANDWICH Z POMID.;2;2,53;5,06;3,69;7,38;3,99;7,98;0,01;31,44;1,16;2,32;0,01
01.05.2018;8561;GENERAL;CEBULKA MARYNOWANA 305 G OLE;1;3,25;3,25;4,71;4,71;5,09;5,09;0;31;1,46;1,46;0,01
01.05.2018;8632;GENERAL_FOOD;CHEETOS MIX 70 G;8;1,52;12,16;3,04;24,32;3,19;25,52;0,02;50;1,52;12,16;0,06
01.05.2018;8520;CHIPS_FLAKES;CHETOS UP 16 G;14;0,65;9,1;0,87;12,18;0,91;12,74;0,01;25,29;0,22;3,08;0,02
01.05.2018;15314;CHIPS_FLAKES;CHIPS DJ ZIEL CEB 140 G;13;1,79;23,27;2,49;32,37;2,69;34,97;0,03;28,11;0,7;9,1;0,04
01.05.2018;15313;CHIPS_FLAKES;CHIPSY DJ PAPRYKA 140 G;3;1,79;5,37;2,49;7,47;2,69;8,07;0,01;28,11;0,7;2,1;0,01
01.05.2018;19598;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;CHIPSY LAYS ZIELONA CEBU 225G;2;5,55;11,1;6,47;12,94;6,99;13,98;0,01;14,22;0,92;1,84;0,01
01.05.2018;5737;CHIPS_FLAKES;CHRUPKI CZEKOLADOWE 80 G;19;1,24;23,56;1,9;36,1;1,99;37,81;0,03;34,74;0,66;12,54;0,06
01.05.2018;10889;SWEETS;CHRUPKI KUKUR. CELKA 70GR OPAK 25 SZT;61;0,73;44,37;1,01;61,61;1,09;66,49;0,06;27,98;0,28;17,24;0,08
01.05.2018;796;DAIRY_CHESSE;CHRUPKI KUKURYDZIANE  60 G;18;1,26;22,68;1,99;35,82;2,09;37,62;0,03;36,68;0,73;13,14;0,06
01.05.2018;7398;GENERAL;CHRUPKI KUKURYDZIANE 200G;4;1,59;6,36;2,28;9,12;2,39;9,56;0,01;30,26;0,69;2,76;0,01
01.05.2018;7844;SWEETS;CHRUPKI KUKURYDZIANE OWOCOWE 80 G;16;1,78;28,48;2,56;40,96;2,69;43,04;0,04;30,47;0,78;12,48;0,06
01.05.2018;5647;CHIPS_FLAKES;CHRUPKI OWOCE 45 G;10;0,89;8,9;1,32;13,2;1,39;13,9;0,01;32,58;0,43;4,3;0,02
01.05.2018;8676;CHIPS_FLAKES;CHRUPKI PODUSZKI MIKUS 150 G;1;2,34;2,34;3,42;3,42;3,59;3,59;0;31,58;1,08;1,08;0,01
01.05.2018;8501;SWEETS;CHRUPKI STAR ORZECH  58 G;5;1,14;5,7;1,61;8,05;1,69;8,45;0,01;29,19;0,47;2,35;0,01
01.05.2018;5736;CHIPS_FLAKES;CHRUPKI TRUSKAWKOWE 80 G;5;1,24;6,2;1,9;9,5;1,99;9,95;0,01;34,74;0,66;3,3;0,02
01.05.2018;6586;SWEETS;CHRUPKI Z OWOCAMI MAX 80 G;14;1,57;21,98;2,47;34,58;2,59;36,26;0,03;36,44;0,9;12,6;0,06
01.05.2018;17562;COOKIES_BULK;CHRUSCIKI /PACZKI LUZ;1,44;13,69;19,64;16,55;23,75;17,89;25,67;0,02;17,31;2,86;4,11;0,02
01.05.2018;4530;SWEETS;CHRUSCIKI/CIASTA ROZNE KG;9,09;19,01;172,68;27,62;250,91;29,83;271,01;0,24;31,18;8,61;78,23;0,38
01.05.2018;2473;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;CHRZAN TARTY 160G VICTUS;4;1,27;5,08;2,31;9,24;2,49;9,96;0,01;45,02;1,04;4,16;0,02
01.05.2018;6106;KETCH_CONCETRATE_MUSTARD_MAJO_HORSERADISH;CHRZAN TARTY Z ZURAWINA SMAK 175 ML;2;1,34;2,68;2,53;5,06;2,73;5,46;0;47,04;1,19;2,38;0,01
01.05.2018;16742;OCCASIONAL;CHUSTECZKA HIGIENICZNA;57;0,15;8,55;0,28;15,96;0,35;19,95;0,02;46,43;0,13;7,41;0,04
01.05.2018;3033;CHEMISTRY;CHUSTECZKI BABY KINDII 60 SZT;2;2,94;5,88;4,06;8,12;4,99;9,98;0,01;27,59;1,12;2,24;0,01
01.05.2018;8189;CHEMISTRY;CHUSTECZKI DO KOLOROW 10 SZT;1;6,11;6,11;8,73;8,73;10,74;10,74;0,01;30,01;2,62;2,62;0,01
01.05.2018;9185;CHEMISTRY;CHUSTECZKI NAS.64 SZT;1;2,39;2,39;3,68;3,68;4,53;4,53;0;35,05;1,29;1,29;0,01
01.05.2018;9184;CHEMISTRY;CHUSTECZKI NASA.56 SZT HAPPY;2;2,39;4,78;3,68;7,36;4,53;9,06;0,01;35,05;1,29;2,58;0,01
01.05.2018;14525;COOKIES_BULK;CIAST.KOWOLKA JEZYKI/KOKOSANKI;0,31;13,9;4,24;18,52;5,65;20;6,1;0,01;24,96;4,62;1,41;0,01
01.05.2018;14277;COOKIES_BULK;CIAST.KOWOLKI PUDER/MARMOLADA;1,11;12,51;13,82;16,67;18,42;18;19,89;0,02;24,97;4,16;4,6;0,02
01.05.2018;9101;SWEETS;CIASTECZKA MINIS CHOCO 100G;1;2,12;2,12;3,15;3,15;3,88;3,88;0;32,7;1,03;1,03;0,01
01.05.2018;9102;SWEETS;CIASTECZKA ZOO Z KAKAO 100G;8;2,06;16,48;3,08;24,64;3,79;30,32;0,03;33,12;1,02;8,16;0,04
01.05.2018;9427;SWEETS;CIASTKA  HIT 220 G CYTRYNA BIALA CZEK.;1;3,28;3,28;4,69;4,69;5,77;5,77;0,01;30,06;1,41;1,41;0,01
01.05.2018;4704;SWEETS;CIASTKA  KUBUS MASLANE 100 G;5;1,59;7,95;2,43;12,15;2,99;14,95;0,01;34,57;0,84;4,2;0,02
01.05.2018;9260;SWEETS;CIASTKA DESSIMO MALINA 135 G;11;1,31;14,41;1,86;20,46;2,29;25,19;0,02;29,57;0,55;6,05;0,03
01.05.2018;9428;SWEETS;CIASTKA HIT 220 G B.CZEKOLADA I MALINA;1;3,34;3,34;4,69;4,69;5,77;5,77;0,01;28,78;1,35;1,35;0,01
01.05.2018;16748;SWEETS;CIASTKA HIT 220 G ORZECH;1;2,99;2,99;4,69;4,69;5,77;5,77;0,01;36,25;1,7;1,7;0,01
01.05.2018;9169;SWEETS;CIASTKA JEZYKI BIALEJ CZEK.140 G;6;3,12;18,72;4,06;24,36;4,99;29,94;0,03;23,15;0,94;5,64;0,03
01.05.2018;8831;SWEETS;CIASTKA JEZYKI CAFE 140 G;2;2,71;5,42;4,06;8,12;4,99;9,98;0,01;33,25;1,35;2,7;0,01
01.05.2018;5489;COOKIES_BULK;CIASTKA JIW KG;0,07;6,29;0,44;9,29;0,65;10;0,7;0;32,31;3;0,21;0
01.05.2018;3258;SWEETS;CIASTKA KOWOLKA BABECZKI SUCHE;0,2;15;3;20,55;4,11;22,2;4,44;0;27,01;5,55;1,11;0,01
01.05.2018;8275;GENERAL;CIASTKA KRAKUSKI DESEROWE Z CUKREM 200G;1;2,4;2,4;3,24;3,24;3,99;3,99;0;25,93;0,84;0,84;0
01.05.2018;8084;SWEETS;CIASTKA KRAKUSKI FLORIANKI 171G;7;2,62;18,34;4,06;28,42;4,99;34,93;0,03;35,47;1,44;10,08;0,05
01.05.2018;4021;SWEETS;CIASTKA KRAKUSKI MASLANE 201 G;8;2,15;17,2;3,43;27,44;4,22;33,76;0,03;37,32;1,28;10,24;0,05
01.05.2018;17219;SWEETS;CIASTKA KRAKUSKI SERDUSZKA 171 G;5;2,62;13,1;4,06;20,3;4,99;24,95;0,02;35,47;1,44;7,2;0,04
01.05.2018;9281;SWEETS;CIASTKA LEIBNIZ  ZOO 100 G ORYGINAL;8;1,87;14,96;2,88;23,04;3,54;28,32;0,03;35,07;1,01;8,08;0,04
01.05.2018;9331;SWEETS;CIASTKA MINIS CHOCO 120 G W POLEWANE;7;1,68;11,76;2,43;17,01;2,99;20,93;0,02;30,86;0,75;5,25;0,03
01.05.2018;11729;SWEETS;CIASTKA PALUSZKI 144G WISNIA;4;2,73;10,93;3,81;15,24;4,69;18,76;0,02;28,28;1,08;4,31;0,02
01.05.2018;6740;COOKIES_BULK;CIASTKA PRIMAX LUZ;0,17;9,29;1,58;13,82;2,35;17;2,89;0;32,77;4,53;0,77;0
01.05.2018;2158;CHEMISTRY;CLIN DO SZYB 500 ML Z DOZOWNIKIEM;1;3,89;3,89;5,68;5,68;6,99;6,99;0,01;31,51;1,79;1,79;0,01
01.05.2018;19335;CHEMISTRY;CLIN LEMON 500 ML Z DOZ.;1;3,89;3,89;2,85;2,85;3,5;3,5;0;-36,49;-1,04;-1,04;-0,01
01.05.2018;2905;CHEMISTRY;CLIN ZAPAS 500 ML;3;3,07;9,21;4,46;13,38;5,49;16,47;0,01;31,17;1,39;4,17;0,02
01.05.2018;8005;CHEMISTRY;COLGATE SZCZOTECZKA PLUS MEDIUM;2;1,65;3,3;3,3;6,6;4,06;8,12;0,01;50;1,65;3,3;0,02
01.05.2018;12227;CHIPS_FLAKES;CRANCHIPS KEBAB;1;3,79;3,79;4,81;4,81;5,19;5,19;0;21,21;1,02;1,02;0,01
01.05.2018;18834;GENERAL_FOOD;CREMONA LIGHTS 200G;1;2,3;2,3;3,14;3,14;3,39;3,39;0;26,75;0,84;0,84;0
01.05.2018;4886;GENERAL_FOOD;CUKIER 1KG;12;1,47;17,66;2,12;25,44;2,29;27,48;0,02;30,58;0,65;7,78;0,04
01.05.2018;14008;GENERAL_FOOD;CUKIER BIALY 1KG;33;1,48;48,84;2,12;69,96;2,29;75,57;0,07;30,19;0,64;21,12;0,1
01.05.2018;9139;GENERAL_FOOD;CUKIER BIALY 1KG;2;1,57;3,14;2,12;4,24;2,29;4,58;0;25,94;0,55;1,1;0,01
01.05.2018;9230;GENERAL_FOOD;CUKIER BIALY 1KG;1;1,35;1,35;2,12;2,12;2,29;2,29;0;36,32;0,77;0,77;0
01.05.2018;3810;GENERAL_FOOD;CUKIER PUDER 0_4KG JARACZEWO;12;1,42;17,04;2,03;24,36;2,19;26,28;0,02;30,05;0,61;7,32;0,04
01.05.2018;16554;GENERAL_FOOD;CUKIER PUDER KROS.400G;4;1,68;6,72;2,4;9,6;2,59;10,36;0,01;30;0,72;2,88;0,01
01.05.2018;13728;SPICES;CUKIER WANILINOWY DELECTA;6;0,48;2,88;0,69;4,14;0,85;5,1;0;30,43;0,21;1,26;0,01
01.05.2018;3591;GENERAL_FOOD;CUKIER WANILIOWY DELECTA 30 G;3;0,37;1,11;0,72;2,16;0,89;2,67;0;48,61;0,35;1,05;0,01
01.05.2018;9479;CHEWING_GUM_LOLIPOPS;CUKIERKI CARAVAN;1;0,26;0,26;0,38;0,38;0,47;0,47;0;31,58;0,12;0,12;0
01.05.2018;16943;COOKIES_BULK;CUKIERKI EUKALIPTUSOWE LUZ;0,25;12,08;3,02;16,24;4,06;20;5;0;25,62;4,16;1,04;0,01
01.05.2018;9314;COOKIES_BULK;CUKIERKI KROWKA WAWEL/SOLIDARNOSC;0,3;14,33;4,3;20,33;6,1;25;7,5;0,01;29,51;6;1,8;0,01
01.05.2018;4848;COOKIES_BULK;CUKIERKI MLECZNE /CHOCO/ROSHEN;1,37;12,84;17,52;19,51;26,63;24;32,76;0,03;34,21;6,67;9,11;0,04
01.05.2018;4343;COOKIES_BULK;CUKIERKI OWOCOWE ROSHEN;0,51;8,9;4,54;12,84;6,55;15,82;8,07;0,01;30,69;3,94;2,01;0,01
01.05.2018;8163;SWEETS;CUKIERKI PUDROWE LUZ;0,57;10;5,65;14,28;8,07;17,54;9,91;0,01;29,99;4,28;2,42;0,01
01.05.2018;16705;COOKIES_BULK;CUKIERKI ROSEN ZELKI LUZ;0,39;10,26;4;16,15;6,3;19,9;7,76;0,01;36,51;5,9;2,3;0,01
01.05.2018;17540;COOKIES_BULK;CUKIERKI VALENTINO SZT;21;0,25;5,25;0,32;6,72;0,39;8,19;0,01;21,88;0,07;1,47;0,01
01.05.2018;4701;SWEETS;CUKIERKI WERTHERS ORGINAL 80 G;1;2,43;2,43;3,81;3,81;4,69;4,69;0;36,22;1,38;1,38;0,01
01.05.2018;7497;SWEETS;CUKIERKI WERTHERS ORIGINAL 75GR;3;1,35;4,05;1,94;5,82;2,39;7,17;0,01;30,41;0,59;1,77;0,01
01.05.2018;9308;SWEETS;CUKIERKI WERTHERS SOFT 70 G;3;2,43;7,29;3,81;11,43;4,69;14,07;0,01;36,22;1,38;4,14;0,02
01.05.2018;9170;SWEETS;CUKIERKI ZOZOLE MUSS 75 G;1;1,27;1,27;1,93;1,93;2,37;2,37;0;34,2;0,66;0,66;0
01.05.2018;4279;WINE_ALCOHOL 18%;CYDR LUBUSKI 1 L;2;6,95;13,9;9,53;19,06;11,72;23,44;0,02;27,07;2,58;5,16;0,03
01.05.2018;9364;GENERAL_FOOD;CYKORIA BUDYN CYTRYNOWY 40 G B/CUKRU;2;0,63;1,26;0,88;1,76;0,95;1,9;0;28,41;0,25;0,5;0
01.05.2018;9365;GENERAL_FOOD;CYKORIA BUDYN CZEKOLADOWY 40 G B/CUKRU;2;0,63;1,26;0,88;1,76;0,95;1,9;0;28,41;0,25;0,5;0
01.05.2018;4870;GENERAL_FOOD;CYKORIA BUDYN SMIETANKOWY B/C 40 G;8;0,63;5,04;0,88;7,04;0,95;7,6;0,01;28,41;0,25;2;0,01
01.05.2018;4869;GENERAL_FOOD;CYKORIA BUDYN WANILIOWY B/C 40 G;8;0,63;5,04;0,88;7,04;0,95;7,6;0,01;28,41;0,25;2;0,01
01.05.2018;14441;GENERAL_FOOD;CYKORIA KALENDRA 20G;1;0,78;0,78;1,13;1,13;1,39;1,39;0;30,97;0,35;0,35;0
01.05.2018;11564;GENERAL_FOOD;CYKORIA SNIEZKA 60 G;1;1,09;1,09;1,5;1,5;1,62;1,62;0;27,33;0,41;0,41;0
01.05.2018;13593;GROATS_RICE_PASTA;CYKORIA SOS BIALY 25 G;5;1,01;5,05;1,38;6,9;1,49;7,45;0,01;26,81;0,37;1,85;0,01
01.05.2018;8335;GENERAL;CZARNUSZKA 50 G;1;2,17;2,17;2,86;2,86;3,52;3,52;0;24,13;0,69;0,69;0
01.05.2018;1375;GENERAL;CZEK ALPEN GOLD 100 G MLECZNA;5;2,04;10,2;3,05;15,25;3,75;18,75;0,02;33,11;1,01;5,05;0,02
01.05.2018;1763;SWEETS;CZEK ALPEN GOLD 90 G GORZKA;1;1,87;1,87;2,72;2,72;3,35;3,35;0;31,25;0,85;0,85;0
01.05.2018;1950;SWEETS;CZEK AMELIA BIALA 100G;1;1,36;1,36;1,95;1,95;2,4;2,4;0;30,26;0,59;0,59;0
01.05.2018;5795;SWEETS;CZEK AMELIA MLECZNA 100G;2;1,39;2,78;2,02;4,04;2,49;4,98;0;31,19;0,63;1,26;0,01
01.05.2018;1368;GENERAL;CZEK.ALPEN GOLD 90G TRUS.;5;2,13;10,65;3,05;15,25;3,75;18,75;0,02;30,16;0,92;4,6;0,02
01.05.2018;8647;SWEETS;CZEKOLADA BARON 100 G WALWNTYNKOWA;4;2,78;11,12;4,06;16,24;4,99;19,96;0,02;31,53;1,28;5,12;0,03
01.05.2018;9474;SWEETS;CZEKOLADA BARON Z MALINAMI 100G;4;1,65;6,6;2,43;9,72;2,99;11,96;0,01;32,1;0,78;3,12;0,02
01.05.2018;3239;SWEETS;CZEKOLADA OKIENKO ORZECH_100G;1;3,47;3,47;5,52;5,52;6,79;6,79;0,01;37,14;2,05;2,05;0,01
01.05.2018;5165;SWEETS;CZEKOLADA RITTER 100 G;3;3,53;10,59;4,87;14,61;5,99;17,97;0,02;27,52;1,34;4,02;0,02
01.05.2018;8052;DAIRY_CHESSE;DA DANIO WANILIOWY 140G;10;1,08;10,8;1,61;16,1;1,69;16,9;0,02;32,92;0,53;5,3;0,03
01.05.2018;17429;DAIRY_CHESSE;DA DANONE GRATKA 115 G;20;0,55;11;0,75;15;0,79;15,8;0,01;26,67;0,2;4;0,02
01.05.2018;14892;DAIRY_CHESSE;DA DANONKI MEGA BRZOSK/JAGODA;2;5,25;10,5;3,62;7,24;3,8;7,6;0,01;-45,03;-1,63;-3,26;-0,02
01.05.2018;7802;DAIRY_CHESSE;DA DANONKI MEGA TRUSKAWKA/BANAN;1;5,25;5,25;3,5;3,5;3,68;3,68;0;-50;-1,75;-1,75;-0,01
01.05.2018;3487;DAIRY_CHESSE;DA DANONKI TRUSKAWE 4X50G;2;2,71;5,42;3,8;7,6;3,99;7,98;0,01;28,68;1,09;2,18;0,01
01.05.2018;3192;DAIRY_CHESSE;DA DANONKI WANILIOWE 4X50G;2;2,71;5,42;3,8;7,6;3,99;7,98;0,01;28,68;1,09;2,18;0,01
01.05.2018;15905;DAIRY_CHESSE;DA FANTASIA Z CZEKOLADA 110G;10;1,25;12,5;1,9;19;1,99;19,9;0,02;34,21;0,65;6,5;0,03
01.05.2018;880;DAIRY_CHESSE;DA MLEKO CZEKOLADOWE 320 G;6;2,08;12,48;2,6;15,6;2,73;16,38;0,01;20;0,52;3,12;0,02
01.05.2018;4808;LUNCH DINING DISHES;DANIE KACHNY PULPETY;2;2,69;5,38;4,18;8,36;4,39;8,78;0,01;35,65;1,49;2,98;0,01
01.05.2018;8942;DAIRY_CHESSE;DE SEREK Z BRZOSKWINIA 150 G;2;1,29;2,58;1,8;3,6;1,89;3,78;0;28,33;0,51;1,02;0,01
01.05.2018;8943;DAIRY_CHESSE;DE SEREK Z MALINAMI 150 G;4;1,29;5,16;1,58;6,3;1,66;6,62;0,01;18,1;0,29;1,14;0,01
01.05.2018;8946;DAIRY_CHESSE;DE SEREK Z TRUSKAWKAMI 150 G;2;1,32;2,64;1,8;3,6;1,89;3,78;0;26,67;0,48;0,96;0
01.05.2018;9701;DAIRY_CHESSE;DELECTA MIX DO SMIETANY;6;0,73;4,38;1,13;6,78;1,22;7,32;0,01;35,4;0,4;2,4;0,01
01.05.2018;7470;SPICES;DELEKTA CUKIER ?ELUJ?CY  500GR 2*1;1;4,99;4,99;6,4;6,4;6,72;6,72;0,01;22,03;1,41;1,41;0,01
01.05.2018;5269;FISH;DELFINKI RYBNE PANIER.LUZ;0,2;7,5;1,5;9,5;1,9;10;2;0;21,05;2;0,4;0
01.05.2018;4967;SWEETS;DELICJE POMARANCZOWE 147G;10;2,19;21,9;3,24;32,4;3,99;39,9;0,04;32,41;1,05;10,5;0,05
01.05.2018;5331;SWEETS;DELICJE WISNIOWE 294G WEDEL;1;4,29;4,29;6,09;6,09;7,49;7,49;0,01;29,56;1,8;1,8;0,01
01.05.2018;4338;CHEMISTRY;DENATURAT 0_5 ML;1;2,17;2,17;3,11;3,11;3,83;3,83;0;30,23;0,94;0,94;0
01.05.2018;1654;DAIRY_CHESSE;DESER JANA CZEKOLADOWY 120G;15;1,18;17,7;1,9;28,5;1,99;29,85;0,03;37,89;0,72;10,8;0,05
01.05.2018;1653;DAIRY_CHESSE;DESER JANA WANILIOWY 120GR;7;1,32;9,24;1,9;13,3;1,99;13,93;0,01;30,53;0,58;4,06;0,02
01.05.2018;12757;GENERAL_FOOD;DESER MONTE 150 G CZEKOL;9;2,02;18,18;2,95;26,55;3,19;28,71;0,03;31,53;0,93;8,37;0,04
01.05.2018;7980;DAIRY_CHESSE;DESER MONTE 150 WHITE;6;1,78;10,68;3,51;21,06;3,79;22,74;0,02;49,29;1,73;10,38;0,05
01.05.2018;7324;GENERAL_FOOD;DESER MONTE SMURF 125 G;1;2,3;2,3;3,14;3,14;3,39;3,39;0;26,75;0,84;0,84;0
01.05.2018;5595;OCCASIONAL;DLUGOPIS NIEBIESKI;3;0,52;1,56;0,8;2,4;0,99;2,97;0;35;0,28;0,84;0
01.05.2018;8858;CHEMISTRY;DOMESTOS 750 ML BLU ZERO;1;4,99;4,99;7,13;7,13;8,77;8,77;0,01;30,01;2,14;2,14;0,01
01.05.2018;17590;CHEMISTRY;DOMESTOS 750 ML CITRUS;1;5,49;5,49;7,85;7,85;9,66;9,66;0,01;30,06;2,36;2,36;0,01
01.05.2018;6791;SPICES;DR O AROMAT WANILIA 9ML;2;1,14;2,28;1,5;3;1,85;3,7;0;24;0,36;0,72;0
01.05.2018;8901;GENERAL;DR O BUDYN SLODKA CHWILA CZEK+WISNIA;5;1,07;5,35;1,81;9,05;1,95;9,75;0,01;40,88;0,74;3,7;0,02
01.05.2018;8897;GENERAL;DR O KISIEL SLOD CHWILA CZ_PORZECZKA AGR;2;1,31;2,62;1,81;3,62;1,95;3,9;0;27,62;0,5;1;0
01.05.2018;8895;GENERAL;DR O KISIEL SLOD.CHWILA MANGO+ANANAS32 G;6;1,07;6,42;1,81;10,86;1,95;11,7;0,01;40,88;0,74;4,44;0,02
01.05.2018;8529;GENERAL;DR O KISIEL SLODKA CHWILA 32 G TRUS;1;1,07;1,07;1,81;1,81;1,95;1,95;0;40,88;0,74;0,74;0
