Date,Open,High,Low,Close,Adj Close,compound,neg,neu,pos
2008-02-05,18.6329,19.1429,18.4143,129.36,18.48,0.7469,0.046,0.879,0.075
2008-02-06,18.69,18.8457,17.3957,122.0,17.4286,0.9354,0.074,0.776,0.15
2008-02-07,17.1386,17.8257,16.7529,121.24,17.32,0.9078,0.034,0.878,0.088
2008-02-08,17.44,17.9571,17.3714,125.48,17.9257,0.9151,0.065,0.803,0.133
2008-02-11,18.2871,18.5686,18.1714,129.45,18.4929,0.0,0.0,0.0,0.0
2008-02-12,18.6714,18.7143,17.66,124.86,17.8371,0.9867,0.05,0.82,0.13
2008-02-13,18.0971,18.54,17.9471,129.4,18.4857,0.969,0.051,0.83,0.119
2008-02-14,18.4857,18.6857,18.1443,127.46,18.2086,0.9118,0.041,0.849,0.11
2008-02-15,18.0386,18.1543,17.7229,124.63,17.8043,0.3182,0.051,0.881,0.067
2008-02-19,17.9986,18.1071,17.3486,122.18,17.4543,0.8592,0.037,0.89,0.072
2008-02-20,17.4571,17.8,17.3829,123.82,17.6886,-0.9818,0.159,0.786,0.055
2008-02-21,18.0071,18.0671,17.2657,121.54,17.3629,-0.9688,0.145,0.784,0.071
2008-02-22,17.4971,17.5014,16.5529,119.46,17.0657,0.3716,0.039,0.904,0.057
2008-02-25,16.9414,17.1671,16.6657,119.74,17.1057,-0.4404,0.072,0.898,0.029
2008-02-26,16.8057,17.2986,16.4914,119.15,17.0214,0.9798,0.039,0.776,0.185
2008-02-27,16.89,17.5786,16.87,122.96,17.5657,0.9868,0.055,0.812,0.133
2008-02-28,18.1714,18.8857,17.9671,129.91,18.5586,0.9552,0.075,0.787,0.138
2008-02-29,18.47,18.6014,17.8286,125.02,17.86,0.9337,0.068,0.739,0.193
2008-03-03,17.7771,17.9971,16.8571,121.73,17.39,0.1538,0.065,0.868,0.068
2008-03-04,17.4271,17.84,17.2,124.62,17.8029,0.959,0.055,0.82,0.125
2008-03-05,17.6543,17.8771,17.4643,124.49,17.7843,0.9544,0.07,0.796,0.133
2008-03-06,17.8014,18.2143,17.2586,120.93,17.2757,0.9888,0.031,0.833,0.136
2008-03-07,17.2014,17.5686,17.0071,122.25,17.4643,0.9758,0.034,0.819,0.147
2008-03-10,17.4257,17.6371,17.0529,119.69,17.0986,0.0,0.0,0.0,0.0
2008-03-11,17.7286,18.2114,17.4286,127.35,18.1929,-0.2732,0.063,0.878,0.059
2008-03-12,18.1486,18.3829,17.8814,126.03,18.0043,0.3071,0.069,0.855,0.076
2008-03-13,17.7286,18.5,17.5714,127.94,18.2771,-0.5789,0.04,0.941,0.019
2008-03-14,18.5543,18.6143,17.7429,126.61,18.0871,0.0,0.0,0.0,0.0
2008-03-17,17.5071,18.37,17.5071,126.73,18.1043,0.8705,0.034,0.899,0.067
2008-03-18,18.4543,19.0,18.3814,132.82,18.9743,0.3071,0.042,0.9,0.057
2008-03-19,19.0171,19.1843,18.5243,129.67,18.5243,0.9782,0.03,0.866,0.104
2008-03-20,18.7314,19.0414,18.4543,133.27,19.0386,0.9438,0.017,0.89,0.093
2008-03-24,19.1443,20.1214,19.0914,139.53,19.9329,0.8713,0.012,0.921,0.068
2008-03-25,19.9943,20.4429,19.6186,140.98,20.14,0.891,0.034,0.874,0.092
2008-03-26,20.1243,20.82,20.0914,145.06,20.7229,0.9273,0.045,0.855,0.1
2008-03-27,20.7071,20.7586,19.9986,140.25,20.0357,0.0,0.0,0.0,0.0
2008-03-28,20.2571,20.6643,20.2286,143.01,20.43,-0.6369,0.076,0.924,0.0
2008-03-31,20.4671,20.8157,20.36,143.5,20.5,0.5494,0.038,0.86,0.102
2008-04-01,20.9,21.38,20.5157,149.53,21.3614,0.9275,0.031,0.873,0.096
2008-04-02,21.2543,21.6,20.8357,147.49,21.07,0.9726,0.023,0.876,0.101
2008-04-03,21.0086,21.9471,21.0,151.61,21.6586,0.9731,0.023,0.883,0.094
2008-04-04,21.7414,22.1014,21.5357,153.08,21.8686,0.8674,0.018,0.917,0.065
2008-04-07,22.3043,22.8129,22.1586,155.89,22.27,0.8341,0.078,0.83,0.092
2008-04-08,21.9357,22.35,21.76,152.84,21.8343,0.8126,0.066,0.83,0.104
2008-04-09,21.9014,21.9843,21.4943,151.44,21.6343,0.5267,0.065,0.85,0.085
2008-04-10,21.59,22.2029,21.5143,154.55,22.0786,0.4588,0.038,0.902,0.059
2008-04-11,21.8171,21.9,20.9143,147.14,21.02,0.7351,0.021,0.891,0.088
2008-04-14,20.9671,21.3214,20.6486,147.78,21.1114,0.9531,0.026,0.89,0.084
2008-04-15,21.3429,21.3886,20.8171,148.38,21.1971,0.9875,0.034,0.834,0.132
2008-04-16,21.6743,22.0143,21.5171,153.7,21.9571,0.9922,0.004,0.843,0.152
2008-04-17,22.0243,22.2857,21.9071,154.49,22.07,0.9422,0.044,0.853,0.103
2008-04-18,22.7314,23.18,22.6257,161.04,23.0057,0.9509,0.033,0.812,0.155
2008-04-21,23.1729,24.0714,23.1086,168.16,24.0229,0.2732,0.056,0.882,0.062
2008-04-22,23.9143,24.0,22.5843,160.2,22.8857,0.8687,0.039,0.887,0.074
2008-04-23,23.4357,23.5486,23.0114,162.89,23.27,0.9172,0.079,0.798,0.123
2008-04-24,23.62,24.2829,22.7414,168.94,24.1343,0.9579,0.097,0.745,0.158
2008-04-25,24.3857,24.4429,23.7743,169.73,24.2471,-0.969,0.133,0.824,0.043
2008-04-28,24.25,24.8214,24.1614,172.24,24.6057,0.8131,0.048,0.829,0.123
2008-04-29,24.4443,25.0943,24.3214,175.05,25.0071,0.0,0.0,0.0,0.0
2008-04-30,25.17,25.7143,24.7029,173.95,24.85,0.5719,0.035,0.926,0.039
2008-05-01,24.9943,25.7143,24.98,180.0,25.7143,0.8299,0.013,0.952,0.036
2008-05-02,25.7414,25.9886,25.5071,180.94,25.8486,0.8767,0.029,0.882,0.09
2008-05-05,25.9886,26.4729,25.8643,184.73,26.39,0.8677,0.024,0.918,0.058
2008-05-06,26.38,26.7314,26.0257,186.66,26.6657,-0.0258,0.036,0.929,0.035
2008-05-07,26.5786,26.8857,25.7914,182.59,26.0843,0.8898,0.051,0.863,0.086
2008-05-08,26.2529,26.6429,26.1529,185.06,26.4371,0.9506,0.054,0.838,0.108
2008-05-09,26.1657,26.3214,25.91,183.45,26.2071,-0.453,0.056,0.908,0.036
2008-05-12,26.4586,26.9814,26.1214,188.16,26.88,0.9382,0.0,0.932,0.068
2008-05-13,26.9443,27.35,26.8371,189.96,27.1371,-0.2732,0.055,0.899,0.046
2008-05-14,27.3186,27.4629,26.51,186.26,26.6086,0.5067,0.082,0.814,0.104
2008-05-15,26.6871,27.1286,26.3143,189.73,27.1043,0.9092,0.029,0.875,0.096
2008-05-16,27.1586,27.1857,26.7143,187.62,26.8029,0.8316,0.031,0.876,0.093
2008-05-19,26.8371,26.9557,25.9,183.6,26.2286,-0.7209,0.091,0.826,0.083
2008-05-20,25.9743,26.5943,25.7314,185.9,26.5571,0.6486,0.037,0.907,0.056
2008-05-21,26.5243,26.85,25.1786,178.19,25.4557,0.0,0.0,0.0,0.0
2008-05-22,25.6086,25.9043,24.5714,177.05,25.2929,0.8876,0.039,0.874,0.088
2008-05-23,25.8243,25.9986,25.4,181.17,25.8814,0.9349,0.023,0.894,0.083
2008-05-27,26.1071,26.6329,25.9771,186.43,26.6329,0.9393,0.052,0.846,0.101
2008-05-28,26.7729,26.85,26.2457,187.01,26.7157,0.9274,0.033,0.825,0.142
2008-05-29,26.68,26.8857,26.5,186.69,26.67,0.0,0.0,0.0,0.0
2008-05-30,26.7786,27.0771,26.7686,188.75,26.9643,-0.6501,0.176,0.75,0.073
2008-06-02,26.9429,27.0929,26.3614,186.1,26.5857,0.9367,0.019,0.859,0.122
2008-06-03,26.6943,26.8857,26.0486,185.37,26.4814,0.34,0.022,0.931,0.047
2008-06-04,26.2886,26.7271,26.1757,185.19,26.4557,0.891,0.027,0.891,0.082
2008-06-05,26.62,27.12,26.5286,189.43,27.0614,0.6908,0.0,0.937,0.063
2008-06-06,26.8571,27.1357,26.5071,185.64,26.52,0.6668,0.052,0.872,0.076
2008-06-09,26.3986,26.42,25.1071,181.61,25.9443,0.0,0.0,0.0,0.0
2008-06-10,25.7871,26.6829,25.5743,185.64,26.52,0.9678,0.026,0.863,0.111
2008-06-11,26.3343,26.5714,25.6557,180.81,25.83,0.8276,0.005,0.951,0.044
2008-06-12,25.9271,26.0857,24.4571,173.26,24.7514,0.9319,0.015,0.921,0.065
2008-06-13,24.52,24.88,23.6157,172.37,24.6243,0.9169,0.01,0.927,0.063
2008-06-16,24.4714,25.4143,24.1529,176.84,25.2629,0.8602,0.077,0.777,0.146
2008-06-17,25.4429,25.9986,25.3443,181.43,25.9186,-0.504,0.071,0.863,0.065
2008-06-18,25.8743,26.0286,25.3357,178.75,25.5357,-0.9516,0.102,0.838,0.06
2008-06-19,25.5071,26.0486,25.2571,180.9,25.8429,-0.0858,0.052,0.891,0.057
2008-06-20,25.6214,25.8571,25.0,175.27,25.0386,-0.7845,0.099,0.823,0.078
2008-06-23,24.9629,25.1257,24.5086,173.16,24.7371,-0.9269,0.152,0.784,0.065
2008-06-24,24.6243,25.1114,24.5186,173.25,24.75,0.8385,0.052,0.835,0.113
2008-06-25,24.9443,25.5471,24.84,177.39,25.3414,0.9689,0.02,0.867,0.113
2008-06-26,24.8671,24.9771,24.0014,168.26,24.0371,0.9728,0.01,0.86,0.13
2008-06-27,23.7871,24.3671,23.45,170.09,24.2986,0.0,0.0,0.0,0.0
2008-06-30,24.3129,24.5714,23.8029,167.44,23.92,0.5106,0.037,0.894,0.069
2008-07-01,23.4614,24.96,23.4286,174.68,24.9543,0.4588,0.048,0.891,0.062
2008-07-02,25.0286,25.35,24.0257,168.18,24.0257,0.9794,0.025,0.842,0.133
2008-07-03,24.2271,24.5957,23.6786,170.12,24.3029,0.873,0.036,0.874,0.089
2008-07-07,24.7371,25.3043,24.5571,175.16,25.0229,0.8442,0.049,0.858,0.093
2008-07-08,25.0571,25.6714,24.6771,179.55,25.65,0.0,0.0,0.0,0.0
2008-07-09,25.7429,25.8443,24.8771,174.25,24.8929,0.8109,0.057,0.863,0.08
2008-07-10,24.9886,25.3343,24.4814,176.63,25.2329,0.9196,0.026,0.91,0.064
2008-07-11,25.0671,25.3014,24.4286,172.58,24.6543,0.9477,0.081,0.792,0.128
2008-07-14,25.6057,25.6143,24.7257,173.88,24.84,0.9501,0.005,0.932,0.063
2008-07-15,24.64,24.82,23.77,169.64,24.2343,0.9686,0.015,0.866,0.118
2008-07-16,24.3143,24.7043,24.0857,172.81,24.6871,0.8636,0.026,0.924,0.051
2008-07-17,24.8714,24.9971,24.4843,171.81,24.5443,0.9493,0.017,0.909,0.074
2008-07-18,24.0743,24.2357,23.5714,165.15,23.5929,0.9832,0.025,0.763,0.213
2008-07-21,23.8429,23.9286,23.0171,166.29,23.7557,0.9853,0.023,0.855,0.122
2008-07-22,21.2857,23.2514,20.9329,162.02,23.1457,0.6995,0.072,0.833,0.095
2008-07-23,23.57,24.0529,23.08,166.26,23.7514,0.7865,0.085,0.816,0.098
2008-07-24,23.4743,23.6086,22.6357,159.03,22.7186,-0.7606,0.113,0.802,0.085
2008-07-25,22.9143,23.2857,22.6643,162.12,23.16,0.9441,0.064,0.821,0.115
2008-07-28,23.1914,23.21,22.0029,154.4,22.0571,-0.8085,0.127,0.782,0.091
2008-07-29,22.2014,22.7786,21.95,157.08,22.44,-0.5565,0.191,0.644,0.165
2008-07-30,22.54,22.9271,22.2971,159.88,22.84,-0.4939,0.153,0.777,0.07
2008-07-31,22.5057,23.1714,22.4257,158.95,22.7071,0.504,0.015,0.916,0.069
2008-08-01,22.8429,22.8557,22.25,156.66,22.38,0.0,0.0,0.0,0.0
2008-08-04,22.3714,22.5571,21.8443,153.23,21.89,0.8947,0.0,0.858,0.142
2008-08-05,22.2029,22.9714,22.1171,160.64,22.9486,0.8705,0.059,0.809,0.132
2008-08-06,22.8529,23.9143,22.5714,164.19,23.4557,0.9083,0.042,0.849,0.109
2008-08-07,23.2443,23.7357,23.0714,163.57,23.3671,0.7622,0.0,0.881,0.119
2008-08-08,23.4086,24.2357,23.3929,169.55,24.2214,-0.9136,0.363,0.637,0.0
2008-08-11,24.2957,25.2143,24.2386,173.56,24.7943,0.8948,0.074,0.795,0.13
2008-08-12,24.7886,25.6129,24.7871,176.73,25.2471,0.1531,0.121,0.76,0.119
2008-08-13,25.4257,25.7143,25.1286,179.3,25.6143,0.0,0.0,0.0,0.0
2008-08-14,25.4757,25.7786,25.4057,179.32,25.6171,0.7717,0.022,0.931,0.047
2008-08-15,25.5771,25.6786,25.0071,175.74,25.1057,0.1027,0.023,0.952,0.025
2008-08-18,25.0814,25.4014,24.8314,175.39,25.0557,0.5994,0.0,0.945,0.055
2008-08-19,24.9343,25.2957,24.5443,173.53,24.79,-0.8481,0.104,0.847,0.05
2008-08-20,24.9671,25.2771,24.8014,175.84,25.12,0.778,0.066,0.848,0.086
2008-08-21,24.9243,25.0643,24.5557,174.29,24.8986,0.1615,0.082,0.841,0.077
2008-08-22,25.1171,25.3571,25.0814,176.79,25.2557,0.9614,0.076,0.793,0.13
2008-08-25,25.1643,25.1757,24.5229,172.55,24.65,0.912,0.017,0.882,0.101
2008-08-26,24.68,24.9829,24.6586,173.64,24.8057,0.0,0.0,0.0,0.0
2008-08-27,24.7586,25.1086,24.5986,174.67,24.9529,0.9915,0.026,0.818,0.156
2008-08-28,25.04,25.1786,24.6786,173.74,24.82,0.991,0.035,0.749,0.215
2008-08-29,24.7086,24.7857,24.1486,169.53,24.2186,-0.5549,0.112,0.814,0.074
2008-09-02,24.6286,24.7857,23.5714,166.19,23.7414,0.9873,0.03,0.847,0.123
2008-09-03,23.8343,24.0971,23.4286,166.96,23.8514,0.9563,0.028,0.896,0.076
2008-09-04,23.6943,23.9871,22.9729,161.22,23.0314,0.9921,0.038,0.805,0.157
2008-09-05,22.6557,23.2,22.5214,160.18,22.8829,0.7425,0.03,0.911,0.059
2008-09-08,23.51,23.5557,21.6371,157.92,22.56,-0.9337,0.107,0.861,0.032
2008-09-09,22.4086,22.8514,21.3986,151.68,21.6686,0.9061,0.056,0.845,0.099
2008-09-10,21.76,22.1414,21.2571,151.61,21.6586,0.7783,0.063,0.851,0.086
2008-09-11,21.1686,21.8557,20.8571,152.65,21.8071,0.9313,0.0,0.933,0.067
2008-09-12,21.5586,21.5586,20.9286,148.94,21.2771,0.8313,0.0,0.941,0.059
2008-09-15,20.29,21.0986,20.0514,140.36,20.0514,-0.3182,0.05,0.901,0.049
2008-09-16,19.1229,20.3571,18.8786,139.88,19.9829,-0.7717,0.084,0.847,0.069
2008-09-17,19.7843,19.7871,18.2614,127.83,18.2614,0.8979,0.081,0.813,0.106
2008-09-18,18.6529,19.3471,17.24,134.09,19.1557,0.9486,0.049,0.848,0.103
2008-09-19,20.3714,20.6,19.4729,140.91,20.13,-0.7089,0.072,0.884,0.044
2008-09-22,19.9914,20.0357,18.6657,131.05,18.7214,-0.8693,0.097,0.849,0.054
2008-09-23,18.8357,19.4,18.0943,126.84,18.12,0.0,0.0,0.0,0.0
2008-09-24,18.1814,18.7071,17.8786,128.71,18.3871,0.9867,0.03,0.802,0.168
2008-09-25,18.5429,19.2557,18.36,131.93,18.8471,0.9133,0.07,0.815,0.115
2008-09-26,17.8443,18.5429,17.5714,128.24,18.32,0.5106,0.105,0.777,0.117
2008-09-29,17.0886,17.0971,14.37,105.26,15.0371,0.0,0.0,1.0,0.0
2008-09-30,15.4643,16.4286,15.1857,113.66,16.2371,0.34,0.051,0.871,0.078
2008-10-01,15.9886,16.0514,15.3414,109.12,15.5886,0.6907,0.064,0.852,0.084
2008-10-02,15.43,15.5414,14.2857,100.1,14.3,-0.9289,0.096,0.856,0.048
2008-10-03,14.8571,15.2143,13.5214,97.07,13.8671,0.6767,0.04,0.907,0.053
2008-10-06,13.1371,14.1114,12.5057,98.14,14.02,0.7175,0.065,0.851,0.084
2008-10-07,14.3543,14.5,12.7071,89.16,12.7371,0.0,0.0,0.0,0.0
2008-10-08,12.2729,13.7614,12.24,89.79,12.8271,-0.1842,0.074,0.847,0.078
2008-10-09,13.3357,13.6857,12.3714,88.74,12.6771,-0.6322,0.046,0.932,0.022
2008-10-10,12.2429,14.2857,12.1429,96.8,13.8286,0.9839,0.018,0.854,0.128
2008-10-13,14.9357,15.79,14.4314,110.26,15.7514,0.0,0.0,0.0,0.0
2008-10-14,16.6086,16.6286,14.7343,104.08,14.8686,0.9909,0.018,0.823,0.159
2008-10-15,14.8343,15.2857,13.9843,97.95,13.9929,0.9659,0.019,0.881,0.099
2008-10-16,14.2529,14.7757,13.1057,101.89,14.5557,-0.3612,0.065,0.889,0.046
2008-10-17,14.2286,14.5771,12.27,97.4,13.9143,-0.3818,0.043,0.957,0.0
2008-10-20,14.2543,14.29,13.3771,98.44,14.0629,0.0,0.0,0.0,0.0
2008-10-21,13.85,13.9857,13.0229,91.49,13.07,0.9646,0.05,0.83,0.12
2008-10-22,13.91,14.4643,13.2757,96.87,13.8386,0.7194,0.018,0.936,0.047
2008-10-23,13.7871,14.1786,13.1286,98.23,14.0329,-0.5767,0.059,0.891,0.05
2008-10-24,12.9043,13.9857,12.8729,96.38,13.7686,0.153,0.096,0.812,0.092
2008-10-27,13.5814,13.9471,13.1229,92.09,13.1557,0.765,0.023,0.919,0.057
2008-10-28,13.6329,14.3571,13.1957,99.91,14.2729,0.8442,0.0,0.841,0.159
2008-10-29,14.4086,15.6486,14.2771,104.55,14.9357,0.0,0.0,0.0,0.0
2008-10-30,15.4614,16.0271,15.3729,111.04,15.8629,0.95,0.02,0.886,0.094
2008-10-31,15.3429,15.8257,15.02,107.59,15.37,-0.8588,0.091,0.867,0.042
2008-11-03,15.1329,15.5857,14.98,106.96,15.28,0.0,0.0,0.0,0.0
2008-11-04,15.7129,15.97,15.2386,110.99,15.8557,0.7269,0.055,0.871,0.073
2008-11-05,15.5586,15.6743,14.7129,103.3,14.7571,0.3818,0.071,0.851,0.078
2008-11-06,14.4357,14.6829,14.0,99.1,14.1571,0.984,0.055,0.803,0.143
2008-11-07,14.1771,14.2643,13.6743,98.24,14.0343,0.8981,0.067,0.839,0.094
2008-11-10,14.31,14.3429,13.5,95.88,13.6971,-0.947,0.131,0.817,0.052
2008-11-11,13.5443,13.8814,13.18,94.77,13.5386,0.9018,0.013,0.897,0.089
2008-11-12,13.2043,13.32,12.8586,90.12,12.8743,0.9001,0.0,0.924,0.076
2008-11-13,12.8386,13.7771,12.2886,96.44,13.7771,0.8779,0.046,0.873,0.081
2008-11-14,13.3943,13.4271,12.8571,90.24,12.8914,0.8541,0.041,0.896,0.063
2008-11-17,12.64,12.9357,12.4657,88.14,12.5914,0.8095,0.061,0.855,0.084
2008-11-18,12.8057,12.9986,12.4086,89.91,12.8443,0.9646,0.019,0.86,0.121
2008-11-19,12.7771,13.0829,12.3157,86.29,12.3271,0.9822,0.031,0.81,0.159
2008-11-20,12.1771,12.35,11.4286,80.49,11.4986,0.9526,0.028,0.879,0.093
2008-11-21,11.7043,12.0171,11.3057,82.58,11.7971,0.875,0.038,0.893,0.068
2008-11-24,12.1729,13.5414,12.12,92.95,13.2786,0.5719,0.051,0.859,0.09
2008-11-25,13.5186,13.53,12.5943,90.8,12.9714,0.9796,0.026,0.852,0.121
2008-11-26,12.8457,13.6071,12.8357,95.0,13.5714,0.9668,0.041,0.843,0.116
2008-11-28,13.5286,13.5371,13.1229,92.67,13.2386,0.989,0.028,0.773,0.199
2008-12-01,13.0429,13.1814,12.7029,88.93,12.7043,0.9839,0.046,0.818,0.137
2008-12-02,12.8614,13.2357,12.3571,92.47,13.21,0.8132,0.103,0.765,0.132
2008-12-03,12.7714,13.7471,12.6857,95.9,13.7,0.0,0.0,0.0,0.0
2008-12-04,13.49,13.6014,12.7229,91.41,13.0586,0.962,0.026,0.858,0.116
2008-12-05,12.9071,13.4986,12.6943,94.0,13.4286,0.4497,0.086,0.805,0.108
2008-12-08,13.8971,14.4,13.6857,99.72,14.2457,-0.1196,0.069,0.864,0.067
2008-12-09,14.0057,14.8,13.8871,100.06,14.2943,0.9462,0.058,0.835,0.107
2008-12-10,13.9814,14.2129,13.7857,98.21,14.03,0.9757,0.07,0.797,0.132
2008-12-11,13.9071,14.4629,13.5471,95.0,13.5714,0.9439,0.036,0.863,0.101
2008-12-12,13.2571,14.1429,13.2186,98.27,14.0386,0.8126,0.045,0.875,0.08
2008-12-15,13.7129,13.7443,13.2857,94.75,13.5357,0.0,0.0,0.0,0.0
2008-12-16,13.4257,13.7829,13.25,95.43,13.6329,0.91,0.025,0.886,0.089
2008-12-17,13.0043,13.0143,12.5743,89.16,12.7371,0.9845,0.009,0.843,0.148
2008-12-18,12.7586,12.9757,12.6343,89.43,12.7757,0.9585,0.045,0.835,0.119
2008-12-19,12.8486,12.9914,12.6857,90.0,12.8571,-0.8109,0.101,0.839,0.06
2008-12-22,12.86,12.8614,12.0986,85.74,12.2486,0.9129,0.04,0.85,0.11
2008-12-23,12.41,12.5529,12.2714,86.38,12.34,0.9843,0.043,0.818,0.139
2008-12-24,12.3057,12.3214,12.0786,85.04,12.1486,0.9942,0.023,0.793,0.184
2008-12-26,12.3771,12.4886,12.1771,85.81,12.2586,0.0,0.0,0.0,0.0
2008-12-29,12.36,12.5171,12.1529,86.61,12.3729,-0.6523,0.05,0.918,0.032
2008-12-30,12.4886,12.5786,12.1029,86.29,12.3271,0.0,0.0,0.0,0.0
2008-12-31,12.2814,12.5343,12.1914,85.35,12.1929,0.7512,0.076,0.811,0.113
2009-01-02,12.2686,13.0057,12.1657,90.75,12.9643,-0.4541,0.112,0.782,0.106
2009-01-05,13.31,13.74,13.2443,94.58,13.5114,0.9924,0.024,0.803,0.172
2009-01-06,13.7071,13.8814,13.1986,93.02,13.2886,0.0,0.0,0.0,0.0
2009-01-07,13.1157,13.2143,12.8943,91.01,13.0014,-0.9102,0.093,0.864,0.043
2009-01-08,12.9186,13.3071,12.8629,92.7,13.2429,0.3899,0.028,0.942,0.03
2009-01-09,13.3157,13.34,12.8771,90.58,12.94,0.9485,0.061,0.798,0.141
2009-01-12,12.9229,12.9986,12.5071,88.66,12.6657,-0.4587,0.067,0.872,0.061
2009-01-13,12.6057,12.82,12.3357,87.71,12.53,0.9845,0.015,0.818,0.167
2009-01-14,12.32,12.4643,12.1029,85.33,12.19,0.0,0.0,0.0,0.0
2009-01-15,11.51,12.0171,11.4357,83.38,11.9114,0.9551,0.04,0.877,0.083
2009-01-16,12.0429,12.0543,11.4857,82.33,11.7614,0.9679,0.046,0.853,0.101
2009-01-20,11.7043,11.7143,11.1714,78.2,11.1714,0.8469,0.029,0.881,0.09
2009-01-21,11.3414,11.84,11.33,82.83,11.8329,0.977,0.049,0.807,0.144
2009-01-22,12.5771,12.8571,12.26,88.36,12.6229,-0.9871,0.119,0.831,0.051
2009-01-23,12.4029,12.8386,12.3571,88.36,12.6229,-0.9788,0.118,0.851,0.031
2009-01-26,12.6943,12.9957,12.6143,89.64,12.8057,0.875,0.078,0.805,0.116
2009-01-27,12.8843,13.0786,12.82,90.73,12.9614,0.975,0.02,0.821,0.158
2009-01-28,13.16,13.5714,13.0714,94.2,13.4571,0.8126,0.0,0.802,0.198
2009-01-29,13.2986,13.4771,13.2286,93.0,13.2857,0.9776,0.085,0.738,0.177
2009-01-30,13.2286,13.3743,12.8586,90.13,12.8757,-0.743,0.216,0.72,0.063
2009-02-02,12.7286,13.1429,12.7,91.51,13.0729,0.8622,0.15,0.669,0.181
2009-02-03,13.1314,13.34,12.8971,92.98,13.2829,0.644,0.06,0.842,0.098
2009-02-04,13.3171,13.75,13.3,93.55,13.3643,0.4902,0.058,0.847,0.096
2009-02-05,13.2529,13.8929,13.2314,96.46,13.78,0.7906,0.024,0.925,0.052
2009-02-06,13.86,14.2857,13.8571,99.72,14.2457,0.9578,0.025,0.864,0.112
2009-02-09,14.2857,14.7143,14.2143,102.51,14.6443,0.9485,0.037,0.857,0.106
2009-02-10,14.4757,14.6443,13.8657,97.83,13.9757,0.8807,0.05,0.854,0.096
2009-02-11,13.7671,14.0443,13.6814,96.82,13.8314,0.9576,0.048,0.83,0.122
2009-02-12,13.69,14.25,13.69,99.27,14.1814,0.9417,0.022,0.886,0.092
2009-02-13,14.1414,14.2771,14.0171,99.16,14.1657,0.8208,0.026,0.924,0.049
2009-02-17,13.8386,13.8629,13.4686,94.53,13.5043,0.9898,0.028,0.792,0.18
2009-02-18,13.5786,13.6929,13.2457,94.37,13.4814,0.9851,0.04,0.811,0.15
2009-02-19,13.3386,13.4643,12.8729,90.64,12.9486,0.9767,0.033,0.842,0.125
2009-02-20,12.7714,13.2,12.7143,91.2,13.0286,0.8519,0.053,0.858,0.09
2009-02-23,13.0929,13.1429,12.3586,86.95,12.4214,0.984,0.065,0.768,0.167
2009-02-24,12.4929,12.9843,12.4286,90.25,12.8929,0.9694,0.042,0.839,0.119
2009-02-25,12.8371,13.2743,12.75,91.16,13.0229,0.2885,0.048,0.9,0.052
2009-02-26,13.1429,13.2743,12.7086,89.19,12.7414,0.9491,0.03,0.876,0.094
2009-02-27,12.5614,13.0429,12.5243,89.31,12.7586,0.9712,0.008,0.868,0.124
2009-03-02,12.5886,13.0286,12.5243,87.94,12.5629,0.9541,0.052,0.837,0.111
2009-03-03,12.7043,12.9629,12.5543,88.37,12.6243,0.8919,0.0,0.937,0.063
2009-03-04,12.8829,13.2529,12.7786,91.17,13.0243,0.9688,0.034,0.863,0.103
2009-03-05,12.9229,13.1243,12.6357,88.84,12.6914,0.9475,0.022,0.894,0.084
2009-03-06,12.62,12.6286,11.7614,85.3,12.1857,0.9763,0.047,0.828,0.125
2009-03-09,12.0257,12.5143,11.7957,83.11,11.8729,-0.4588,0.126,0.769,0.105
2009-03-10,12.1243,12.7386,12.0514,88.63,12.6614,0.9866,0.053,0.78,0.166
2009-03-11,12.83,13.4386,12.7971,92.68,13.24,0.9041,0.045,0.878,0.077
2009-03-12,13.2714,13.7971,13.1429,96.35,13.7643,0.6694,0.04,0.893,0.067
2009-03-13,13.7571,13.8857,13.5729,95.93,13.7043,0.872,0.066,0.813,0.121
2009-03-16,13.79,13.9129,13.4543,95.42,13.6314,0.0,0.0,0.0,0.0
2009-03-17,13.6057,14.2414,13.5814,99.66,14.2371,0.8559,0.015,0.921,0.064
2009-03-18,14.2729,14.7829,14.2457,101.52,14.5029,0.7149,0.044,0.879,0.076
2009-03-19,14.55,14.7429,14.3214,101.62,14.5171,0.8276,0.033,0.892,0.075
2009-03-20,14.5843,14.73,14.3671,101.59,14.5129,0.9565,0.055,0.788,0.157
2009-03-23,14.6729,15.4514,14.5357,107.66,15.38,0.2869,0.065,0.872,0.063
2009-03-24,15.1943,15.6343,15.0557,106.5,15.2143,0.8998,0.046,0.854,0.099
2009-03-25,15.3686,15.48,14.8371,106.49,15.2129,-0.6662,0.072,0.865,0.062
2009-03-26,15.4043,15.7114,15.3686,109.87,15.6957,0.9743,0.039,0.836,0.125
2009-03-27,15.4614,15.5043,15.2,106.85,15.2643,-0.6016,0.052,0.918,0.031
2009-03-30,14.93,15.0014,14.6586,104.49,14.9271,0.8338,0.053,0.854,0.093
2009-03-31,15.0643,15.35,15.0,105.12,15.0171,-0.3182,0.051,0.926,0.023
2009-04-01,14.87,15.5714,14.8414,108.69,15.5271,0.0,0.0,0.0,0.0
2009-04-02,15.7343,16.3929,15.6829,112.71,16.1014,-0.2869,0.031,0.952,0.018
2009-04-03,16.3129,16.59,16.2171,115.99,16.57,0.924,0.053,0.848,0.099
