MMM-YY,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating
2016-05-01,307,37,Male,C26,College,80856,2015-10-05,,2,3,0,4
2016-06-01,307,37,Male,C26,College,80856,2015-10-05,,2,3,2140460,4
2016-07-01,307,37,Male,C26,College,80856,2015-10-05,,2,3,345700,3
2016-08-01,307,37,Male,C26,College,80856,2015-10-05,,2,3,690010,3
2016-09-01,307,37,Male,C26,College,80856,2015-10-05,,2,3,1870000,3
2016-10-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,5045560,4
2016-11-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,2145350,4
2016-12-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,1545400,4
2017-01-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,1749210,4
2017-02-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,1950000,4
2017-03-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,11246300,4
2017-04-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,1220000,4
2017-05-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,1017430,4
2017-06-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,852000,4
2017-07-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,1060940,4
2017-08-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,500000,4
2017-09-01,307,38,Male,C26,College,80856,2015-10-05,,2,3,1735950,4
2017-10-01,307,39,Male,C26,College,88207,2015-10-05,2017-10-26,2,4,500050,1
2016-01-01,308,30,Male,C5,Master,188418,2011-08-15,,2,5,1507300,3
2016-02-01,308,30,Male,C5,Master,188418,2011-08-15,,2,5,3225570,3
2016-03-01,308,30,Male,C5,Master,188418,2011-08-15,,2,5,4975410,3
2016-04-01,308,30,Male,C5,Master,188418,2011-08-15,,2,5,500000,2
2016-05-01,308,30,Male,C5,Master,188418,2011-08-15,,2,5,300000,2
2016-06-01,308,30,Male,C5,Master,188418,2011-08-15,,2,5,836450,2
2016-07-01,308,30,Male,C5,Master,188418,2011-08-15,,2,5,2240000,4
2016-08-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,937570,4
2016-09-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,2182320,4
2016-10-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,980000,2
2016-11-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,651200,2
2016-12-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,848090,2
2017-01-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,1875800,3
2017-02-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,2392000,3
2017-03-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,15993610,3
2017-04-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,439450,2
2017-05-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,2012930,2
2017-06-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,881040,2
2017-07-01,308,31,Male,C5,Master,188418,2011-08-15,,2,5,1459420,3
2017-08-01,308,32,Male,C5,Master,188418,2011-08-15,,2,5,3263540,3
2017-09-01,308,32,Male,C5,Master,188418,2011-08-15,,2,5,3311080,3
2017-10-01,308,32,Male,C5,Master,188418,2011-08-15,,2,5,2401800,2
2017-11-01,308,32,Male,C5,Master,188418,2011-08-15,,2,5,1037000,2
2017-12-01,308,32,Male,C5,Master,188418,2011-08-15,,2,5,3772910,2
2017-12-01,309,30,Female,C5,Bachelor,77597,2017-12-11,,3,3,0,1
2017-12-01,310,27,Female,C3,Master,58439,2017-12-11,,1,1,0,1
2017-03-01,312,34,Male,C16,College,26047,2017-03-18,,2,2,0,1
2017-04-01,312,34,Male,C16,College,26047,2017-03-18,,2,2,0,1
2017-05-01,312,34,Male,C16,College,26047,2017-03-18,,2,2,0,1
2017-06-01,312,34,Male,C16,College,26047,2017-03-18,,2,2,0,1
2017-07-01,312,34,Male,C16,College,26047,2017-03-18,,2,2,0,1
2017-08-01,312,34,Male,C16,College,26047,2017-03-18,,2,2,0,1
2017-09-01,312,34,Male,C16,College,26047,2017-03-18,2017-09-25,2,2,0,1
2017-04-01,313,31,Female,C15,College,96603,2017-04-18,,3,3,0,1
2017-05-01,313,31,Female,C15,College,96603,2017-04-18,,3,3,0,1
2017-06-01,313,31,Female,C15,College,96603,2017-04-18,,3,3,0,1
2017-07-01,313,31,Female,C15,College,96603,2017-04-18,,3,3,150050,1
2017-08-01,313,31,Female,C15,College,96603,2017-04-18,,3,3,0,1
2017-09-01,313,31,Female,C15,College,96603,2017-04-18,2017-09-20,3,3,0,1
2017-09-01,315,29,Female,C9,Master,50281,2017-09-12,,3,3,0,1
2017-10-01,315,29,Female,C9,Master,50281,2017-09-12,2017-10-05,3,3,0,1
2016-01-01,316,47,Male,C12,Master,42592,2015-09-19,,1,1,250000,1
2016-02-01,316,47,Male,C12,Master,42592,2015-09-19,2016-02-15,1,1,0,1
2016-06-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,0,1
2016-07-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,250000,2
2016-08-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,250000,2
2016-09-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,700000,2
2016-10-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,200000,2
2016-11-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,650000,2
2016-12-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,-50000,2
2017-01-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,450000,2
2017-02-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,450000,2
2017-03-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,1249000,2
2017-04-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,400000,2
2017-05-01,317,34,Male,C5,Bachelor,59936,2016-06-17,,2,2,200000,2
2017-06-01,317,35,Male,C5,Bachelor,59936,2016-06-17,,2,2,200000,2
2017-07-01,317,35,Male,C5,Bachelor,59936,2016-06-17,,2,2,0,1
2017-08-01,317,35,Male,C5,Bachelor,59936,2016-06-17,2017-07-29,2,2,246840,1
2016-10-01,318,33,Female,C3,Bachelor,37890,2016-10-18,,1,1,0,1
2016-11-01,318,33,Female,C3,Bachelor,37890,2016-10-18,,1,1,0,1
2016-12-01,318,33,Female,C3,Bachelor,37890,2016-10-18,,1,1,0,1
2017-01-01,318,33,Female,C3,Bachelor,37890,2016-10-18,2017-01-20,1,1,0,1
2017-01-01,319,30,Male,C27,Master,51819,2017-01-02,,3,3,0,1
2017-02-01,319,30,Male,C27,Master,51819,2017-01-02,,3,3,0,1
2017-03-01,319,30,Male,C27,Master,51819,2017-01-02,2017-03-09,3,3,0,1
2016-01-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,100050,4
2016-02-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,1675060,4
2016-03-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,3800670,4
2016-04-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,545950,4
2016-05-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,1833110,4
2016-06-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,2697990,4
2016-07-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,1050460,4
2016-08-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,915180,4
2016-09-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,1428830,4
2016-10-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,762680,4
2016-11-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,564350,4
2016-12-01,320,27,Female,C20,College,56813,2015-07-13,,1,1,332300,4
2017-01-01,320,28,Female,C20,College,56813,2015-07-13,,1,1,1401910,4
2017-02-01,320,28,Female,C20,College,56813,2015-07-13,,1,1,1012290,4
2017-03-01,320,28,Female,C20,College,56813,2015-07-13,,1,1,3901890,4
2017-04-01,320,28,Female,C20,College,56813,2015-07-13,,1,1,780000,4
2017-05-01,320,28,Female,C20,College,56813,2015-07-13,,1,1,365150,4
2017-06-01,320,28,Female,C20,College,56813,2015-07-13,,1,1,888140,4
2017-07-01,320,28,Female,C20,College,63126,2015-07-13,,1,2,871770,4
2017-08-01,320,28,Female,C20,College,63126,2015-07-13,,1,2,1413240,4
2017-09-01,320,28,Female,C20,College,63126,2015-07-13,,1,2,953400,4
2017-10-01,320,28,Female,C20,College,63126,2015-07-13,,1,2,777870,4
2017-11-01,320,28,Female,C20,College,63126,2015-07-13,,1,2,843990,4
2017-12-01,320,28,Female,C20,College,63126,2015-07-13,,1,2,1237400,4
2016-11-01,321,26,Female,C25,Bachelor,29869,2016-10-31,,1,1,0,1
2016-12-01,321,26,Female,C25,Bachelor,29869,2016-10-31,,1,1,0,1
2017-01-01,321,27,Female,C25,Bachelor,29869,2016-10-31,,1,1,242500,1
2017-02-01,321,27,Female,C25,Bachelor,29869,2016-10-31,,1,1,0,1
2017-03-01,321,27,Female,C25,Bachelor,29869,2016-10-31,,1,1,0,1
2017-04-01,321,27,Female,C25,Bachelor,29869,2016-10-31,2017-04-12,1,1,0,1
2016-06-01,322,41,Female,C6,College,57245,2016-06-15,,2,2,0,1
2016-07-01,322,41,Female,C6,College,57245,2016-06-15,,2,2,0,1
2016-08-01,322,41,Female,C6,College,57245,2016-06-15,,2,2,200000,1
2016-09-01,322,41,Female,C6,College,57245,2016-06-15,,2,2,0,1
2016-10-01,322,41,Female,C6,College,57245,2016-06-15,,2,2,200000,1
2016-11-01,322,41,Female,C6,College,57245,2016-06-15,2016-11-23,2,2,0,1
2017-01-01,323,29,Female,C29,Master,64558,2017-01-06,,2,2,0,1
2017-02-01,323,29,Female,C29,Master,64558,2017-01-06,,2,2,250000,1
2017-03-01,323,29,Female,C29,Master,64558,2017-01-06,,2,2,506920,1
2017-04-01,323,29,Female,C29,Master,64558,2017-01-06,,2,2,164740,1
2017-05-01,323,29,Female,C29,Master,64558,2017-01-06,,2,2,0,1
2017-06-01,323,29,Female,C29,Master,64558,2017-01-06,,2,2,250000,1
2017-07-01,323,29,Female,C29,Master,64558,2017-01-06,,2,2,305030,2
2017-08-01,323,29,Female,C29,Master,64558,2017-01-06,,2,2,154970,2
2017-09-01,323,30,Female,C29,Master,64558,2017-01-06,,2,2,357690,2
2017-10-01,323,30,Female,C29,Master,64558,2017-01-06,,2,2,553920,2
2017-11-01,323,30,Female,C29,Master,64558,2017-01-06,,2,2,120330,2
2017-12-01,323,30,Female,C29,Master,64558,2017-01-06,,2,2,496200,2
2017-07-01,324,30,Male,C26,Bachelor,69160,2017-07-03,,3,3,0,3
2017-08-01,324,30,Male,C26,Bachelor,69160,2017-07-03,,3,3,0,3
2017-09-01,324,30,Male,C26,Bachelor,69160,2017-07-03,,3,3,2000000,3
2017-10-01,324,30,Male,C26,Bachelor,69160,2017-07-03,,3,3,1400000,3
2017-11-01,324,31,Male,C26,Bachelor,69160,2017-07-03,,3,3,1200000,3
2017-12-01,324,31,Male,C26,Bachelor,69160,2017-07-03,,3,3,0,3
2016-01-01,325,26,Male,C15,Master,50739,2015-11-30,,1,1,109020,1
2016-02-01,325,26,Male,C15,Master,50739,2015-11-30,,1,1,0,1
2016-03-01,325,26,Male,C15,Master,50739,2015-11-30,,1,1,0,1
2016-04-01,325,26,Male,C15,Master,50739,2015-11-30,,1,1,0,1
2016-05-01,325,26,Male,C15,Master,50739,2015-11-30,,1,1,0,1
2016-06-01,325,26,Male,C15,Master,50739,2015-11-30,,1,1,0,1
2016-07-01,325,26,Male,C15,Master,50739,2015-11-30,,1,1,0,1
2016-08-01,325,26,Male,C15,Master,50739,2015-11-30,2016-07-29,1,1,0,1
2017-04-01,326,24,Male,C28,Master,69454,2017-04-21,,2,2,0,1
2017-05-01,326,24,Male,C28,Master,69454,2017-04-21,,2,2,0,1
2017-06-01,326,24,Male,C28,Master,69454,2017-04-21,,2,2,194000,1
2017-07-01,326,24,Male,C28,Master,69454,2017-04-21,2017-07-11,2,2,0,1
2016-01-01,327,38,Male,C3,Bachelor,26658,2015-05-29,,1,1,432800,2
2016-02-01,327,38,Male,C3,Bachelor,26658,2015-05-29,,1,1,408820,2
2016-03-01,327,38,Male,C3,Bachelor,26658,2015-05-29,,1,1,0,2
2016-04-01,327,38,Male,C3,Bachelor,26658,2015-05-29,2016-04-21,1,1,0,1
2016-01-01,328,35,Female,C28,Bachelor,54816,2015-12-11,,3,3,0,1
2016-02-01,328,35,Female,C28,Bachelor,54816,2015-12-11,,3,3,200000,1
2016-03-01,328,35,Female,C28,Bachelor,54816,2015-12-11,,3,3,0,1
2016-04-01,328,35,Female,C28,Bachelor,54816,2015-12-11,,3,3,0,1
2016-05-01,328,35,Female,C28,Bachelor,54816,2015-12-11,,3,3,0,1
2016-06-01,328,35,Female,C28,Bachelor,54816,2015-12-11,,3,3,0,1
2016-07-01,328,35,Female,C28,Bachelor,54816,2015-12-11,,3,3,0,1
2016-08-01,328,35,Female,C28,Bachelor,54816,2015-12-11,2016-08-25,3,3,0,1
2016-01-01,329,42,Female,C11,Bachelor,133752,2012-07-19,,1,3,736100,2
2016-02-01,329,42,Female,C11,Bachelor,133752,2012-07-19,,1,3,763020,2
2016-03-01,329,42,Female,C11,Bachelor,133752,2012-07-19,,1,3,750670,2
2016-04-01,329,42,Female,C11,Bachelor,133752,2012-07-19,,1,3,0,1
2016-05-01,329,42,Female,C11,Bachelor,133752,2012-07-19,,1,3,450000,1
2016-06-01,329,42,Female,C11,Bachelor,133752,2012-07-19,,1,3,-134200,1
2016-07-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,466110,2
2016-08-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,194010,2
2016-09-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,200000,2
2016-10-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,350610,3
2016-11-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,1859990,3
2016-12-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,588560,3
2017-01-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,1881800,3
2017-02-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,901270,3
2017-03-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,2553590,3
2017-04-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,291270,2
2017-05-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,155200,2
2017-06-01,329,43,Female,C11,Bachelor,133752,2012-07-19,,1,3,193820,2
2017-07-01,329,44,Female,C11,Bachelor,133752,2012-07-19,,1,3,341440,2
2017-08-01,329,44,Female,C11,Bachelor,133752,2012-07-19,,1,3,340480,2
2017-09-01,329,44,Female,C11,Bachelor,133752,2012-07-19,,1,3,502630,2
2017-10-01,329,44,Female,C11,Bachelor,133752,2012-07-19,,1,3,208540,2
2017-11-01,329,44,Female,C11,Bachelor,133752,2012-07-19,,1,3,106150,2
2017-12-01,329,44,Female,C11,Bachelor,133752,2012-07-19,,1,3,1016090,2
2016-01-01,330,39,Female,C15,Bachelor,35694,2015-09-24,,1,1,0,1
2016-02-01,330,39,Female,C15,Bachelor,35694,2015-09-24,2016-02-03,1,1,0,1
2017-09-01,331,35,Male,C25,Master,71154,2017-09-27,,3,3,0,1
2017-10-01,331,35,Male,C25,Master,71154,2017-09-27,,3,3,0,1
2017-11-01,331,35,Male,C25,Master,71154,2017-09-27,,3,3,0,1
2017-12-01,331,35,Male,C25,Master,71154,2017-09-27,,3,3,0,1
2016-02-01,332,29,Male,C24,Master,51152,2016-02-03,,1,1,134360,1
2016-03-01,332,29,Male,C24,Master,51152,2016-02-03,2016-03-01,1,1,0,1
2016-01-01,333,44,Female,C6,Bachelor,45796,2015-09-19,,1,1,361800,2
2016-02-01,333,44,Female,C6,Bachelor,45796,2015-09-19,,1,1,366870,2
2016-03-01,333,44,Female,C6,Bachelor,45796,2015-09-19,,1,1,445000,2
2016-04-01,333,44,Female,C6,Bachelor,45796,2015-09-19,,1,1,123290,1
2016-05-01,333,44,Female,C6,Bachelor,45796,2015-09-19,2016-04-30,1,1,0,1
2016-01-01,334,29,Female,C9,College,58812,2016-01-07,,2,2,0,1
2016-02-01,334,29,Female,C9,College,58812,2016-01-07,,2,2,102070,1
2016-03-01,334,29,Female,C9,College,58812,2016-01-07,,2,2,120030,1
2016-04-01,334,29,Female,C9,College,58812,2016-01-07,,2,2,101190,1
2016-05-01,334,29,Female,C9,College,58812,2016-01-07,2016-05-11,2,2,0,1
2017-11-01,335,41,Female,C11,Master,94685,2017-11-17,,3,3,0,1
2017-12-01,335,41,Female,C11,Master,94685,2017-11-17,,3,3,0,1
2016-01-01,336,45,Male,C10,Master,140769,2015-02-10,,2,4,938160,2
2016-02-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,1703730,2
2016-03-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,960350,2
2016-04-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,145500,2
2016-05-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,200000,2
2016-06-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,516740,2
2016-07-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,470480,1
2016-08-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,150120,1
2016-09-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,350570,1
2016-10-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,203330,1
2016-11-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,865710,1
2016-12-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,0,1
2017-01-01,336,46,Male,C10,Master,140769,2015-02-10,,2,4,750550,1
2017-02-01,336,47,Male,C10,Master,140769,2015-02-10,,2,4,450000,1
2017-03-01,336,47,Male,C10,Master,140769,2015-02-10,,2,4,651680,1
2017-04-01,336,47,Male,C10,Master,140769,2015-02-10,,2,4,450000,1
2017-05-01,336,47,Male,C10,Master,140769,2015-02-10,,2,4,200000,1
2017-06-01,336,47,Male,C10,Master,140769,2015-02-10,,2,4,570660,1
2017-07-01,336,47,Male,C10,Master,140769,2015-02-10,,2,4,0,1
2017-08-01,336,47,Male,C10,Master,140769,2015-02-10,2017-07-29,2,4,0,1
2016-01-01,337,45,Female,C8,Master,62135,2015-09-15,,2,2,0,1
2016-02-01,337,45,Female,C8,Master,62135,2015-09-15,,2,2,0,1
2016-03-01,337,45,Female,C8,Master,62135,2015-09-15,2016-03-03,2,2,0,1
2016-06-01,339,31,Male,C17,Bachelor,55937,2016-06-13,,3,3,0,1
2016-07-01,339,31,Male,C17,Bachelor,55937,2016-06-13,,3,3,0,1
2016-08-01,339,32,Male,C17,Bachelor,55937,2016-06-13,,3,3,0,1
2016-09-01,339,32,Male,C17,Bachelor,55937,2016-06-13,,3,3,246390,1
2016-10-01,339,32,Male,C17,Bachelor,55937,2016-06-13,,3,3,152650,2
2016-11-01,339,32,Male,C17,Bachelor,55937,2016-06-13,,3,3,0,2
2016-12-01,339,32,Male,C17,Bachelor,55937,2016-06-13,,3,3,770000,2
2017-01-01,339,32,Male,C17,Bachelor,55937,2016-06-13,,3,3,0,1
2017-02-01,339,32,Male,C17,Bachelor,55937,2016-06-13,,3,3,158040,1
2017-03-01,339,32,Male,C17,Bachelor,55937,2016-06-13,,3,3,500240,1
2017-04-01,339,32,Male,C17,Bachelor,55937,2016-06-13,,3,3,0,1
2017-05-01,339,32,Male,C17,Bachelor,55937,2016-06-13,2017-05-12,3,3,0,1
2016-01-01,340,35,Male,C16,College,33327,2015-08-08,,1,1,444560,1
2016-02-01,340,36,Male,C16,College,33327,2015-08-08,,1,1,100000,1
2016-03-01,340,36,Male,C16,College,33327,2015-08-08,2016-03-23,1,1,0,1
2016-12-01,341,39,Male,C11,Bachelor,49592,2016-12-24,,2,2,0,1
2017-01-01,341,39,Male,C11,Bachelor,49592,2016-12-24,,2,2,0,1
2017-02-01,341,39,Male,C11,Bachelor,49592,2016-12-24,,2,2,0,1
2017-03-01,341,39,Male,C11,Bachelor,49592,2016-12-24,,2,2,625540,1
2017-04-01,341,39,Male,C11,Bachelor,49592,2016-12-24,,2,2,150980,2
2017-05-01,341,39,Male,C11,Bachelor,49592,2016-12-24,,2,2,213690,2
2017-06-01,341,39,Male,C11,Bachelor,49592,2016-12-24,,2,2,291320,2
2017-07-01,341,39,Male,C11,Bachelor,49592,2016-12-24,,2,2,339400,3
2017-08-01,341,39,Male,C11,Bachelor,49592,2016-12-24,,2,2,424960,3
2017-09-01,341,40,Male,C11,Bachelor,49592,2016-12-24,,2,2,945910,3
2017-10-01,341,40,Male,C11,Bachelor,49592,2016-12-24,,2,2,150120,2
2017-11-01,341,40,Male,C11,Bachelor,49592,2016-12-24,,2,2,0,2
2017-12-01,341,40,Male,C11,Bachelor,49592,2016-12-24,,2,2,804560,2
2016-01-01,342,44,Male,C18,Master,83084,2015-07-09,,3,3,1673330,2
2016-02-01,342,44,Male,C18,Master,83084,2015-07-09,,3,3,639920,2
2016-03-01,342,44,Male,C18,Master,83084,2015-07-09,,3,3,1144800,2
2016-04-01,342,44,Male,C18,Master,83084,2015-07-09,,3,3,1201590,4
2016-05-01,342,44,Male,C18,Master,83084,2015-07-09,,3,3,9000000,4
2016-06-01,342,44,Male,C18,Master,83084,2015-07-09,,3,3,-6000000,4
2016-07-01,342,44,Male,C18,Master,83084,2015-07-09,,3,3,222320,2
2016-08-01,342,44,Male,C18,Master,83084,2015-07-09,,3,3,486150,2
2016-09-01,342,44,Male,C18,Master,83084,2015-07-09,,3,3,852750,2
2016-10-01,342,44,Male,C18,Master,83084,2015-07-09,,3,3,217920,2
2016-11-01,342,45,Male,C18,Master,83084,2015-07-09,,3,3,727320,2
2016-12-01,342,45,Male,C18,Master,83084,2015-07-09,,3,3,504000,2
2017-01-01,342,45,Male,C18,Master,83084,2015-07-09,2017-01-20,3,3,411900,1
2017-01-01,343,23,Male,C4,Bachelor,26563,2017-01-16,,1,1,0,1
2017-02-01,343,24,Male,C4,Bachelor,26563,2017-01-16,,1,1,0,1
2017-03-01,343,24,Male,C4,Bachelor,26563,2017-01-16,,1,1,150440,1
2017-04-01,343,24,Male,C4,Bachelor,26563,2017-01-16,,1,1,0,1
2017-05-01,343,24,Male,C4,Bachelor,26563,2017-01-16,2017-05-05,1,1,0,1
2017-02-01,344,28,Male,C2,Bachelor,55938,2017-02-02,,3,3,0,1
2017-03-01,344,28,Male,C2,Bachelor,55938,2017-02-02,2017-03-15,3,3,0,1
2017-08-01,345,35,Female,C27,Bachelor,35284,2017-07-31,,2,2,0,1
2017-09-01,345,35,Female,C27,Bachelor,35284,2017-07-31,,2,2,166820,1
2017-10-01,345,35,Female,C27,Bachelor,35284,2017-07-31,,2,2,367780,2
2017-11-01,345,35,Female,C27,Bachelor,35284,2017-07-31,,2,2,0,2
2017-12-01,345,35,Female,C27,Bachelor,35284,2017-07-31,,2,2,300290,2
2016-12-01,346,30,Female,C2,Bachelor,92158,2016-12-02,,3,3,0,1
2017-01-01,346,30,Female,C2,Bachelor,92158,2016-12-02,,3,3,291240,1
2017-02-01,346,30,Female,C2,Bachelor,92158,2016-12-02,,3,3,159150,1
2017-03-01,346,30,Female,C2,Bachelor,92158,2016-12-02,,3,3,621840,1
2017-04-01,346,31,Female,C2,Bachelor,92158,2016-12-02,2017-03-30,3,3,0,1
2016-01-01,347,36,Female,C15,College,57044,2015-01-05,,2,3,0,1
2016-02-01,347,36,Female,C15,College,57044,2015-01-05,2016-02-18,2,3,0,1
2017-09-01,348,28,Female,C13,Bachelor,71326,2017-09-01,,2,2,0,1
2017-10-01,348,28,Female,C13,Bachelor,71326,2017-09-01,,2,2,0,1
2017-11-01,348,28,Female,C13,Bachelor,71326,2017-09-01,,2,2,0,1
2017-12-01,348,28,Female,C13,Bachelor,71326,2017-09-01,,2,2,0,1
2016-05-01,349,33,Male,C26,Master,56317,2016-05-27,,2,2,0,1
2016-06-01,349,33,Male,C26,Master,56317,2016-05-27,,2,2,116400,1
2016-07-01,349,33,Male,C26,Master,56317,2016-05-27,,2,2,0,1
2016-08-01,349,33,Male,C26,Master,56317,2016-05-27,,2,2,0,1
2016-09-01,349,33,Male,C26,Master,56317,2016-05-27,,2,2,0,1
2016-10-01,349,33,Male,C26,Master,56317,2016-05-27,2016-10-17,2,2,0,1
2016-01-01,350,33,Male,C10,Master,55441,2015-12-03,,2,2,0,1
2016-02-01,350,33,Male,C10,Master,55441,2015-12-03,2016-02-08,2,2,0,1
2016-12-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,0,1
2017-01-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,0,1
2017-02-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,500000,1
2017-03-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,504230,1
2017-04-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,194330,1
2017-05-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,243190,1
2017-06-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,0,1
2017-07-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,501310,3
2017-08-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,404360,3
2017-09-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,1078510,3
2017-10-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,910000,4
2017-11-01,351,30,Male,C9,Bachelor,50609,2016-12-10,,2,2,1005090,4
2017-12-01,351,31,Male,C9,Bachelor,50609,2016-12-10,,2,2,2913910,4
2016-02-01,352,43,Male,C24,College,39564,2016-02-24,,1,1,0,1
2016-03-01,352,43,Male,C24,College,39564,2016-02-24,,1,1,516420,1
2016-04-01,352,43,Male,C24,College,39564,2016-02-24,,1,1,0,1
2016-05-01,352,43,Male,C24,College,39564,2016-02-24,,1,1,115660,1
2016-06-01,352,44,Male,C24,College,39564,2016-02-24,,1,1,0,1
2016-07-01,352,44,Male,C24,College,39564,2016-02-24,2016-07-27,1,1,0,1
2016-01-01,353,29,Female,C18,Master,33134,2015-07-15,,1,1,223980,2
2016-02-01,353,29,Female,C18,Master,33134,2015-07-15,,1,1,357130,2
2016-03-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,1034790,2
2016-04-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,570550,4
2016-05-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,235260,4
2016-06-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,600130,4
2016-07-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,506970,3
2016-08-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,107180,3
2016-09-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,712270,3
2016-10-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,150360,4
2016-11-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,773730,4
2016-12-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,1972850,4
2017-01-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,193960,3
2017-02-01,353,30,Female,C18,Master,33134,2015-07-15,,1,1,294470,3
2017-03-01,353,31,Female,C18,Master,33134,2015-07-15,,1,1,2981510,3
2017-04-01,353,31,Female,C18,Master,33134,2015-07-15,,1,1,301610,2
2017-05-01,353,31,Female,C18,Master,33134,2015-07-15,,1,1,0,2
